prestashop_product_id,shobi_code,inspired_by,fragrantica_id,fragrantica_url,image_url,local_path,status,detail
738,662-GIV,AMARIGE,3,https://www.fragrantica.com/perfume/Givenchy/Amarige-3.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.3.avif,perfume-images/3.avif,DOWNLOADED,image/avif
746,670-GIV,ORGANZA,4,https://www.fragrantica.com/perfume/Givenchy/Organza-4.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.4.avif,perfume-images/4.avif,DOWNLOADED,image/avif
767,698-HER,EAU DES MERVEILLES,9,https://www.fragrantica.com/perfume/Hermes/Eau-des-Merveilles-9.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.9.avif,perfume-images/9.avif,DOWNLOADED,image/avif
246,1156-HER,TERRE D'HERMES - HERMES,17,https://www.fragrantica.com/perfume/Hermes/Terre-d-Hermes-17.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17.avif,perfume-images/17.avif,DOWNLOADED,image/avif
775,708-HER,UN JARDIN SUR LE NIL - HERMES Unisex,18,https://www.fragrantica.com/perfume/Hermes/Un-Jardin-Sur-Le-Nil-18.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18.avif,perfume-images/18.avif,DOWNLOADED,image/avif
244,1154-HER,UN JARDIN EN MEDITERRANEE - HERMES,19,https://www.fragrantica.com/perfume/Hermes/Un-Jardin-en-Mediterranee-19.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.19.avif,perfume-images/19.avif,DOWNLOADED,image/avif
242,1152-HER,BEL AMI - HERMES,25,https://www.fragrantica.com/perfume/Hermes/Bel-Ami-25.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.25.avif,perfume-images/25.avif,DOWNLOADED,image/avif
2415,1682-HER,24 FAUBOURG - HERMES,27,https://www.fragrantica.com/perfume/Hermes/24-Faubourg-27.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.27.avif,perfume-images/27.avif,DOWNLOADED,image/avif
4974,2732-GIV,Very Irresistible for men,34,https://www.fragrantica.com/perfume/Givenchy/Very-Irresistible-for-men-34.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.34.avif,perfume-images/34.avif,DOWNLOADED,image/avif
744,668-GIV,HOT COUTURE,35,https://www.fragrantica.com/perfume/Givenchy/Hot-Couture-35.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.35.avif,perfume-images/35.avif,DOWNLOADED,image/avif
2412,1684-GIV,YSATIS,36,https://www.fragrantica.com/perfume/Givenchy/Ysatis-36.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.36.avif,perfume-images/36.avif,DOWNLOADED,image/avif
231,1141-GIV,P,39,https://www.fragrantica.com/perfume/Givenchy/Pi-39.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.39.avif,perfume-images/39.avif,DOWNLOADED,image/avif
1921,687-GUR,L'INSTANT DE GUERLAIN - GUERLAIN,51,https://www.fragrantica.com/perfume/Guerlain/L-Instant-de-Guerlain-51.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.51.avif,perfume-images/51.avif,DOWNLOADED,image/avif
762,692-GUR,SAMSARA - GUERLAIN,55,https://www.fragrantica.com/perfume/Guerlain/Samsara-Eau-de-Parfum-55.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.55.avif,perfume-images/55.avif,DOWNLOADED,image/avif
814,752-KEN,JUNGLE L'ELEPHANT - KENZO,70,https://www.fragrantica.com/perfume/Kenzo/Kenzo-Jungle-L-Elephant-70.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.70.avif,perfume-images/70.avif,DOWNLOADED,image/avif
817,755-KEN,SUMMER - KENZO,76,https://www.fragrantica.com/perfume/Kenzo/Summer-by-Kenzo-76.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.76.avif,perfume-images/76.avif,DOWNLOADED,image/avif
816,754-KEN,L'EAU PAR -KENZO,78,https://www.fragrantica.com/perfume/Kenzo/L-Eau-par-Kenzo-78.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.78.avif,perfume-images/78.avif,DOWNLOADED,image/avif
259,1172-ISS,EAU D'ISSEY HOMME - ISSEY MIYAKE,79,https://www.fragrantica.com/p/79,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.79.avif,perfume-images/79.avif,DOWNLOADED,image/avif
678,590-ELIZ,avenue elizabeth arden,81,https://www.fragrantica.com/p/81,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.81.avif,perfume-images/81.avif,DOWNLOADED,image/avif
680,592-ELIZ,red door elizabeth arden,86,https://www.fragrantica.com/perfume/Elizabeth-Arden/Red-Door-86.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.86.avif,perfume-images/86.avif,DOWNLOADED,image/avif
1003,979-YZLO,CINEMA,92,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Cinema-92.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.92.avif,perfume-images/92.avif,DOWNLOADED,image/avif
1009,986-YZLO,OPIUM,93,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Opium-1977-93.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.93.avif,perfume-images/93.avif,DOWNLOADED,image/avif
1010,987-YZLO,PARIS,94,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Paris-94.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.94.avif,perfume-images/94.avif,DOWNLOADED,image/avif
1012,989-YZLO,RIVE GAUCHE,96,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Rive-Gauche-96.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.96.avif,perfume-images/96.avif,DOWNLOADED,image/avif
2729,1842-YZLO,Baby Doll,99,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Baby-Doll-99.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.99.avif,perfume-images/99.avif,DOWNLOADED,image/avif
364,1289-YZLO,Y,100,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Y-100.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.100.avif,perfume-images/100.avif,DOWNLOADED,image/avif
1013,991-YZLO,YVRESSE (CHAMPAGNE),101,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Yvresse-Champagne-101.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.101.avif,perfume-images/101.avif,DOWNLOADED,image/avif
510,399-ARA,TUSCANY PER DONNA,122,https://www.fragrantica.com/perfume/Aramis/Tuscany-Per-Donna-122.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.122.avif,perfume-images/122.avif,DOWNLOADED,image/avif
3841,2250-ARBAS,IN RED - ARMAND BASI,128,https://www.fragrantica.com/perfume/Armand-Basi/In-Red-128.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.128.avif,perfume-images/128.avif,DOWNLOADED,image/avif
543,437-BLG,437 blg wp,142,https://www.fragrantica.com/p/142,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.142.avif,perfume-images/142.avif,DOWNLOADED,image/avif
141,1041-BLG,POUR HOMME BLG,143,https://www.fragrantica.com/perfume/Bvlgari/Bvlgari-Pour-Homme-143.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.143.avif,perfume-images/143.avif,DOWNLOADED,image/avif
3928,2278-BLG,AU THE BLANC - BVLGARI,145,https://www.fragrantica.com/perfume/Bvlgari/Eau-Parfumee-au-The-Blanc-145.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.145.avif,perfume-images/145.avif,DOWNLOADED,image/avif
895,853-NIN,NINA,147,https://www.fragrantica.com/perfume/Nina-Ricci/Nina-147.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.147.avif,perfume-images/147.avif,DOWNLOADED,image/avif
1897,1037-BLG,Bvl Man,148,https://www.fragrantica.com/perfume/Bvlgari/BLV-Pour-Homme-148.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.148.avif,perfume-images/148.avif,DOWNLOADED,image/avif
137,1036-BLG,BLV Pour Homme,148,https://www.fragrantica.com/perfume/Bvlgari/BLV-Pour-Homme-148.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.148.avif,perfume-images/148.avif,DOWNLOADED,image/avif
549,443-BLG,BLV NOTTE POUR FEMME,149,https://www.fragrantica.com/perfume/Bvlgari/BLV-Notte-Pour-Femme-149.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.149.avif,perfume-images/149.avif,DOWNLOADED,image/avif
140,1040-BLG,NOTTE POUR HOMME,150,https://www.fragrantica.com/perfume/Bvlgari/BLV-Notte-Pour-Homme-150.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.150.avif,perfume-images/150.avif,DOWNLOADED,image/avif
1896,444-BLG,Omnia,151,https://www.fragrantica.com/perfume/Bvlgari/Omnia-151.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.151.avif,perfume-images/151.avif,DOWNLOADED,image/avif
551,446-BLG,OMNIA CRYSTALLINE,152,https://www.fragrantica.com/perfume/Bvlgari/Omnia-Crystalline-152.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.152.avif,perfume-images/152.avif,DOWNLOADED,image/avif
135,1034-BLG,AQUA - BVLGARI,153,https://www.fragrantica.com/perfume/Bvlgari/Aqva-Pour-Homme-153.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.153.avif,perfume-images/153.avif,DOWNLOADED,image/avif
136,1035-BLG,BLACK - BVLGARI,154,https://www.fragrantica.com/perfume/Bvlgari/Black-154.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.154.avif,perfume-images/154.avif,DOWNLOADED,image/avif
553,448-BLG,Petits et Mamans,155,https://www.fragrantica.com/perfume/Bvlgari/Petits-et-Mamans-155.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.155.avif,perfume-images/155.avif,DOWNLOADED,image/avif
542,436-BLG,BLV for Women,156,https://www.fragrantica.com/perfume/Bvlgari/BLV-156.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.156.avif,perfume-images/156.avif,DOWNLOADED,image/avif
833,779-LAN,HYPNOSE,170,https://www.fragrantica.com/perfume/Lancome/Hypnose-170.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.170.avif,perfume-images/170.avif,DOWNLOADED,image/avif
843,796-LAN,POEME,171,https://www.fragrantica.com/perfume/Lancome/Poeme-171.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.171.avif,perfume-images/171.avif,DOWNLOADED,image/avif
844,797-LAN,TRESOR,172,https://www.fragrantica.com/perfume/Lancome/Tresor-172.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.172.avif,perfume-images/172.avif,DOWNLOADED,image/avif
837,787-LAN,MAGIE NOIRE,174,https://www.fragrantica.com/perfume/Lancome/Magie-Noire-174.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.174.avif,perfume-images/174.avif,DOWNLOADED,image/avif
832,778-LAN,CLIMAT,180,https://www.fragrantica.com/perfume/Lancome/Climat-180.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.180.avif,perfume-images/180.avif,DOWNLOADED,image/avif
839,790-LAN,MIRACLE,184,https://www.fragrantica.com/perfume/Lancome/Miracle-184.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.184.avif,perfume-images/184.avif,DOWNLOADED,image/avif
2803,1828-LAN,"O OUI! Fragrance floral, white floral, fruity, fresh, citrus, aquatic",186,https://www.fragrantica.com/perfume/Lancome/O-Oui-186.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.186.avif,perfume-images/186.avif,DOWNLOADED,image/avif
721,639-FEN,fendi woman,200,https://www.fragrantica.com/perfume/Fendi/Fendi-200.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.200.avif,perfume-images/200.avif,DOWNLOADED,image/avif
861,816-MAX,MAX MARA,204,https://www.fragrantica.com/perfume/Max-Mara/Max-Mara-204.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.204.avif,perfume-images/204.avif,DOWNLOADED,image/avif
1775,848-NRO,pure musk for her narciso rodriguez,209,https://www.fragrantica.com/perfume/Narciso-Rodriguez/Narciso-Rodriguez-For-Her-209.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.209.avif,perfume-images/209.avif,DOWNLOADED,image/avif
887,843-NRO,FOR HER PINK EAU DE TOILETTE - RODRIGUEZ,209,https://www.fragrantica.com/perfume/Narciso-Rodriguez/Narciso-Rodriguez-For-Her-209.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.209.avif,perfume-images/209.avif,DOWNLOADED,image/avif
623,530-DRC,J' ADORE,210,https://www.fragrantica.com/perfume/Dior/J-adore-210.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.210.avif,perfume-images/210.avif,DOWNLOADED,image/avif
630,537-DRC,Fragrance MISS CHERIE,213,https://www.fragrantica.com/p/213,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.213.avif,perfume-images/213.avif,DOWNLOADED,image/avif
633,542-DRC,PURE POISON,214,https://www.fragrantica.com/perfume/Dior/Pure-Poison-214.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.214.avif,perfume-images/214.avif,DOWNLOADED,image/avif
631,540-DRC,POISON,218,https://www.fragrantica.com/perfume/Dior/Poison-218.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.218.avif,perfume-images/218.avif,DOWNLOADED,image/avif
621,528-DRC,HYPNOTIC POISON,219,https://www.fragrantica.com/perfume/Dior/Hypnotic-Poison-219.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.219.avif,perfume-images/219.avif,DOWNLOADED,image/avif
634,544-DRC,TENDRE POISON,220,https://www.fragrantica.com/perfume/Dior/Tendre-Poison-220.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.220.avif,perfume-images/220.avif,DOWNLOADED,image/avif
618,525-DRC,DUNE,221,https://www.fragrantica.com/perfume/Dior/Dune-221.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.221.avif,perfume-images/221.avif,DOWNLOADED,image/avif
170,1074-DRC,DUNE,221,https://www.fragrantica.com/perfume/Dior/Dune-221.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.221.avif,perfume-images/221.avif,DOWNLOADED,image/avif
617,524-DRC,DOLCE VITA,222,https://www.fragrantica.com/perfume/Dior/Dolce-Vita-222.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.222.avif,perfume-images/222.avif,DOWNLOADED,image/avif
627,534-DRC,MISS,223,https://www.fragrantica.com/perfume/Christian-Dior/Miss-Dior-223.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.223.avif,perfume-images/223.avif,DOWNLOADED,image/avif
1940,523-DRC,ISSIMO,224,https://www.fragrantica.com/perfume/Christian-Dior/Diorissimo-224.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.224.avif,perfume-images/224.avif,DOWNLOADED,image/avif
172,,Fahrenheit,228,https://www.fragrantica.com/perfume/Dior/Fahrenheit-228.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.228.avif,perfume-images/228.avif,DOWNLOADED,image/avif
176,1080-DRC,HOMME,230,https://www.fragrantica.com/perfume/Dior/Dior-Homme-230.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.230.avif,perfume-images/230.avif,DOWNLOADED,image/avif
171,1075-DRC,EAU SAUVAGE,231,https://www.fragrantica.com/perfume/Dior/Eau-Sauvage-231.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.231.avif,perfume-images/231.avif,DOWNLOADED,image/avif
174,1078-DRC,HIGHER,233,https://www.fragrantica.com/perfume/Dior/Higher-233.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.233.avif,perfume-images/233.avif,DOWNLOADED,image/avif
175,1079-DRC,HIGHER ENERGY,234,https://www.fragrantica.com/perfume/Dior/Higher-Energy-234.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.234.avif,perfume-images/234.avif,DOWNLOADED,image/avif
559,458-CAC,ANAIS ANAIS,236,https://www.fragrantica.com/perfume/Cacharel/Anais-Anais-236.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.236.avif,perfume-images/236.avif,DOWNLOADED,image/avif
558,457-CAC,AMOR AMOR,238,https://www.fragrantica.com/perfume/Cacharel/Amor-Amor-238.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.238.avif,perfume-images/238.avif,DOWNLOADED,image/avif
563,463-CAC,NOA,242,https://www.fragrantica.com/perfume/Cacharel/Noa-242.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.242.avif,perfume-images/242.avif,DOWNLOADED,image/avif
561,460-CAC,EDEN,244,https://www.fragrantica.com/perfume/Cacharel/Eden-244.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.244.avif,perfume-images/244.avif,DOWNLOADED,image/avif
2220,461-CAC,GLORIA,246,https://www.fragrantica.com/perfume/Cacharel/Gloria-246.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.246.avif,perfume-images/246.avif,DOWNLOADED,image/avif
573,475-CAL,OBSESSION - CALVIN KLEIN,248,https://www.fragrantica.com/perfume/Calvin-Klein/Obsession-248.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.248.avif,perfume-images/248.avif,DOWNLOADED,image/avif
147,1048-CAL,OBSESSION - CALVIN KLEIN,248,https://www.fragrantica.com/perfume/Calvin-Klein/Obsession-248.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.248.avif,perfume-images/248.avif,DOWNLOADED,image/avif
570,472-CAL,EUPHORIA - CALVIN KLEIN,253,https://www.fragrantica.com/perfume/Calvin-Klein/Euphoria-253.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.253.avif,perfume-images/253.avif,DOWNLOADED,image/avif
566,467-CAL,CONTRADICTION - CALVIN KLEIN,255,https://www.fragrantica.com/p/255,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.255.avif,perfume-images/255.avif,DOWNLOADED,image/avif
569,470-CAL,ETERNITY - CALVIN KLEIN,257,https://www.fragrantica.com/perfume/Calvin-Klein/Eternity-257.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.257.avif,perfume-images/257.avif,DOWNLOADED,image/avif
145,1045-CAL,ETERNITY NOW - CALVIN KLEIN,257,https://www.fragrantica.com/perfume/Calvin-Klein/Eternity-257.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.257.avif,perfume-images/257.avif,DOWNLOADED,image/avif
568,469-CAL,ESCAPE - CALVIN KLEIN,271,https://www.fragrantica.com/perfume/Calvin-Klein/Escape-271.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.271.avif,perfume-images/271.avif,DOWNLOADED,image/avif
148,1049-CAL,ONE - CK,276,https://www.fragrantica.com/perfume/Calvin-Klein/CK-One-276.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.276.avif,perfume-images/276.avif,DOWNLOADED,image/avif
1899,479-CAR,212,296,https://www.fragrantica.com/perfume/Carolina-Herrera/212-296.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.296.avif,perfume-images/296.avif,DOWNLOADED,image/avif
1901,1053-CAR,212 MEN,297,https://www.fragrantica.com/perfume/Carolina-Herrera/212-Men-297.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.297.avif,perfume-images/297.avif,DOWNLOADED,image/avif
577,480-CAR,212 SEXY,306,https://www.fragrantica.com/perfume/Carolina-Herrera/212-Sexy-306.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.306.avif,perfume-images/306.avif,DOWNLOADED,image/avif
156,1059-CRT,DECLARATION - CARTIER,307,https://www.fragrantica.com/perfume/Cartier/Declaration-307.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.307.avif,perfume-images/307.avif,DOWNLOADED,image/avif
4386,490-CRT,Must de Cartier,312,https://www.fragrantica.com/perfume/Cartier/Must-de-Cartier-312.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.312.avif,perfume-images/312.avif,DOWNLOADED,image/avif
589,493-CER,the aromatic notes of 1881 CERRUTI FOR WOMEN,327,https://www.fragrantica.com/perfume/Cerruti/1881-327.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.327.avif,perfume-images/327.avif,DOWNLOADED,image/avif
613,518-CHO,CASMIR - CHOPARD,348,https://www.fragrantica.com/perfume/Chopard/Casmir-348.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.348.avif,perfume-images/348.avif,DOWNLOADED,image/avif
615,520-CHO,WISH - CHOPARD,353,https://www.fragrantica.com/perfume/Chopard/Wish-353.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.353.avif,perfume-images/353.avif,DOWNLOADED,image/avif
635,545-CLI,AROMATICS ELIXIR - CLINIQUE,371,https://www.fragrantica.com/perfume/Clinique/Aromatics-Elixir-371.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.371.avif,perfume-images/371.avif,DOWNLOADED,image/avif
639,549-CLI,SIMPLY - CLINIQUE,379,https://www.fragrantica.com/perfume/Clinique/Simply-Clinique-379.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.379.avif,perfume-images/379.avif,DOWNLOADED,image/avif
779,712-HUG,HUGO BOSS WOMAN,381,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-Woman-381.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.381.avif,perfume-images/381.avif,DOWNLOADED,image/avif
249,1160-HUG,boss bottled,383,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-Bottled-383.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.383.avif,perfume-images/383.avif,DOWNLOADED,image/avif
248,1159-HUG,BALDESSARINI - HUGO BOSS,385,https://www.fragrantica.com/perfume/Baldessarini/Baldessarini-Hugo-Boss-385.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.385.avif,perfume-images/385.avif,DOWNLOADED,image/avif
183,1087-COM,comme des garcons,389,https://www.fragrantica.com/perfume/Comme-des-Garcons/Comme-des-Garcons-389.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.389.avif,perfume-images/389.avif,DOWNLOADED,image/avif
1935,1088-COM,odeur 53 comme des garcons,395,https://www.fragrantica.com/perfume/Comme-des-Garcons/Odeur-53-395.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.395.avif,perfume-images/395.avif,DOWNLOADED,image/avif
512,403-BAL,CRISTOBAL,397,https://www.fragrantica.com/perfume/Balenciaga/Cristobal-397.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.397.avif,perfume-images/397.avif,DOWNLOADED,image/avif
1136,186-ARM,AMBRE SOIE,405,https://www.fragrantica.com/perfume/Giorgio-Armani/Ambre-Soie-405.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.405.avif,perfume-images/405.avif,DOWNLOADED,image/avif
1138,187-ARM,BOIS D'ENCENS,406,https://www.fragrantica.com/perfume/Giorgio-Armani/Bois-d-Encens-406.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.406.avif,perfume-images/406.avif,DOWNLOADED,image/avif
1139,188-ARM,CUIR AMETHYSTE,408,https://www.fragrantica.com/perfume/Giorgio-Armani/Cuir-Amethyste-408.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.408.avif,perfume-images/408.avif,DOWNLOADED,image/avif
216,1123-ARM,ACQUA DI GIO,410,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gio-410.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.410.avif,perfume-images/410.avif,DOWNLOADED,image/avif
225,1133-ARM,BLACK CODE,412,https://www.fragrantica.com/p/412,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.412.avif,perfume-images/412.avif,DOWNLOADED,image/avif
206,1135-ARM,LUI/IL/HE/EL,416,https://www.fragrantica.com/p/416,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.416.avif,perfume-images/416.avif,DOWNLOADED,image/avif
731,651-ARM,LEI/ELLE/SHE/ELLA,417,https://www.fragrantica.com/p/417,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.417.avif,perfume-images/417.avif,DOWNLOADED,image/avif
207,1137-ARM,WHITE,419,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-White-For-Him-419.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.419.avif,perfume-images/419.avif,DOWNLOADED,image/avif
732,653-ARM,MANIA,423,https://www.fragrantica.com/perfume/Giorgio-Armani/Mania-423.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.423.avif,perfume-images/423.avif,DOWNLOADED,image/avif
223,1131-ARM,Mania,423,https://www.fragrantica.com/perfume/Giorgio-Armani/Mania-423.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.423.avif,perfume-images/423.avif,DOWNLOADED,image/avif
266,1179-GUL,LE MALE,430,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-430.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.430.avif,perfume-images/430.avif,DOWNLOADED,image/avif
264,1176-GUL,GAULT 2,433,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Gaultier-2-433.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.433.avif,perfume-images/433.avif,DOWNLOADED,image/avif
4409,2638-KEN,Jungle le Tigre Kenzo,435,https://www.fragrantica.com/perfume/Kenzo/Kenzo-Jungle-le-Tigre-435.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.435.avif,perfume-images/435.avif,DOWNLOADED,image/avif
850,805-LOL,L DE LOLITA LEMPICKA,455,https://www.fragrantica.com/perfume/Lolita-Lempicka/L-de-Lolita-Lempicka-455.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.455.avif,perfume-images/455.avif,DOWNLOADED,image/avif
852,807-LOL,LOLITA - LOLITA LEMPICKA,456,https://www.fragrantica.com/perfume/Lolita-Lempicka/Lolita-Lempicka-456.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.456.avif,perfume-images/456.avif,DOWNLOADED,image/avif
2099,1205-LOL,au masculin lolita lempicka,458,https://www.fragrantica.com/perfume/Lolita-Lempicka/Lolita-Lempicka-Au-Masculin-458.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.458.avif,perfume-images/458.avif,DOWNLOADED,image/avif
1113,207-CRD,HIMALAYIA,465,https://www.fragrantica.com/perfume/Creed/Himalaya-465.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.465.avif,perfume-images/465.avif,DOWNLOADED,image/avif
2702,1825-CRD,Millesime Imperial,466,https://www.fragrantica.com/perfume/Creed/Millesime-Imperial-466.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.466.avif,perfume-images/466.avif,DOWNLOADED,image/avif
3816,2227-CRD,Tabarome,470,https://www.fragrantica.com/perfume/Creed/Tabarome-470.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.470.avif,perfume-images/470.avif,DOWNLOADED,image/avif
1119,216-CRD,Spring Flower,471,https://www.fragrantica.com/perfume/Creed/Spring-Flower-471.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.471.avif,perfume-images/471.avif,DOWNLOADED,image/avif
