prestashop_product_id,shobi_code,inspired_by,fragrantica_id,fragrantica_url,image_url,local_path,status,detail
3358,1977-SHIS,ginza shiseido,65234,https://www.fragrantica.com/perfume/Shiseido/Ginza-65234.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.65234.avif,perfume-images/65234.avif,DOWNLOADED,image/avif
2427,1693-BYR,MIXED EMOTIONS,65525,https://www.fragrantica.com/perfume/Byredo/Mixed-Emotions-65525.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.65525.avif,perfume-images/65525.avif,DOWNLOADED,image/avif
2677,1804-DRC,TOBACOLOR,65551,https://www.fragrantica.com/perfume/Dior/Tobacolor-65551.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.65551.avif,perfume-images/65551.avif,DOWNLOADED,image/avif
2455,1729-CAR,VERY GOOD GIRL,65560,https://www.fragrantica.com/perfume/Carolina-Herrera/Very-Good-Girl-65560.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.65560.avif,perfume-images/65560.avif,DOWNLOADED,image/avif
3957,2314-CAR,UNDER THE SEA WOMAN,65696,https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Under-The-Sea-65696.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.65696.avif,perfume-images/65696.avif,DOWNLOADED,image/avif
3956,2310-CAR,UNDER THE SEA MAN,65697,https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Men-Under-The-Sea-65697.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.65697.avif,perfume-images/65697.avif,DOWNLOADED,image/avif
2607,1775-DIP,ORPHEON EAU DE PARFUM,65738,https://www.fragrantica.com/perfume/Diptyque/Orpheon-Eau-de-Parfum-65738.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.65738.avif,perfume-images/65738.avif,DOWNLOADED,image/avif
3471,2067-ROJ,POUR FEMME ESSENCE DE PARFUM - ROJA,65869,https://www.fragrantica.com/perfume/Roja-Dove/Risque-Pour-Femme-Essence-De-Parfum-65869.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.65869.avif,perfume-images/65869.avif,DOWNLOADED,image/avif
4774,2711-CLIV,Matsukita Clive Christian,65983,https://www.fragrantica.com/perfume/Clive-Christian/Matsukita-65983.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.65983.avif,perfume-images/65983.avif,DOWNLOADED,image/avif
2439,1704-CAR,212 HEROES,65988,https://www.fragrantica.com/perfume/Carolina-Herrera/212-Heroes-65988.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.65988.avif,perfume-images/65988.avif,DOWNLOADED,image/avif
3632,2175-ESCE,MOLECULE 01 + MANDARIN - ESCENTRIC MOLECULES,66047,https://www.fragrantica.com/p/66047,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.66047.avif,perfume-images/66047.avif,DOWNLOADED,image/avif
3823,2228-ESCE,MOLECULE 01 + IRIS - ESCENTRIC MOLECULES,66048,https://www.fragrantica.com/p/66048,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.66048.avif,perfume-images/66048.avif,DOWNLOADED,image/avif
3824,2229-ESCE,MOLECULE 01 + PATCHOULI - ESCENTRIC MOLECULES,66049,https://www.fragrantica.com/p/66049,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.66049.avif,perfume-images/66049.avif,DOWNLOADED,image/avif
3119,1997-LTN,notes,66060,https://www.fragrantica.com/perfume/Louis-Vuitton/On-The-Beach-66060.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.66060.avif,perfume-images/66060.avif,DOWNLOADED,image/avif
2787,1881-INI,MUSK THERAPY - INITIO PARFUMS,66097,https://www.fragrantica.com/perfume/Initio-Parfums-Prives/Musk-Therapy-66097.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.66097.avif,perfume-images/66097.avif,DOWNLOADED,image/avif
2873,1901-MOS,TOY 2 BUBBLE GUM - MOSCHINO,66098,https://www.fragrantica.com/perfume/Moschino/Toy-2-Bubble-Gum-66098.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.66098.avif,perfume-images/66098.avif,DOWNLOADED,image/avif
2453,1721-BLG,Azaran,66122,https://www.fragrantica.com/perfume/Bvlgari/Azaran-66122.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.66122.avif,perfume-images/66122.avif,DOWNLOADED,image/avif
2426,1695-TMFO,SOLEIL BRULANT,66125,https://www.fragrantica.com/perfume/Tom-Ford/Soleil-Brulant-66125.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.66125.avif,perfume-images/66125.avif,DOWNLOADED,image/avif
638,548-CLI,HAPPY - CLINIQUE,66133,https://www.fragrantica.com/perfume/The-Dua-Brand/Happy-66133.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.66133.avif,perfume-images/66133.avif,DOWNLOADED,image/avif
182,1086-CLI,HAPPY - CLINIQUE,66133,https://www.fragrantica.com/perfume/The-Dua-Brand/Happy-66133.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.66133.avif,perfume-images/66133.avif,DOWNLOADED,image/avif
4847,2750-NISH,Shem Nishane,66277,https://www.fragrantica.com/perfume/Nishane/Shem-66277.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.66277.avif,perfume-images/66277.avif,DOWNLOADED,image/avif
2627,1774-ARM,a TERRA DI GIOIA,66409,https://www.fragrantica.com/perfume/Giorgio-Armani/Terra-di-Gioia-66409.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.66409.avif,perfume-images/66409.avif,DOWNLOADED,image/avif
3507,2091-AMG,Material,66527,https://www.fragrantica.com/perfume/Amouage/Material-66527.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.66527.avif,perfume-images/66527.avif,DOWNLOADED,image/avif
2789,1878-KIL,A KISS FROM A ROSE - KILIAN,66726,https://www.fragrantica.com/perfume/By-Kilian/A-Kiss-from-a-Rose-66726.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.66726.avif,perfume-images/66726.avif,DOWNLOADED,image/avif
3961,2345-DIP,Eau Rihla EDP,66765,https://www.fragrantica.com/perfume/Diptyque/Eau-Rihla-Eau-de-Parfum-66765.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.66765.avif,perfume-images/66765.avif,DOWNLOADED,image/avif
4277,2571-GOLD,Silky Woods Goldfield & Banks Australia,66766,https://www.fragrantica.com/perfume/Goldfield-Banks-Australia/Silky-Woods-66766.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.66766.avif,perfume-images/66766.avif,DOWNLOADED,image/avif
2626,1772-TER,BURDEL - TIZIANA TERENZI,66816,https://www.fragrantica.com/perfume/Tiziana-Terenzi/Burdel-66816.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.66816.avif,perfume-images/66816.avif,DOWNLOADED,image/avif
3725,2196-BYR,Open Sky,66825,https://www.fragrantica.com/perfume/Byredo/Open-Sky-66825.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.66825.avif,perfume-images/66825.avif,DOWNLOADED,image/avif
3375,2014-AZZ,MOST WANTED,66826,https://www.fragrantica.com/perfume/Azzaro/The-Most-Wanted-66826.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.66826.avif,perfume-images/66826.avif,DOWNLOADED,image/avif
4776,2713-KAY,Sweet Diamond Pink Pepper 25 Kayali,67023,https://www.fragrantica.com/perfume/Kayali-Fragrances/Sweet-Diamond-Pink-Pepper-25-67023.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.67023.avif,perfume-images/67023.avif,DOWNLOADED,image/avif
3509,2090-MNT,CRAZY IN LOVE - MONTALE,67108,https://www.fragrantica.com/perfume/Montale/Crazy-In-Love-67108.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.67108.avif,perfume-images/67108.avif,DOWNLOADED,image/avif
4013,2320-LTN,notes,67370,https://www.fragrantica.com/perfume/Louis-Vuitton/Imagination-67370.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.67370.avif,perfume-images/67370.avif,DOWNLOADED,image/avif
4652,2693-SOL,Cheirosa '40 Sol de Janeiro,67527,https://www.fragrantica.com/perfume/Sol-de-Janeiro/Cheirosa-40-67527.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.67527.avif,perfume-images/67527.avif,DOWNLOADED,image/avif
2456,1727-LAN,IDOLE AURA,67578,https://www.fragrantica.com/perfume/Lancome/Idole-Aura-67578.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.67578.avif,perfume-images/67578.avif,DOWNLOADED,image/avif
2458,1730-HER,TWILLY EAU GINGER - HERMES,67667,https://www.fragrantica.com/perfume/Hermes/Twilly-d-Hermes-Eau-Ginger-67667.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.67667.avif,perfume-images/67667.avif,DOWNLOADED,image/avif
3491,2099-MARG,AUTUMN VIBES,67789,https://www.fragrantica.com/perfume/Maison-Martin-Margiela/Autumn-Vibes-67789.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.67789.avif,perfume-images/67789.avif,DOWNLOADED,image/avif
4155,2414-DIP,Ilio,67808,https://www.fragrantica.com/perfume/Diptyque/Ilio-67808.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.67808.avif,perfume-images/67808.avif,DOWNLOADED,image/avif
3807,2233-YZLO,LA NUIT DE L'HOMME BLEU ELECTRIQUE,67997,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/La-Nuit-de-L-Homme-Bleu-Electrique-67997.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.67997.avif,perfume-images/67997.avif,DOWNLOADED,image/avif
2341,1630-GUL,SCANDAL POUR HOMME,68074,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Scandal-Pour-Homme-68074.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68074.avif,perfume-images/68074.avif,DOWNLOADED,image/avif
4417,2632-BDIK,Velvet Tonka BDK Parfums,68119,https://www.fragrantica.com/perfume/BDK-Parfums/Velvet-Tonka-68119.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68119.avif,perfume-images/68119.avif,DOWNLOADED,image/avif
2742,1631-DRC,VANILLA ORAMA,68198,https://www.fragrantica.com/perfume/Dior/Vanilla-Diorama-68198.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68198.avif,perfume-images/68198.avif,DOWNLOADED,image/avif
3622,2154-KAY,UTOPIA VANILLA COCO 21 - KAYALI,68220,https://www.fragrantica.com/perfume/Kayali-Fragrances/Utopia-Vanilla-Coco-21-68220.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68220.avif,perfume-images/68220.avif,DOWNLOADED,image/avif
2440,1703-CAL,DEFY - CALVIN KLEIN,68225,https://www.fragrantica.com/perfume/Calvin-Klein/Defy-68225.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68225.avif,perfume-images/68225.avif,DOWNLOADED,image/avif
2339,1632-PAC,PHANTOM,68226,https://www.fragrantica.com/perfume/Rabanne/Phantom-68226.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68226.avif,perfume-images/68226.avif,DOWNLOADED,image/avif
2451,1719-MEM,CORFU - MEMO PARIS,68292,https://www.fragrantica.com/perfume/Memo-Paris/Corfu-68292.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68292.avif,perfume-images/68292.avif,DOWNLOADED,image/avif
3475,2047-KIL,L'HEURE VERTE - KILIAN,68324,https://www.fragrantica.com/perfume/By-Kilian/L-Heure-Verte-68324.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68324.avif,perfume-images/68324.avif,DOWNLOADED,image/avif
3467,2072-KIL,APPLE BRANDY ON THE ROCKS - KILIAN,68326,https://www.fragrantica.com/perfume/By-Kilian/Apple-Brandy-on-the-Rocks-68326.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68326.avif,perfume-images/68326.avif,DOWNLOADED,image/avif
2383,1651-TMU,ALIEN GODDESS,68354,https://www.fragrantica.com/perfume/Mugler/Alien-Goddess-68354.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68354.avif,perfume-images/68354.avif,DOWNLOADED,image/avif
3588,2141-LTN,notes,68356,https://www.fragrantica.com/perfume/Louis-Vuitton/Stellar-Times-68356.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68356.avif,perfume-images/68356.avif,DOWNLOADED,image/avif
4438,2647-LTN,notes,68357,https://www.fragrantica.com/perfume/Louis-Vuitton/Symphony-68357.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68357.avif,perfume-images/68357.avif,DOWNLOADED,image/avif
4785,2723-LTN,notes,68359,https://www.fragrantica.com/perfume/Louis-Vuitton/Rhapsody-68359.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68359.avif,perfume-images/68359.avif,DOWNLOADED,image/avif
2555,1737-GIV,L INTERDIT ROUGE EDP,68404,https://www.fragrantica.com/perfume/Givenchy/L-Interdit-Eau-de-Parfum-Rouge-68404.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68404.avif,perfume-images/68404.avif,DOWNLOADED,image/avif
2371,,SAUVAGE ELIXIR,68415,https://www.fragrantica.com/perfume/Dior/Sauvage-Elixir-68415.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68415.avif,perfume-images/68415.avif,DOWNLOADED,image/avif
2648,1788-YZLO,BLACK OPIUM EXTREME,68506,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Black-Opium-Extreme-68506.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68506.avif,perfume-images/68506.avif,DOWNLOADED,image/avif
2516,1731-VICT,TEASE CREAM CLOUD - VICTORIA'S SECRET,68550,https://www.fragrantica.com/perfume/Victoria-s-Secret/Tease-Creme-Cloud-68550.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68550.avif,perfume-images/68550.avif,DOWNLOADED,image/avif
2647,1789-GUC,Flora Gorgeous Gardenia EDP,68578,https://www.fragrantica.com/perfume/Gucci/Flora-Gorgeous-Gardenia-68578.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68578.avif,perfume-images/68578.avif,DOWNLOADED,image/avif
2457,1728-ARM,MY WAY INTENSE,68596,https://www.fragrantica.com/perfume/Giorgio-Armani/My-Way-Intense-68596.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68596.avif,perfume-images/68596.avif,DOWNLOADED,image/avif
2518,1732-MIC,SUPER GORGEOUS! - MICHAEL KORS,68626,https://www.fragrantica.com/perfume/Michael-Kors/Super-Gorgeous-68626.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68626.avif,perfume-images/68626.avif,DOWNLOADED,image/avif
2340,1634-BRB,HERO,68627,https://www.fragrantica.com/perfume/Burberry/Hero-68627.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68627.avif,perfume-images/68627.avif,DOWNLOADED,image/avif
811,749-KEN,FLOWER - KENZO,68655,https://www.fragrantica.com/perfume/Ciclo-Cosmeticos/Flower-68655.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68655.avif,perfume-images/68655.avif,DOWNLOADED,image/avif
4284,2557-ARIA,God Is A Woman Ariana Grande,68664,https://www.fragrantica.com/perfume/Ariana-Grande/God-Is-A-Woman-68664.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68664.avif,perfume-images/68664.avif,DOWNLOADED,image/avif
2693,1815-PAC,BLOSSOM ME,68724,https://www.fragrantica.com/perfume/Rabanne/Blossom-Me-68724.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68724.avif,perfume-images/68724.avif,DOWNLOADED,image/avif
2605,1773-PRA,LUNA ROSSA OCEAN - PRADA,68753,https://www.fragrantica.com/perfume/Prada/Luna-Rossa-Ocean-68753.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68753.avif,perfume-images/68753.avif,DOWNLOADED,image/avif
4183,2451-LEL,Cedrat 37 Berlin,68788,https://www.fragrantica.com/perfume/Le-Labo/Cedrat-37-Berlin-68788.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68788.avif,perfume-images/68788.avif,DOWNLOADED,image/avif
2964,1940-FRE,SYNTHETIC JUNGLE,68794,https://www.fragrantica.com/perfume/Frederic-Malle/Synthetic-Jungle-68794.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68794.avif,perfume-images/68794.avif,DOWNLOADED,image/avif
2384,1652-DRC,MISS EAU DE PARFUM 2021,68905,https://www.fragrantica.com/perfume/Dior/Miss-Dior-Eau-de-Parfum-2021-68905.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68905.avif,perfume-images/68905.avif,DOWNLOADED,image/avif
3905,2266-KAY,INVITE ONLY AMBER 23 - KAYALI,68958,https://www.fragrantica.com/perfume/Kayali-Fragrances/Invite-Only-Amber-23-68958.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68958.avif,perfume-images/68958.avif,DOWNLOADED,image/avif
3838,2247-LTN,notes,68960,https://www.fragrantica.com/perfume/Louis-Vuitton/Spell-On-You-68960.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68960.avif,perfume-images/68960.avif,DOWNLOADED,image/avif
2757,1871-PEN,CONSTANTINOPLE,68998,https://www.fragrantica.com/perfume/Penhaligon-s/Constantinople-68998.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.68998.avif,perfume-images/68998.avif,DOWNLOADED,image/avif
2515,1734-TMFO,Ebene Fume,69008,https://www.fragrantica.com/perfume/Tom-Ford/Ebene-Fume-69008.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.69008.avif,perfume-images/69008.avif,DOWNLOADED,image/avif
4526,2673-ARB,Al Fareed Arabian Oud,69012,https://www.fragrantica.com/perfume/Arabian-Oud/Al-Fareed-69012.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.69012.avif,perfume-images/69012.avif,DOWNLOADED,image/avif
2637,1782-DIP,KYOTO,69014,https://www.fragrantica.com/perfume/Diptyque/Kyoto-69014.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.69014.avif,perfume-images/69014.avif,DOWNLOADED,image/avif
4784,2722-CRIVEL,Hibiscus Mahajad Maison Crivelli,69069,https://www.fragrantica.com/perfume/Maison-Crivelli/Hibiscus-Mahajad-69069.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.69069.avif,perfume-images/69069.avif,DOWNLOADED,image/avif
2680,1806-PARF,ORIANA - PARFUMS DE MARLY,69117,https://www.fragrantica.com/perfume/Parfums-de-Marly/Oriana-69117.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.69117.avif,perfume-images/69117.avif,DOWNLOADED,image/avif
2788,1877-INI,OUD FOR HAPPINESS - INITIO PARFUMS,69224,https://www.fragrantica.com/perfume/Initio-Parfums-Prives/Oud-for-Happiness-69224.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.69224.avif,perfume-images/69224.avif,DOWNLOADED,image/avif
5018,2777-GUR,Herbes Troublantes,69275,https://www.fragrantica.com/perfume/Guerlain/Herbes-Troublantes-69275.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.69275.avif,perfume-images/69275.avif,DOWNLOADED,image/avif
3107,1941-ARIA,CLOUD INTENSE - ARIANA GRANDE,69296,https://www.fragrantica.com/perfume/Ariana-Grande/Cloud-Intense-69296.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.69296.avif,perfume-images/69296.avif,DOWNLOADED,image/avif
4262,2485-ETLR,The Ghost In The Shell Etat Libre d'Orange,69412,https://www.fragrantica.com/perfume/Etat-Libre-d-Orange/The-Ghost-In-The-Shell-69412.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.69412.avif,perfume-images/69412.avif,DOWNLOADED,image/avif
3822,2223-AMG,Reflection 45 Man,69488,https://www.fragrantica.com/perfume/Amouage/Reflection-45-Man-69488.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.69488.avif,perfume-images/69488.avif,DOWNLOADED,image/avif
2874,1904-ARM,A MILANO,69489,https://www.fragrantica.com/perfume/Giorgio-Armani/A-Milano-69489.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.69489.avif,perfume-images/69489.avif,DOWNLOADED,image/avif
4105,2334-ROJ,2334 roj ν,69553,https://www.fragrantica.com/p/69553,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.69553.avif,perfume-images/69553.avif,DOWNLOADED,image/avif
3810,2212-AMG,Epic 56 Woman,69700,https://www.fragrantica.com/perfume/Amouage/Epic-56-Woman-69700.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.69700.avif,perfume-images/69700.avif,DOWNLOADED,image/avif
3593,2150-LEL,THE MATCHA 26 - LE LABO,69731,https://www.fragrantica.com/perfume/Le-Labo/The-Matcha-26-69731.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.69731.avif,perfume-images/69731.avif,DOWNLOADED,image/avif
3672,2178-MON,pour homme moncler,69818,https://www.fragrantica.com/p/69818,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.69818.avif,perfume-images/69818.avif,DOWNLOADED,image/avif
3827,2234-MON,moncler pour femme,69819,https://www.fragrantica.com/p/69819,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.69819.avif,perfume-images/69819.avif,DOWNLOADED,image/avif
2506,1733-BYR,MUMBAI NOISE,69858,https://www.fragrantica.com/perfume/Byredo/Mumbai-Noise-69858.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.69858.avif,perfume-images/69858.avif,DOWNLOADED,image/avif
4260,2542-FUR,Autentica Furla for women,69941,https://www.fragrantica.com/p/69941,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.69941.avif,perfume-images/69941.avif,DOWNLOADED,image/avif
2974,1937-BIL,Eilish Billie Eilish,70052,https://www.fragrantica.com/perfume/Billie-Eilish/Eilish-70052.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.70052.avif,perfume-images/70052.avif,DOWNLOADED,image/avif
2876,1902-CRD,Wind Flowers,70182,https://www.fragrantica.com/perfume/Creed/Wind-Flowers-70182.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.70182.avif,perfume-images/70182.avif,DOWNLOADED,image/avif
4832,2733-LES,Blanche Bete Les Liquides Imaginaires,70189,https://www.fragrantica.com/perfume/Les-Liquides-Imaginaires/Blanche-Bete-70189.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.70189.avif,perfume-images/70189.avif,DOWNLOADED,image/avif
2801,1896-ESC,CHERRY IN JAPAN - ESCADA,70279,https://www.fragrantica.com/perfume/Escada/Cherry-In-Japan-70279.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.70279.avif,perfume-images/70279.avif,DOWNLOADED,image/avif
2646,1786-COUR,slogan courreges arwma,70283,https://www.fragrantica.com/perfume/Courreges/Slogan-70283.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.70283.avif,perfume-images/70283.avif,DOWNLOADED,image/avif
2943,1870-ARDAL,ameerat al ehsaas ard al zaafaran dupe,70365,https://www.fragrantica.com/perfume/Ard-Al-Zaafaran/Ameerat-Al-Ehsaas-70365.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.70365.avif,perfume-images/70365.avif,DOWNLOADED,image/avif
2884,1909-XER,TORINO 21,70424,https://www.fragrantica.com/perfume/Xerjoff/Torino21-70424.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.70424.avif,perfume-images/70424.avif,DOWNLOADED,image/avif
3596,2148-BAT,PURE WONDER - BATH & BODY WORKS,70500,https://www.fragrantica.com/perfume/Bath-Body-Works/Pure-Wonder-70500.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.70500.avif,perfume-images/70500.avif,DOWNLOADED,image/avif
3441,2020-VICT,VELVET PETALS SUNKISSED - VICTORIA'S SECRET,70512,https://www.fragrantica.com/perfume/Victoria-s-Secret/Velvet-Petals-Sunkissed-70512.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.70512.avif,perfume-images/70512.avif,DOWNLOADED,image/avif
4637,2684-CLIV,Jump Up And Kiss Me Hedonistic (2021) Clive Christian,70767,https://www.fragrantica.com/perfume/Clive-Christian/Jump-Up-And-Kiss-Me-Hedonistic-2021-70767.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.70767.avif,perfume-images/70767.avif,DOWNLOADED,image/avif
2967,1935-PARF,HALTANE - PARFUMS DE MARLY,70776,https://www.fragrantica.com/perfume/Parfums-de-Marly/Haltane-70776.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.70776.avif,perfume-images/70776.avif,DOWNLOADED,image/avif
2883,1908-XER,TONY IOMMI MONKEY SPECIAL,70789,https://www.fragrantica.com/perfume/Xerjoff/Tony-Iommi-Monkey-Special-70789.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.70789.avif,perfume-images/70789.avif,DOWNLOADED,image/avif
3353,1972-KAY,EDEN JUICY APPLE 01 EDP - KAYALI,70875,https://www.fragrantica.com/perfume/Kayali-Fragrances/Eden-Juicy-Apple-01-Eau-De-Parfum-70875.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.70875.avif,perfume-images/70875.avif,DOWNLOADED,image/avif
3830,2237-VER,GINGEMBRE PETILLANT,70884,https://www.fragrantica.com/perfume/Versace/Gingembre-Petillant-70884.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.70884.avif,perfume-images/70884.avif,DOWNLOADED,image/avif
4098,2362-VER,IRIS D'ELITE,70885,https://www.fragrantica.com/perfume/Versace/Iris-d-Elite-70885.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.70885.avif,perfume-images/70885.avif,DOWNLOADED,image/avif
4251,2481-MARG,When the Rain Stops,70985,https://www.fragrantica.com/perfume/Maison-Martin-Margiela/When-the-Rain-Stops-70985.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.70985.avif,perfume-images/70985.avif,DOWNLOADED,image/avif
2879,1900-AMG,Orris Wakan,71109,https://www.fragrantica.com/perfume/Amouage/Orris-Wakan-71109.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.71109.avif,perfume-images/71109.avif,DOWNLOADED,image/avif
2966,1936-AMG,Vanilla Barka,71111,https://www.fragrantica.com/perfume/Amouage/Vanilla-Barka-71111.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.71111.avif,perfume-images/71111.avif,DOWNLOADED,image/avif
2880,1905-AMG,Saffron Hamra,71113,https://www.fragrantica.com/perfume/Amouage/Saffron-Hamra-71113.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.71113.avif,perfume-images/71113.avif,DOWNLOADED,image/avif
2872,1932-YZLO,BLACK OPIUM ILLICIT GREEN,71193,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Black-Opium-Illicit-Green-71193.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.71193.avif,perfume-images/71193.avif,DOWNLOADED,image/avif
3891,2259-GIV,GENTLEMAN RESERVE EAU DE PARFUM PRIVE,71272,https://www.fragrantica.com/p/71272,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.71272.avif,perfume-images/71272.avif,DOWNLOADED,image/avif
3730,2198-MNT,WOOD ON FIRE - MONTALE Inspired Perfume,71301,https://www.fragrantica.com/p/71301,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.71301.avif,perfume-images/71301.avif,DOWNLOADED,image/avif
