prestashop_product_id,shobi_code,fragrantica_id,gender,gender_source,gender_ocr_text,winter,spring,summer,fall,main_season,season_confidence,season_margin,local_path
152,1054-CAR,1054,,OCR_UNRESOLVED,sexy men carolina herrera pepeeeey ee formen main accords vanilla a sexy men carolina herrera formen main accords vanilla a,0.4185,0.1771,0.1074,0.3875,winter,MEDIUM,0.0311,fragrantica-scraper-archive/social-cards/images/152_1054-CAR_1054.jpeg
141,1041-BLG,143,,OCR_UNRESOLVED,bvigar pour homme bvlgari cheater sd formen main accords oy er aun oe ab bvigari pour homme bvlgari pa eee as formen main accords,0.1259,0.3985,0.3593,0.2214,spring,MEDIUM,0.0393,fragrantica-scraper-archive/social-cards/images/141_1041-BLG_143.jpeg
135,1034-BLG,153,,OCR_UNRESOLVED,aqva pour homme bvlgari oe formen main accords lar citrus a oe aqva pour homme bvlgari tee reat formen main accords citrus a,0.1259,0.3542,0.5630,0.1587,summer,HIGH,0.2087,fragrantica-scraper-archive/social-cards/images/135_1034-BLG_153.jpeg
134,1033-BRB,815,,OCR_UNRESOLVED,touch tor men burberry cea formen w main accords louch tor men burberry formen main accords oo,0.1963,0.3542,0.2741,0.3063,spring,MEDIUM,0.0480,fragrantica-scraper-archive/social-cards/images/134_1033-BRB_815.jpeg
121,1020-AZZ,38686,,OCR_UNRESOLVED,wanted azzaro eee formen c main accords ss dr ee e a de e wanted azzaro gat fa formen e main accords f sy oo u,0.2222,0.3210,0.2741,0.3616,fall,MEDIUM,0.0406,fragrantica-scraper-archive/social-cards/images/121_1020-AZZ_38686.jpeg
120,1019-AZZ,43131,,OCR_UNRESOLVED,aces chrome pure es azzaro eeaee ray formen main accords nn citrus fs chrome pure azzaro oye formen main accords citrus in fs,0.1259,0.3875,0.3926,0.2140,TIE,TIE,0.0051,fragrantica-scraper-archive/social-cards/images/120_1019-AZZ_43131.jpeg
119,1018-AZZ,2959,,OCR_UNRESOLVED,pata tts chrome legend pe el azzaro eee formen main accords crt ll chrome legend azzaro formen main accords,0.1259,0.4133,0.4963,0.1255,summer,MEDIUM,0.0830,fragrantica-scraper-archive/social-cards/images/119_1018-AZZ_2959.jpeg
117,1015-AZZ,13965,,OCR_UNRESOLVED,azzaro pour homme night lime main accords shed me azzaro pour homme night lime azzaro bia sage ane ae formen main accords,0.3370,0.3653,0.1222,0.3875,fall,MEDIUM,0.0221,fragrantica-scraper-archive/social-cards/images/117_1015-AZZ_13965.jpeg
113,1011-ARA,27572,,OCR_UNRESOLVED,adventurer aramis be ae formen i main accords rl yt adventurer aramis formen main accords yt es,0.1259,0.3875,0.4037,0.2103,TIE,TIE,0.0162,fragrantica-scraper-archive/social-cards/images/113_1011-ARA_27572.jpeg
112,1010-ACQ,9829,,OCR_UNRESOLVED,ekssenza di colonia acqua di parma es formen main accords citrus ee ae ae h ssenza di colonia oh acqua di parma oe a formen main accords citrus ee,0.1259,0.3875,0.4704,0.1771,summer,MEDIUM,0.0829,fragrantica-scraper-archive/social-cards/images/112_1010-ACQ_9829.jpeg
108,1005-ACQ,1684,,OCR_UNRESOLVED,colonia intensa acqua di parma sae formen main accords citrus yt erik colonia intensa acqua di parma es formen main accords citrus yt,0.1259,0.3875,0.3926,0.2214,TIE,TIE,0.0051,fragrantica-scraper-archive/social-cards/images/108_1005-ACQ_1684.jpeg
