prestashop_product_id,shobi_code,fragrantica_id,gender,gender_source,gender_ocr_text,winter,spring,summer,fall,main_season,season_confidence,season_margin,local_path,actual_longest,actual_longest_value,runner_up,runner_up_value,actual_margin
5110,2842-KYLJ,117345,female,SOCIAL_CARD_OCR,vanilla dew oo sone es kylie cosmetics re cl for women main accords vanilla vanilla dew kylie cosmetics for women main accords vanilla,0.3370,0.3432,0.2741,0.2878,TIE,TIE,0.0061,fragrantica-scraper-archive/social-cards/images/5110_2842-KYLJ_117345.jpeg,spring,0.3432,winter,0.3370,0.0062
5109,2841-KYLJ,117347,female,SOCIAL_CARD_OCR,sweet e clalr kylie cosmetics bereta for women main accords vanilla fs ra sweet eclair kylie cosmetics for women main accords vanilla,0.3370,0.3653,0.1593,0.3616,TIE,TIE,0.0037,fragrantica-scraper-archive/social-cards/images/5109_2841-KYLJ_117347.jpeg,spring,0.3653,fall,0.3616,0.0037
5108,2840-KYLJ,117346,female,SOCIAL_CARD_OCR,caramel cloud kylie cosmetics pees ees for women a main accords fy caramel cloud kylie cosmetics for women main accords sea,0.5074,0.1218,0.1074,0.5018,TIE,TIE,0.0056,fragrantica-scraper-archive/social-cards/images/5108_2840-KYLJ_117346.jpeg,winter,0.5074,fall,0.5018,0.0056
5102,2834-AMG,116626,unisex,SOCIAL_CARD_OCR,pias amouage eee for women and men main accords fs ad sindbad sa nt amouage ay ee ogee ol for women and men main accords fs,0.3741,0.2362,0.1074,0.3764,TIE,TIE,0.0023,fragrantica-scraper-archive/social-cards/images/5102_2834-AMG_116626.jpeg,fall,0.3764,winter,0.3741,0.0023
5101,2833-AMG,62859,unisex,SOCIAL_CARD_OCR,meander bernat amouage oe ity palaedis feage for women and men geese main accords woody tah ett meander i ag amouage ote for women and men main accords,0.2185,0.3210,0.2074,0.3247,TIE,TIE,0.0037,fragrantica-scraper-archive/social-cards/images/5101_2833-AMG_62859.jpeg,fall,0.3247,spring,0.3210,0.0037
5098,2831-GISS,126288,unisex,SOCIAL_CARD_OCR,martinique osmanthus gissah ar ae om for women and men main accords au gissah martinique osmanthus al a ayo for women and men main accords,0.1296,0.3653,0.3481,0.2878,TIE,TIE,0.0172,fragrantica-scraper-archive/social-cards/images/5098_2831-GISS_126288.jpeg,spring,0.3653,summer,0.3481,0.0172
5090,2823-KAY,127453,female,SOCIAL_CARD_OCR,hk den plusn pear kau de partum ae kayali fragrances ee for women s main accords voy white floral fn rkden fiusn pear kau de partum kayali fragrances for women s main accords craig white floral fn,0.1259,0.4908,0.4852,0.1439,TIE,TIE,0.0056,fragrantica-scraper-archive/social-cards/images/5090_2823-KAY_127453.jpeg,spring,0.4908,summer,0.4852,0.0056
5084,2817-INI,93090,unisex,SOCIAL_CARD_OCR,oud tor greatness neo initio parfums prives sane for women and men main accords ee eee oud tor greatness neo initio parfums prives or ae for women and men main accords,0.3556,0.3653,0.1222,0.3616,TIE,TIE,0.0037,fragrantica-scraper-archive/social-cards/images/5084_2817-INI_93090.jpeg,spring,0.3653,fall,0.3616,0.0037
5082,2815-DOL,489,female,SOCIAL_CARD_OCR,fe he el by g ene dolce gabbana pee for women py a main accords if f i i ils py t i tae powdery ro ty tt b okey ie dolce gabbana er ae ret ol for women i main accords i i powdery,0.3593,0.2362,0.1370,0.3764,TIE,TIE,0.0171,fragrantica-scraper-archive/social-cards/images/5082_2815-DOL_489.jpeg,fall,0.3764,winter,0.3593,0.0171
5075,2808-LES,103914,unisex,SOCIAL_CARD_OCR,roasted langerine les liquides imaginaires ae for women and men main accords i i citrus e ee he roasted langerine les liquides imaginaires obes for women and men it main accords citrus ee,0.1296,0.3653,0.3593,0.2878,TIE,TIE,0.0061,fragrantica-scraper-archive/social-cards/images/5075_2808-LES_103914.jpeg,spring,0.3653,summer,0.3593,0.0060
5073,2806-PHL,119441,unisex,SOCIAL_CARD_OCR,ayn ee mere phlur ae for women and men main accords woody ce ee ig bee an ec aiterglow phlur for women and men main accords,0.3370,0.3653,0.2741,0.3616,TIE,TIE,0.0037,fragrantica-scraper-archive/social-cards/images/5073_2806-PHL_119441.jpeg,spring,0.3653,fall,0.3616,0.0037
5065,2798-NICO,91006,unisex,SOCIAL_CARD_OCR,macaron bourpon nicolai parfumeur createur seit for women and men main accords macaron bourbon nicolai parfumeur createur for women and men main accords ll a,0.3741,0.3653,0.1074,0.3875,TIE,TIE,0.0134,fragrantica-scraper-archive/social-cards/images/5065_2798-NICO_91006.jpeg,fall,0.3875,winter,0.3741,0.0134
5064,2795-AMG,87958,male,SOCIAL_CARD_OCR,wat ete epee jubilation man amouage ee ieans for men p main accords jubilation man amouage opti formen main accords a,0.3741,0.3653,0.1074,0.3875,TIE,TIE,0.0134,fragrantica-scraper-archive/social-cards/images/5064_2795-AMG_87958.jpeg,fall,0.3875,winter,0.3741,0.0134
5059,2790-KIL,96096,unisex,SOCIAL_CARD_OCR,sete ta olid fashioned atone by kilian sats for women and men ie e ae a main accords ww sn hr ey ed bf al seat riv ne hy yw i if yf fs we rh it y siz oooo old fashioned by kilian for women and men sa ie sse main accords ia i wa cee pees v ss tah ca i bs bsc oul it we of air iw,0.4593,0.1439,0.1074,0.4649,TIE,TIE,0.0057,fragrantica-scraper-archive/social-cards/images/5059_2790-KIL_96096.jpeg,fall,0.4649,winter,0.4593,0.0056
5056,2788-MIN,88867,unisex,SOCIAL_CARD_OCR,french detense a mind games looe for women and men main accords es pt aes french detense mind games af te for women and men main accords cherry,0.3741,0.3653,0.1074,0.3875,TIE,TIE,0.0134,fragrantica-scraper-archive/social-cards/images/5056_2788-MIN_88867.jpeg,fall,0.3875,winter,0.3741,0.0134
5053,2785-VAL,101384,female,SOCIAL_CARD_OCR,born in roma extradose donna valentino eee for women main accords vanilla born in roma extradose donna valentino ope can for women main accords vanilla ee,0.3556,0.2435,0.1593,0.3616,TIE,TIE,0.0061,fragrantica-scraper-archive/social-cards/images/5053_2785-VAL_101384.jpeg,fall,0.3616,winter,0.3556,0.0060
5050,2782-AJMA,102549,unisex,SOCIAL_CARD_OCR,musk suk supreme ajmal eas for women and men main accords musky musk silk supreme meee sango ajmal for women and men oy main accords musky,0.3370,0.3653,0.3481,0.2103,TIE,TIE,0.0172,fragrantica-scraper-archive/social-cards/images/5050_2782-AJMA_102549.jpeg,spring,0.3653,summer,0.3481,0.0172
5020,2780-LAT,96768,unisex,SOCIAL_CARD_OCR,ee ge lepte cogct f lattafa perfumes oe for women and men main accords vanilla fs angham ae lattafa perfumes for women and men main accords vanilla fs,0.3370,0.3653,0.1815,0.3616,TIE,TIE,0.0037,fragrantica-scraper-archive/social-cards/images/5020_2780-LAT_96768.jpeg,spring,0.3653,fall,0.3616,0.0037
5016,2775-BOT,55301,male,SOCIAL_CARD_OCR,iiiusione tor him bottega veneta sora ae for men main accords lilusione tor him bottega veneta for men main accords,0.1259,0.3764,0.3815,0.2325,TIE,TIE,0.0051,fragrantica-scraper-archive/social-cards/images/5016_2775-BOT_55301.jpeg,summer,0.3815,spring,0.3764,0.0051
5011,2772-DOL,62311,,OCR_UNRESOLVED,k dy d olce g dolce appan j fornien gabbana a hau ae partum wat oy et eae yao oat accords eee k dy voice gabbdana kau de paritum dolce gabbana ae formen visor main accords ff ps ee hie ene ls hy ee,0.1259,0.3432,0.3481,0.3616,TIE,TIE,0.0135,fragrantica-scraper-archive/social-cards/images/5011_2772-DOL_62311.jpeg,fall,0.3616,summer,0.3481,0.0135
5003,2744-NISH,116224,unisex,SOCIAL_CARD_OCR,meant lo be seen oe nishane sees for women and men main accords fy hog a meant fo be seen fs ee nishane for women and men main accords powdery fy,0.3370,0.3210,0.2741,0.3063,TIE,TIE,0.0160,fragrantica-scraper-archive/social-cards/images/5003_2744-NISH_116224.jpeg,winter,0.3370,spring,0.3210,0.0160
4995,2768-LAN,109311,female,SOCIAL_CARD_OCR,la vie est belle vanille nude lancome peg for women main accords la vie est belle vanilie nude sea eons thea ean for women lancome on main accords ra vanilla,0.3370,0.3653,0.1593,0.3616,TIE,TIE,0.0037,fragrantica-scraper-archive/social-cards/images/4995_2768-LAN_109311.jpeg,spring,0.3653,fall,0.3616,0.0037
4993,2766-PARF,116243,unisex,SOCIAL_CARD_OCR,kragon parfums de marly eee for women and men a main accords kragon parfums de marly for women and men main accords i,0.4185,0.1882,0.1074,0.3985,TIE,TIE,0.0200,fragrantica-scraper-archive/social-cards/images/4993_2766-PARF_116243.jpeg,winter,0.4185,fall,0.3985,0.0200
4966,2760-LAT,117615,female,SOCIAL_CARD_OCR,yara khxir lattafa perfumes recat for women main accords vanilla ft yara bklxir lattafa perfumes for women main accords vanilla ft,0.3074,0.2989,0.1704,0.2989,TIE,TIE,0.0085,fragrantica-scraper-archive/social-cards/images/4966_2760-LAT_117615.jpeg,winter,0.3074,spring,0.2989,0.0085
4965,2757-LAT,114400,female,SOCIAL_CARD_OCR,vanilla kkreak lattafa perfumes sana for women main accords vanilla kreak ph lattafa perfumes ols for women main accords v,0.3741,0.2362,0.1074,0.3764,TIE,TIE,0.0023,fragrantica-scraper-archive/social-cards/images/4965_2757-LAT_114400.jpeg,fall,0.3764,winter,0.3741,0.0023
4840,2741-ROJ,97481,unisex,SOCIAL_CARD_OCR,lost in paris roja dove aint for women and men as main accords hb j musky ts lost in paris roja dove eh aiea for women and men main accords a musky ts,0.3556,0.3653,0.1704,0.3616,TIE,TIE,0.0037,fragrantica-scraper-archive/social-cards/images/4840_2741-ROJ_97481.jpeg,spring,0.3653,fall,0.3616,0.0037
4835,2736-NAV,88834,unisex,SOCIAL_CARD_OCR,reseieeem cet lostin a dream navitus parfums ae for women and men lk main accords lostin a dream navitus parfums for women and men main accords,0.3741,0.2362,0.1074,0.3764,TIE,TIE,0.0023,fragrantica-scraper-archive/social-cards/images/4835_2736-NAV_88834.jpeg,fall,0.3764,winter,0.3741,0.0023
4832,2733-LES,70189,unisex,SOCIAL_CARD_OCR,fes ost bel eenate blanche bete ee les liquides imaginaires sear for women and men main accords vanilla fat blanche bete les liquides imaginaires for women and men main accords vanilla,0.3370,0.3653,0.1593,0.3616,TIE,TIE,0.0037,fragrantica-scraper-archive/social-cards/images/4832_2733-LES_70189.jpeg,spring,0.3653,fall,0.3616,0.0037
4822,215-CRD,472,unisex,SOCIAL_CARD_OCR,sliver mountain water oe eeeae creed heese for women and men rw main accords citrus fs siiver mountain water creed wee for women and men main accords citrus fs,0.1259,0.4244,0.4407,0.1328,TIE,TIE,0.0164,fragrantica-scraper-archive/social-cards/images/4822_215-CRD_472.jpeg,summer,0.4407,spring,0.4244,0.0163
4786,2724-GUR,26132,female,SOCIAL_CARD_OCR,shalimar soutile de partum guerlain sean for women main accords citrus shalimar soutite de partum oe for women guerlain main accords citrus a,0.3370,0.3653,0.2741,0.3616,TIE,TIE,0.0037,fragrantica-scraper-archive/social-cards/images/4786_2724-GUR_26132.jpeg,spring,0.3653,fall,0.3616,0.0037
4781,2719-FRAG,61946,unisex,SOCIAL_CARD_OCR,new york th avenue fragrance du bois ae for women and men main accords fs new york th avenue fragrance du bois for women and men main accords woody,0.3815,0.2103,0.1074,0.3985,TIE,TIE,0.0170,fragrantica-scraper-archive/social-cards/images/4781_2719-FRAG_61946.jpeg,fall,0.3985,winter,0.3815,0.0170
4778,2716-ORT,24191,unisex,SOCIAL_CARD_OCR,iar eer ese bergamask orto parisi sena for women and men main accords citrus bergamask orto parisi for women and men main accords citrus,0.1259,0.3653,0.3815,0.2214,TIE,TIE,0.0162,fragrantica-scraper-archive/social-cards/images/4778_2716-ORT_24191.jpeg,summer,0.3815,spring,0.3653,0.0162
4775,2712-TMFO,111206,unisex,SOCIAL_CARD_OCR,oud voyager oe tom ford lite for women and men main accords warm spicy oy oud voyager coe tom ford ee sane ine for women and men main accords,0.3963,0.2325,0.1074,0.3838,TIE,TIE,0.0125,fragrantica-scraper-archive/social-cards/images/4775_2712-TMFO_111206.jpeg,winter,0.3963,fall,0.3838,0.0125
4774,2711-CLIV,65983,unisex,SOCIAL_CARD_OCR,cabs matsukita ae et oars clive christian eae for women and men ee main accords al al nn rear fe matsukita fe clive christian yeaa for women and men oe main accords pe i at so nn,0.2444,0.2989,0.2741,0.3063,TIE,TIE,0.0074,fragrantica-scraper-archive/social-cards/images/4774_2711-CLIV_65983.jpeg,fall,0.3063,spring,0.2989,0.0074
4772,2708-BORN,102808,unisex,SOCIAL_CARD_OCR,black mango borntostandout sete for women and men main accords oo al black mango borntostandout rete f for women and men main accords,0.3074,0.2620,0.1926,0.3100,TIE,TIE,0.0026,fragrantica-scraper-archive/social-cards/images/4772_2708-BORN_102808.jpeg,fall,0.3100,winter,0.3074,0.0026
4750,2666-CELI,57925,unisex,SOCIAL_CARD_OCR,saha en black tle celine beene for women and men main accords powdery black lle on celine at a eroe os acl for women and men main accords powdery,0.3741,0.2362,0.1074,0.3875,TIE,TIE,0.0134,fragrantica-scraper-archive/social-cards/images/4750_2666-CELI_57925.jpeg,fall,0.3875,winter,0.3741,0.0134
4749,2665-KAJ,102994,unisex,SOCIAL_CARD_OCR,oe kajal jae eeaete for women and men ag edi main accords ie ic ai ath om rudyy ose toh kajal for women and men main accords sr eee,0.1963,0.2989,0.2852,0.3137,TIE,TIE,0.0148,fragrantica-scraper-archive/social-cards/images/4749_2665-KAJ_102994.jpeg,fall,0.3137,spring,0.2989,0.0148
4748,2664-CHA,104610,female,SOCIAL_CARD_OCR,chance kau splendide chanel cone for women main accords chance kau splendide chanel for women mies main accords,0.1259,0.4797,0.4704,0.1439,TIE,TIE,0.0093,fragrantica-scraper-archive/social-cards/images/4748_2664-CHA_104610.jpeg,spring,0.4797,summer,0.4704,0.0093
4670,2688-KAY,83208,female,SOCIAL_CARD_OCR,the wedding silk santal kayali fragrances ee for women main accords p the wedding suk santal for women kayali fragrances main accords p,0.2444,0.3653,0.2741,0.3616,TIE,TIE,0.0037,fragrantica-scraper-archive/social-cards/images/4670_2688-KAY_83208.jpeg,spring,0.3653,fall,0.3616,0.0037
4650,2700-BLG,102120,unisex,SOCIAL_CARD_OCR,amunae bvlgari rreeee for women and men main accords musky els ee amunae fs fee bvlgari for women and men main accords musky,0.1296,0.3875,0.3778,0.2214,TIE,TIE,0.0097,fragrantica-scraper-archive/social-cards/images/4650_2700-BLG_102120.jpeg,spring,0.3875,summer,0.3778,0.0097
4639,2686-GIV,90200,female,SOCIAL_CARD_OCR,l interdit lubereuse noire givenchy eins for women l ri main accords a white floral t l interdit ftubereuse noire bade for women givenchy main accords ile white floral,0.3519,0.2768,0.1074,0.3616,TIE,TIE,0.0098,fragrantica-scraper-archive/social-cards/images/4639_2686-GIV_90200.jpeg,fall,0.3616,winter,0.3519,0.0097
4579,2679-CAR,105931,female,SOCIAL_CARD_OCR,la bomba ed carolina herrera pusher a tan for women tv a t a la bompba a ot carolina herrera ob for women main accords eo,0.1370,0.3653,0.3815,0.1882,TIE,TIE,0.0162,fragrantica-scraper-archive/social-cards/images/4579_2679-CAR_105931.jpeg,summer,0.3815,spring,0.3653,0.0162
4525,2672-MEM,99240,unisex,SOCIAL_CARD_OCR,a d d n d poe nad ed memo paris leal for women and men main accords ae i ee abu dhabi tee ices ons rt memo paris for women and men main accords ee,0.4111,0.1771,0.1111,0.3985,TIE,TIE,0.0126,fragrantica-scraper-archive/social-cards/images/4525_2672-MEM_99240.jpeg,winter,0.4111,fall,0.3985,0.0126
4522,2659-MNT,53675,unisex,SOCIAL_CARD_OCR,sensual instinct montale beata for women and men e main accords x sa f a fhe wr ee sensual instinct montale for women and men main accords a,0.3741,0.2362,0.1111,0.3875,TIE,TIE,0.0134,fragrantica-scraper-archive/social-cards/images/4522_2659-MNT_53675.jpeg,fall,0.3875,winter,0.3741,0.0134
4489,2645-LTN,104087,female,SOCIAL_CARD_OCR,elves oe louis vuitton et ate ae for women main accords oe ie fy elves louis vuitton at for women main accords se,0.1963,0.3653,0.3481,0.2878,TIE,TIE,0.0172,fragrantica-scraper-archive/social-cards/images/4489_2645-LTN_104087.jpeg,spring,0.3653,summer,0.3481,0.0172
4486,2458-LTN,93785,,OCR_UNRESOLVED,hoare wh a pega ers lv lovers oe ee pala pose ae j j teat parad louis vuitton se formen main accords woody a ar lv lovers tes ae louis vuitton formen main accords ee,0.2444,0.3653,0.3481,0.2878,TIE,TIE,0.0172,fragrantica-scraper-archive/social-cards/images/4486_2458-LTN_93785.jpeg,spring,0.3653,summer,0.3481,0.0172
4484,2648-FUGA,95955,unisex,SOCIAL_CARD_OCR,vanilla haze ae pee fugazzi bo aati for women and men main accords vanilla ee vanilla haze atl cee aan erat ts fugazzzli for women and men main accords vanilla ee,0.4111,0.1771,0.1074,0.3985,TIE,TIE,0.0126,fragrantica-scraper-archive/social-cards/images/4484_2648-FUGA_95955.jpeg,winter,0.4111,fall,0.3985,0.0126
4479,2622-PHL,87258,unisex,SOCIAL_CARD_OCR,sh meg tate phlur cree for women and men main accords vanilla fy re ane ak vanilla skin cd reat ro phlur for women and men main accords vanilla fy,0.3815,0.1661,0.1370,0.3985,TIE,TIE,0.0170,fragrantica-scraper-archive/social-cards/images/4479_2622-PHL_87258.jpeg,fall,0.3985,winter,0.3815,0.0170
4478,2621-CHAR,92086,unisex,SOCIAL_CARD_OCR,ve se ete ee charlotte tilbury a for women and men main accords more sex au ey charlotte tilbury ais ot for women and men main accords,0.4778,0.1218,0.1074,0.4797,TIE,TIE,0.0019,fragrantica-scraper-archive/social-cards/images/4478_2621-CHAR_92086.jpeg,fall,0.4797,winter,0.4778,0.0019
4444,2649-BORN,97132,unisex,SOCIAL_CARD_OCR,naked laundry oo borntostandout emer for women and men main accords aldehydic fs i naked laundry ha borntostandout eee for women and men main accords aldehydic fs,0.3370,0.3432,0.2741,0.3616,TIE,TIE,0.0185,fragrantica-scraper-archive/social-cards/images/4444_2649-BORN_97132.jpeg,fall,0.3616,spring,0.3432,0.0184
4443,2620-CHAR,92088,unisex,SOCIAL_CARD_OCR,cosmic power charlotte tilbury pe for women and men main accords sn cosmic power charlotte tilbury for women and men main accords sn,0.4778,0.1218,0.1074,0.4649,TIE,TIE,0.0128,fragrantica-scraper-archive/social-cards/images/4443_2620-CHAR_92088.jpeg,winter,0.4778,fall,0.4649,0.0129
4435,2614-AMG,94033,unisex,SOCIAL_CARD_OCR,saas guidance amouage ee for women and men yy an main accords tn guidance amouage for women and men main accords tn el a,0.3370,0.3653,0.1704,0.3616,TIE,TIE,0.0037,fragrantica-scraper-archive/social-cards/images/4435_2614-AMG_94033.jpeg,spring,0.3653,fall,0.3616,0.0037
4434,2624-BLG,64736,female,SOCIAL_CARD_OCR,rock n home ee bvlgari eacatre for women wisin main accords el rock n rome of bvlgari at for women main accords il,0.1815,0.3653,0.2741,0.3764,TIE,TIE,0.0111,fragrantica-scraper-archive/social-cards/images/4434_2624-BLG_64736.jpeg,fall,0.3764,spring,0.3653,0.0111
4423,2630-SOS,75942,unisex,SOCIAL_CARD_OCR,erba pura magica sospiro perfumes eases for women and men ry main accords gaiao erba pura magica aan sospiro perfumes for women and men me main accords eo,0.1370,0.3875,0.3741,0.2214,TIE,TIE,0.0134,fragrantica-scraper-archive/social-cards/images/4423_2630-SOS_75942.jpeg,spring,0.3875,summer,0.3741,0.0134
4422,2627-LTN,62251,,OCR_UNRESOLVED,ratan ear ane ee meteore louis vuitton pie formen main accords citrus aa pp is meteore louis vuitton formen main accords citrus oy,0.1259,0.3542,0.3741,0.2214,TIE,TIE,0.0198,fragrantica-scraper-archive/social-cards/images/4422_2627-LTN_62251.jpeg,summer,0.3741,spring,0.3542,0.0199
4417,2632-BDIK,68119,unisex,SOCIAL_CARD_OCR,velvet lonka bdk parfums pte ie for women and men main accords vanilla j a aa ba velvet lonkka her bdk parfums nee eke for women and men main accords vanilla rey,0.4333,0.1550,0.1074,0.4354,TIE,TIE,0.0021,fragrantica-scraper-archive/social-cards/images/4417_2632-BDIK_68119.jpeg,fall,0.4354,winter,0.4333,0.0021
4416,2629-PEN,73924,unisex,SOCIAL_CARD_OCR,sports car club penhaligon s psiaeion ss for women and men main accords nae aal sports car club for women and men penhaligon s main accords,0.1370,0.3432,0.3481,0.3063,TIE,TIE,0.0050,fragrantica-scraper-archive/social-cards/images/4416_2629-PEN_73924.jpeg,summer,0.3481,spring,0.3432,0.0049
4414,2631-TMFO,95808,unisex,SOCIAL_CARD_OCR,black lacquer tom ford eee ee for women and men main accords nn black lacquer tom ford ee for women and men main accords nn,0.4778,0.1218,0.1074,0.4649,TIE,TIE,0.0128,fragrantica-scraper-archive/social-cards/images/4414_2631-TMFO_95808.jpeg,winter,0.4778,fall,0.4649,0.0129
4410,2634-NRO,5321,female,SOCIAL_CARD_OCR,ssence narciso rodriguez rae sao for women main accords uh f ee musky ax hkssence narciso rodriguez for women phon a sag iv main accords l a i musky,0.1963,0.3432,0.3481,0.2878,TIE,TIE,0.0050,fragrantica-scraper-archive/social-cards/images/4410_2634-NRO_5321.jpeg,summer,0.3481,spring,0.3432,0.0049
4408,2640-CRD,95970,unisex,SOCIAL_CARD_OCR,ke neue delphinus creed eee es for women and men oa j main accords i i i vanilla be delphinus ath creed ic a a ax eae for women and men ss s main accords vil a i vanilla,0.3741,0.2435,0.1074,0.3764,TIE,TIE,0.0023,fragrantica-scraper-archive/social-cards/images/4408_2640-CRD_95970.jpeg,fall,0.3764,winter,0.3741,0.0023
4391,2602-TMU,712,female,SOCIAL_CARD_OCR,angel garden of stars violette angel cs for women main accords vy f ngel garden of stars violette angel eae for women mugler main accords il ii ee,0.3556,0.3653,0.1370,0.3616,TIE,TIE,0.0037,fragrantica-scraper-archive/social-cards/images/4391_2602-TMU_712.jpeg,spring,0.3653,fall,0.3616,0.0037
4374,2560-JUSB,53042,unisex,SOCIAL_CARD_OCR,siren sallors jusbox es for women and men main accords ds ered siren sailors faa jusbox meee mt for women and men main accords,0.2444,0.3653,0.2741,0.3616,TIE,TIE,0.0037,fragrantica-scraper-archive/social-cards/images/4374_2560-JUSB_53042.jpeg,spring,0.3653,fall,0.3616,0.0037
4373,2555-BON,59904,unisex,SOCIAL_CARD_OCR,t yl b e c a ope bond no ae for women and men a main accords z we amber fs tribeca te es bond no oe peels f for women and men main accords a fs,0.3593,0.2362,0.1222,0.3764,TIE,TIE,0.0171,fragrantica-scraper-archive/social-cards/images/4373_2555-BON_59904.jpeg,fall,0.3764,winter,0.3593,0.0171
4372,2583-INI,76580,unisex,SOCIAL_CARD_OCR,paragon oe initio parfums prives oe for women and men main accords se at paragon he initio parfums prives for women and men main accords i fy,0.3370,0.3653,0.1704,0.3616,TIE,TIE,0.0037,fragrantica-scraper-archive/social-cards/images/4372_2583-INI_76580.jpeg,spring,0.3653,fall,0.3616,0.0037
4356,2577-DOL,96028,female,SOCIAL_CARD_OCR,devotion intense dolce gabbana pas for women main accords vanilla fy a oe an devotion intense dolce gabbana for women main accords vanilla fy,0.4111,0.1661,0.1074,0.3985,TIE,TIE,0.0126,fragrantica-scraper-archive/social-cards/images/4356_2577-DOL_96028.jpeg,winter,0.4111,fall,0.3985,0.0126
4353,2574-MEM,88771,unisex,SOCIAL_CARD_OCR,cappadocia memo paris eon for women and men main accords warm spicy po fy fae st cappadocia sa memo paris for women and men main accords,0.4111,0.1661,0.1074,0.4244,TIE,TIE,0.0132,fragrantica-scraper-archive/social-cards/images/4353_2574-MEM_88771.jpeg,fall,0.4244,winter,0.4111,0.0133
4351,2572-KUR,95969,unisex,SOCIAL_CARD_OCR,aie maison francis kurkdjian so for women and men main accords white floral fy apom sa fee aye maison francis kurkdjian a arabe for women and men main accords white floral fy,0.1963,0.3432,0.2741,0.3616,TIE,TIE,0.0185,fragrantica-scraper-archive/social-cards/images/4351_2572-KUR_95969.jpeg,fall,0.3616,spring,0.3432,0.0184
4344,2591-CRD,6272,female,SOCIAL_CARD_OCR,b st fea acqua fiorentina creed nana for women main accords citrus rs a acqua fiorentina creed ras fe for women main accords citrus a,0.1259,0.4576,0.4741,0.1587,TIE,TIE,0.0165,fragrantica-scraper-archive/social-cards/images/4344_2591-CRD_6272.jpeg,summer,0.4741,spring,0.4576,0.0165
4337,2561-SOM,71727,unisex,SOCIAL_CARD_OCR,xt aad ge tee capriccio somens res for women and men il i main accords ds capriccio somens for women and men main accords wy,0.1519,0.3653,0.3778,0.2878,TIE,TIE,0.0125,fragrantica-scraper-archive/social-cards/images/4337_2561-SOM_71727.jpeg,summer,0.3778,spring,0.3653,0.0125
4328,2548-RIT,63387,female,SOCIAL_CARD_OCR,hammam avgerinos aaa for women main accords vanilla fy a on hammam gn avgerinos for women a main accords vanilla,0.5519,0.1218,0.1074,0.5461,TIE,TIE,0.0057,fragrantica-scraper-archive/social-cards/images/4328_2548-RIT_63387.jpeg,winter,0.5519,fall,0.5461,0.0058
4325,2510-ONE,18810,female,SOCIAL_CARD_OCR,scere our moment one direction ese for women main accords iyig our moment one direction for women main accords p,0.1259,0.3985,0.4185,0.1550,TIE,TIE,0.0200,fragrantica-scraper-archive/social-cards/images/4325_2510-ONE_18810.jpeg,summer,0.4185,spring,0.3985,0.0200
4324,2508-DRC,48387,unisex,SOCIAL_CARD_OCR,fe a a gris dior pears ea pee dior ae for women and men main accords aes gris dior dior for women and men main accords a,0.3370,0.3653,0.2741,0.3616,TIE,TIE,0.0037,fragrantica-scraper-archive/social-cards/images/4324_2508-DRC_48387.jpeg,spring,0.3653,fall,0.3616,0.0037
4322,2498-TOUZ,2732,unisex,SOCIAL_CARD_OCR,ene roa tous sree for women and men yo main accords k citrus mee baby st foro tous for women and men main accords citrus,0.1259,0.4354,0.4185,0.1550,TIE,TIE,0.0169,fragrantica-scraper-archive/social-cards/images/4322_2498-TOUZ_2732.jpeg,spring,0.4354,summer,0.4185,0.0169
4321,2487-PEN,55441,male,SOCIAL_CARD_OCR,terrible teddy penhaligon s ee eee de for men yp main accords ee ace ey a terrible leddy ithe formen penhaligon s main accords ee,0.4111,0.2362,0.1074,0.4133,TIE,TIE,0.0022,fragrantica-scraper-archive/social-cards/images/4321_2487-PEN_55441.jpeg,fall,0.4133,winter,0.4111,0.0022
4288,2559-LAT,75900,unisex,SOCIAL_CARD_OCR,raed silver lattafa perfumes see for women and men ar main accords raed silver lattafa perfumes for women and men main accords ar le,0.2593,0.2989,0.2148,0.3100,TIE,TIE,0.0111,fragrantica-scraper-archive/social-cards/images/4288_2559-LAT_75900.jpeg,fall,0.3100,spring,0.2989,0.0111
4285,2556-LAT,80722,female,SOCIAL_CARD_OCR,phos aa yara mol eee lattafa perfumes oe for women ny fm yara mol a lattafa perfumes el for women main accords,0.2222,0.3653,0.2741,0.3616,TIE,TIE,0.0037,fragrantica-scraper-archive/social-cards/images/4285_2556-LAT_80722.jpeg,spring,0.3653,fall,0.3616,0.0037
4278,2569-GOLD,81895,unisex,SOCIAL_CARD_OCR,aa eases rea ingenious ginger goldfield banks australia ot for women and men main accords j citrus ey ay ee eee ingenious ginger goldfield banks australia for women and men main accords citrus ne,0.1259,0.3875,0.4037,0.2214,TIE,TIE,0.0162,fragrantica-scraper-archive/social-cards/images/4278_2569-GOLD_81895.jpeg,summer,0.4037,spring,0.3875,0.0162
4259,2531-CAR,89374,male,SOCIAL_CARD_OCR,bad boy cobalt enxir eee pee carolina herrera ess a faat le for men main accords sn bad boy cobalt enxx r formen carolina herrera ke main accords,0.3370,0.3653,0.1481,0.3616,TIE,TIE,0.0037,fragrantica-scraper-archive/social-cards/images/4259_2531-CAR_89374.jpeg,spring,0.3653,fall,0.3616,0.0037
