prestashop_product_id,shobi_code,original_brand,original_perfume,old_fragrantica_id,new_fragrantica_id,fragrantica_url,result,providers,note
4429,2613-SOS,Sospiro,Vibrato Sospiro Perfume,,75930,https://www.fragrantica.com/perfume/Sospiro-Perfumes/Vibrato-75930.html,FOUND,q1:bing-rss:1:0.1s|q1:bing:0:0.1s|q2:bing-rss:1:0.1s|q2:bing:0:0.1s,accepted score=1.000 margin=1.000 clean='vibrato'
4428,2612-LUS,Lush,Sticky Dates Lush,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4426,2599-ACQ,Acqua di Parma,Sandalo-eau-de-,,56002,https://www.fragrantica.com/perfume/Acqua-di-Parma/Sandalo-Eau-de-Parfum-56002.html,FOUND,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:1:0.2s|q3:bing:0:0.2s,accepted score=0.964 margin=0.964 clean='Sandalo eau de'
4424,2641-LAT,Lattafa,Eclaire Lattafa Perfumes,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4423,2630-SOS,Sospiro,Erba-pura-magica,,,,UNRESOLVED,q1:bing-rss:1:0.2s|q1:bing:0:0.1s|q2:bing-rss:1:0.1s|q2:bing:0:0.1s,weak best=0.387 brand=1.000 perfume=0.000 seq=0.261 second=0.000
4422,2627-LTN,Louis Vuitton,Météore,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.2s|q3:bing:0:0.1s,no candidates
4421,2608-KIL,Kilian,A Taste Of Heaven,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4420,2609-TMFO,Tom Ford,Opaline Hyacinth,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4419,2605-ARM,Giorgio Armani,Figuier Eden,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4418,2610-JUL,Juliette Has a Gun,Not-a-perfume-superdose,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s|q4:bing-rss:0:0.1s|q4:bing:0:0.2s,no candidates
4417,2632-BDIK,BDK Parfums,Velvet Tonka Eau de Parfum,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s|q4:bing-rss:0:0.2s|q4:bing:0:0.1s,no candidates
4416,2629-PEN,Penhaligons,Sports-car-club,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4415,2628-PEN,Penhaligons,Roaring-radcliff,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4414,2631-TMFO,Tom Ford,Black-lacquer,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.3s,no candidates
4413,2639-TRU,Trussardi,Trussardi-donna-pink-marina,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4412,2636-YZLO,Yves Saint Laurent,Black Opium Baby Cat Collector,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4411,2635-SOL,Sol de Janeiro,Cheirosa-76-after-hours,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4410,2634-NRO,Narciso Rodriguez,Essence,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.2s|q3:bing:0:0.1s,no candidates
4409,2638-KEN,Kenzo,Jungle Le Tigre,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.3s,no candidates
4408,2640-CRD,Creed,Delphinus,,95970,https://www.fragrantica.com/perfume/Creed/Delphinus-95970.html,FOUND,q1:bing-rss:1:0.2s|q1:bing:0:0.1s|q2:bing-rss:1:0.1s|q2:bing:0:0.2s,accepted score=1.000 margin=1.000 clean='Delphinus'
4406,2603-JUL,Juliette Has a Gun,Lust-for-sun,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4395,2575-XER,Xerjoff,Deified Tony Iommi Parfum,,,,UNRESOLVED,q1:bing-rss:1:0.1s|q1:bing:0:0.3s|q2:bing-rss:1:0.1s|q2:bing:0:0.2s,weak best=0.363 brand=1.000 perfume=0.000 seq=0.129 second=0.000
4392,2607-TMU,mugler,Angel Eau Croisiere,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4391,2602-TMU,mugler,Angel Garden Of Stars - Violette Angel,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.2s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4390,2601-TMU,mugler,Angel Passion Star,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.2s|q3:bing:0:0.1s,no candidates
4389,2600-TMU,mugler,Angel Lily,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.2s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4388,2375-ESC,Escada,Brisa Cubana Escada,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.3s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4387,1702-KUR,Maison Francis Kurkdjian,Oud,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.2s|q3:bing:0:0.2s,no candidates
4385,2438-KYLJ,kylie-cosmetics,Cosmic-kylie-jenner-eau-de-,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.2s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4375,2562-JUSB,Jusbox,Beat Cafe,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4374,2560-JUSB,Jusbox,Siren-amp-sailors,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4373,2555-BON,Bond No 9,Tribeca,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4372,2583-INI,Initio,Paragon Initio Parfums,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4371,2582-PIER,Pierre Balmain,Carbone Pierre Balmain type,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4370,2581-GUR,Guerlain,Vanille-planifolia-extrait-21,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4369,2584-GIV,Givenchy,Eau de,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s,no candidates
4368,2585-SOL,Sol de Janeiro,Summer-e-amor,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4367,2586-DIP,Diptyque,Biscuit DIP,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4366,2587-MAR,Marc Jacobs,Daisy Dream Sunshine,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4365,2553-BON,Bond No 9,Andy Warhol,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.2s|q2:bing:0:0.2s|q3:bing-rss:0:0.2s|q3:bing:0:0.1s,no candidates
4363,2529-VER,Versace,L'Homme Eau de Toilette (Eau de Toilette),,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s|q4:bing-rss:0:0.1s|q4:bing:0:0.1s,no candidates
4362,2537-DRC,Dior,Miss Parfum (2024),,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s|q4:bing-rss:0:0.2s|q4:bing:0:0.1s,no candidates
4361,2535-DRC,Dior,J'adore L'Or (2023),,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.2s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s|q4:bing-rss:0:0.1s|q4:bing:0:0.1s,no candidates
4360,2533-RAL,Ralph Lauren,Safari,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4359,2580-KAY,Kayali,Yum Boujee Marshmallow | 81 Kayali Fragrances,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4358,2579-SOS,Sospiro,Maraschino Sospiro Perfumes,,,,UNRESOLVED,q1:bing-rss:1:0.1s|q1:bing:0:0.2s|q2:bing-rss:1:0.1s|q2:bing:0:0.1s,weak best=0.372 brand=1.000 perfume=0.000 seq=0.176 second=0.000
4357,2578-DON,DKNY,Dkny-24-7,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.2s|q3:bing:0:0.1s,no candidates
4356,2577-DOL,Dolce Gabbana,Devotion-eau-de-parfum-intense,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.1s|q2:bing-rss:0:0.2s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s|q4:bing-rss:0:0.2s|q4:bing:0:0.1s,no candidates
4355,2576-TMFO,Tom Ford,Eau-d-ombre-leather,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4353,2574-MEM,memo-paris,Cappadocia,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.2s|q3:bing:0:0.1s,no candidates
4352,2573-KAY,Kayali,Maldives in a Bottle Ylang Coco | 20 Eau de Parfum Kayali Fragrances,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.2s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s|q4:bing-rss:0:0.1s|q4:bing:0:0.1s,no candidates
4351,2572-KUR,Maison Francis Kurkdjian,APOM Eau de Parfum,,,,UNRESOLVED,q1:bing-rss:0:0.3s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s|q4:bing-rss:0:0.1s|q4:bing:0:0.2s,no candidates
4350,2597-TMFO,Tom Ford,Amber-intrigue,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.2s|q2:bing-rss:0:0.2s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4349,2596-PEN,Penhaligons,Halfeti-cedar,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4348,2595-INI,Initio,Mystic Experience Initio Parfums,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4347,2594-HUG,Hugo Boss,Boss Bottled Oud Saffron,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.2s|q3:bing:0:0.1s,no candidates
4346,2593-HUG,Hugo Boss,Boss-bottled-elixir,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.2s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4345,2592-GOLD,Goldfield & Banks,Pacific Rock Moss Goldfield & Banks Australia,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.2s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4344,2591-CRD,Creed,Acqua Fiorentina,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4343,2590-BYRP,Byron Parfums,Mula-mula-rouge-extreme,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4342,2589-BYRP,Byron Parfums,Mula-mula-double-caramel,,,,UNRESOLVED,q1:bing-rss:0:0.6s|q1:bing:0:0.2s|q2:bing-rss:0:0.2s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4341,2588-BLG,Bvlgari,Le Gemme  Onekh,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4340,2568-GIV,Givenchy,L-interdit-eau-de-parfum-rouge-ultime,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.2s|q3:bing:0:0.1s|q4:bing-rss:0:0.1s|q4:bing:0:0.2s,no candidates
4338,2565-GUC,Gucci,Guilty-elixir-de-parfum-pour-homme,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s|q4:bing-rss:0:0.1s|q4:bing:0:0.2s,no candidates
4337,2561-SOM,somens,Capriccio,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4336,2551-PAR,paris-corner,Khair-fusion-eau-de-,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4333,2544-ACQ,Acqua di Parma,Magnolia Nobile,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.2s|q3:bing:0:0.1s,no candidates
4332,2543-HUG,Hugo Boss,The-scent-magnetic-for-him,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4331,2527-GUR,Guerlain,Angelique Noire,,1021,https://www.fragrantica.com/perfume/Guerlain/Angelique-Noire-1021.html,FOUND,q1:bing-rss:1:0.1s|q1:bing:0:0.2s|q2:bing-rss:1:0.2s|q2:bing:0:0.2s,accepted score=1.000 margin=1.000 clean='Angelique Noire'
4330,2525-CAR,Carolina Herrera,Good-girl-eau-de-parfum-supreme,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.2s|q2:bing:0:0.2s|q3:bing-rss:0:0.2s|q3:bing:0:0.2s|q4:bing-rss:0:0.1s|q4:bing:0:0.2s,no candidates
4329,2523-KIL,Kilian,Sacred Wood,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.2s|q3:bing:0:0.2s,no candidates
4328,2548-RIT,Rituals,Hammam Rituals,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4327,2547-KUR,Maison Francis Kurkdjian,Aqua Universalis Eau de Toilette,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.2s|q3:bing:0:0.1s|q4:bing-rss:0:0.2s|q4:bing:0:0.2s,no candidates
4326,2516-GUL,Jean Paul Gaultier,Scandal-pour-homme-absolu,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.2s|q3:bing:0:0.1s,no candidates
4325,2510-ONE,One Direction,Our-moment-eau-de-,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4324,2508-DRC,Dior,Gris,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4323,2502-MATIE,matiere-premiere,Parisian-musc,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.2s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4322,2498-TOUZ,Tous,Baby Tous,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.2s|q3:bing:0:0.1s,no candidates
4321,2487-PEN,Penhaligons,Terrible-teddy,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.2s|q3:bing:0:0.2s,no candidates
4305,1194-KIL,Kilian,Gold Knight,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.2s|q2:bing:0:0.1s|q3:bing-rss:0:0.2s|q3:bing:0:0.1s,no candidates
4304,2380-CAR,Carolina Herrera,Very-good-girl-glam,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4303,2526-KAY,Kayali,Capri in a Bottle Lemon Sugar | 14 Eau de Parfum by Kayali Fragrances,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.1s|q2:bing-rss:0:0.2s|q2:bing:0:0.2s|q3:bing-rss:0:0.2s|q3:bing:0:0.1s|q4:bing-rss:0:0.2s|q4:bing:0:0.1s,no candidates
4289,2524-KAY,Kayali,Marrakesh in a Bottle Orange Blossom 24,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.2s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4288,2559-LAT,Lattafa,Ra'ed Silver Lattafa Perfumes,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.2s|q3:bing:0:0.2s,no candidates
4286,2554-JOM,Jo Malone,Orange-marmalade-orange-peel,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.2s|q3:bing:0:0.3s,no candidates
4285,2556-LAT,Lattafa,Yara Moi Lattafa Perfumes,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4284,2557-ARIA,Ariana Grande,God-is-a-woman-eau-de-,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4283,2567-SOL,Sol de Janeiro,Cheirosa-71,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.2s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4281,2546-MEM,memo-paris,Moroccan-leather,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4280,2545-MEM,memo-paris,Kedu-sesame,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.3s,no candidates
4279,2536-PRA,Prada,Paradoxe-virtual-flower,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.2s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.7s,no candidates
4278,2569-GOLD,Goldfield & Banks,Ingenious Ginger Goldfield & Banks Australia,,,,UNRESOLVED,q1:bing-rss:0:0.3s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4277,2571-GOLD,Goldfield & Banks,Silky Woods Goldfield & Banks Australia,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.3s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4274,2563-TMFO,Tom Ford,Rose-exposed,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.2s|q3:bing:0:0.1s,no candidates
4273,2558-LAT,Lattafa,Bade'e Al Oud Sublime Lattafa Perfumes,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4272,2570-JOM,Jo Malone,English-pear-sweet-pea-,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.3s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4270,2550-ARM,Giorgio Armani,Emporio-armani-stronger-with-you-tobacco,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4269,2549-MARC,Marc Antoine Barrois,Tilia,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.2s|q3:bing:0:0.1s,no candidates
4264,2534-ARM,Giorgio Armani,Sensi,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.2s|q3:bing:0:0.1s,no candidates
4263,2564-NRO,Narciso Rodriguez,For-her-musc-nude,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
