prestashop_product_id,shobi_code,original_brand,original_perfume,old_fragrantica_id,new_fragrantica_id,fragrantica_url,result,providers,note
4242,2494-BYR,Byredo,Super Cedar,,35530,https://www.fragrantica.com/perfume/Byredo/Super-Cedar-35530.html,FOUND,bing-rss:1|ddg-html:ERR:URLError|bing:0,accepted score=1.000 margin=1.000
4241,2493-SERG,Serge Lutens,Nuit De Cellophane,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4240,2492-ETLR,Etat Libre d Orange,You-or-someone-like-you,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4239,2490-MARG,Maison Margiela,On-a-date-1,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4238,2489-KKWI,KKW Fragrance,Red Lips,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4237,2488-ANN,Anna Sui,Fantasia Mermaid,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4236,2486-MA,MAC,Velvet Teddy MAC,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4233,2480-JUL,Juliette Has a Gun,Anyway,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4232,2479-PHL,Phlur,Father-figure,,83775,https://www.fragrantica.com/perfume/Phlur/Father-Figure-83775.html,FOUND,bing-rss:1|ddg-html:ERR:URLError|bing:0,accepted score=1.000 margin=1.000
4231,2503-JUL,Juliette Has a Gun,Mad Madame,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4230,2504-JUL,Juliette Has a Gun,Moscow Mule,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4229,2505-JACFAT,Jacques Fath,Curacao-bay,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4228,2511-CHA,Chanel,Comete,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4227,2506-XER,Xerjoff,Muse,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4226,2512-BRB,Burberry,Goddess-eau-de-parfum-intense,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4224,2515-LAN,Lancome,LA VIE EST BELLE L'ELIXIR,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4223,2501-LOE,Loewe,Agua Miami,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4222,2500-BRB,Burberry,Baby Touch,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4221,2475-DIP,Diptyque,Tempo,,48680,https://www.fragrantica.com/perfume/Diptyque/Tempo-Eau-de-Parfum-48680.html,FOUND,bing-rss:1|ddg-html:ERR:URLError|bing:0,accepted score=0.883 margin=0.883
4220,2484-ETLR,Etat Libre d Orange,THE AFTERNOON OF A FAUN by ETAT LIBRE D'ORANGE,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4219,2495-ETLR,Etat Libre d Orange,I AM TRASH - LES FLEURS DU DECHET by ETAT LIBRE D'ORANGE,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4218,2496-SERG,Serge Lutens,LA RELIGIEUSE by SERGE LUTENS,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4217,2507-SERG,Serge Lutens,FIVE O CLOCK AU GINGEMBRE by SERGE LUTENS,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4216,2518-MATAH,maison-mataha,Escapade-gourmande,,72607,https://www.fragrantica.com/perfume/Maison-Mataha/Escapade-Gourmande-72607.html,FOUND,bing-rss:4,accepted score=1.000 margin=0.588
4215,,Dior,Sauvage-eau-forte,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4214,2513-PAC,Rabanne,Million Gold,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4213,2509-CRIVEL,Maison Crivelli,Oud-maracuja,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4212,2491-LEL,Le Labo,Baie-19,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4211,2497-XER,Xerjoff,Wardasina,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4210,2474-XER,Xerjoff,Dama Bianca,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4209,2499-VICT,Victoria s Secret,Fresh-snowfall,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4208,2473-HER,Hermes,Barenia-eau-de-,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4207,2470-KAY,Kayali,Maui-in-a-bottle-sweet-banana-37,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4206,2471-SOS,Sospiro,Pasticcio,,,,UNRESOLVED,bing-rss:1|ddg-html:ERR:URLError|bing:0,weak best=0.425 brand=1.000 perfume=0.000 second=0.000
4205,2472-VIC,Viktor Rolf,Good-fortune,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4204,2469-ROJ,Roja Parfums,AMBER AOUD - ROJA DOVE,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4203,2468-ESPAR,Essential Parfums,Bois Impérial,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4202,2467-NISH,Nishane,Ege,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4201,2462-YZLO,Yves Saint Laurent,Libre-flowers-flames,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4200,2463-GUC,Gucci,Flora-gorgeous-orchid,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4199,2465-PAC,Rabanne,Strong Me,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4198,2464-ZAD,Zadig  Voltaire,This-is-really-him,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4191,2466-ELIZ,Elizabeth Arden,White Tea,,42439,https://www.fragrantica.com/perfume/Elizabeth-Arden/White-Tea-42439.html,FOUND,bing-rss:2|ddg-html:ERR:URLError|bing:0,accepted score=1.000 margin=0.087
4190,2459-MAN,Mancera,Saharian-wind,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4189,2460-PAC,Rabanne,Olympea-,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4188,2461-BOD,The Body Shop,Black-musk-night-bloom-eau-de-toilette,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4187,2456-PAC,Rabanne,Million-gold,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4186,2455-YZLO,Yves Saint Laurent,Black-opium-eau-de-parfum-over-red,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4185,2454-KIL,Kilian,Can-t-stop-loving-you,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4184,2453-INI,Initio,Narcotic-delight,,89368,https://www.fragrantica.com/perfume/Initio-Parfums-Prives/Narcotic-Delight-89368.html,FOUND,bing-rss:1|ddg-html:ERR:URLError|bing:0,accepted score=1.000 margin=1.000
4183,2451-LEL,Le Labo,Cedrat 37 Berlin,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4182,2452-JOM,Jo Malone,Cypress-grapevine-cologne-intense,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4181,2450-PEN,Penhaligons,Alula,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4180,2432-ROJ,Roja Parfums,DANGER MAN - ROJA DOVE,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4179,2413-ARIA,Ariana Grande,Thank-u-next-eau-de-,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4178,2444-ARIA,Ariana Grande,Cloud-pink-eau-de-,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4177,2446-XER,Xerjoff,Torino23,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4176,2447-MARC,Marc-Antoine Barrois,Ganymede Extrait,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4175,2445-CAR,Carolina Herrera,Good-girl-dazzling-garden,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4174,2443-BRB,Burberry,Her-elixir-de-,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4172,2441-PANTRO,Pantheon Roma,DOLCE PASSIONE - PANTHEON ROMA,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4171,2440-MARC,Marc-Antoine Barrois,ENCELADE - MARC ANTONIE BARROIS,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4170,2431-ROJ,Roja Parfums,MUSK AOUD - ROJA DOVE,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4168,2442-PAC,Rabanne,Invictus-victory-elixir,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4166,2437-MELA,Melanie Martinez,CRY BABY PERFUME MILK - MELANIE MARTINEZ,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4165,2397-CRD,Creed,Queen-of-silk,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4163,2426-MARG,Maison Margiela,Beach-walk,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
4162,2425-LEL,Le Labo,GAIAC 10 TOKYO - LE LABO,,,,UNRESOLVED,bing-rss:0|ddg-html:ERR:URLError|bing:0,no candidates
5083,2816-MOOD,Mood London,Blonde Maracuja Mood London,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:ddg-html:0:0.6s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:ddg-html:10:0.6s,weak best=0.387 brand=0.000 perfume=0.500 seq=0.815 second=0.360
4654,2698-SOL,Sol de Janeiro,Beijos-de-sol,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:ddg-html:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:ddg-html:0:0.2s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:ddg-html:0:0.1s|q3:bing:0:0.1s,no candidates
4653,2692-SOL,Sol de Janeiro,Cheirosa-87-rio-radiance-tan-lines,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:ddg-html:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:ddg-html:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:ddg-html:0:0.1s|q3:bing:0:0.1s,no candidates
4651,2691-SOL,Sol de Janeiro,Cheirosa-39-coco-cabana-cheirosa-39,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:ddg-html:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:ddg-html:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:ddg-html:0:0.1s|q3:bing:0:0.1s,no candidates
4650,2700-BLG,Bvlgari,Le-gemme-amunae,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:ddg-html:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:ddg-html:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.2s|q3:ddg-html:0:0.1s|q3:bing:0:0.1s,no candidates
4649,2696-AMG,Amouage,Decision,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:ddg-html:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:ddg-html:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:ddg-html:0:0.1s|q3:bing:0:0.1s,no candidates
4648,2689-LAT,Lattafa,Khamrah Qahwa Lattafa Perfumes,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:ddg-html:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:ddg-html:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:ddg-html:0:0.1s|q3:bing:0:0.1s,no candidates
4647,2690-NISH,Nishane,Oudous-lux-solis,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:ddg-html:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.2s|q2:ddg-html:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:ddg-html:0:0.1s|q3:bing:0:0.1s,no candidates
4646,2699-RIT,Rituals,Ayurveda Rituals,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:ddg-html:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:ddg-html:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:ddg-html:0:0.1s|q3:bing:0:0.2s,no candidates
4645,2697-RIT,Rituals,Karma Rituals,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:ddg-html:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:ddg-html:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:ddg-html:0:0.1s|q3:bing:0:0.1s,no candidates
4644,2687-GRIT,Gritti,Mango-aoud,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:ddg-html:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:ddg-html:0:0.1s|q2:bing:0:0.3s|q3:bing-rss:0:0.1s|q3:ddg-html:0:0.1s|q3:bing:0:0.1s,no candidates
4642,2702-DIP,Diptyque,Chantilly,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:ddg-html:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.2s|q2:ddg-html:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.2s|q3:ddg-html:0:0.1s|q3:bing:0:0.1s,no candidates
4640,2701-DIP,Diptyque,Cafe Verlet,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:ddg-html:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:ddg-html:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:ddg-html:0:0.1s|q3:bing:0:0.1s,no candidates
4639,2686-GIV,Givenchy,L-interdit-tubereuse-noire,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:ddg-html:0:0.1s|q1:bing:0:0.5s|q2:bing-rss:0:0.1s|q2:ddg-html:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.2s|q3:ddg-html:0:0.1s|q3:bing:0:0.1s,no candidates
4638,2685-FRAG,Fragrance Du Bois,Rude-cherry,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:ddg-html:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:ddg-html:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:ddg-html:0:0.1s|q3:bing:0:0.2s,no candidates
4637,2684-CLIV,Clive Christian,Jump Up And Kiss Me Hedonistic (2021) Clive Christian,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:ddg-html:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.2s|q2:ddg-html:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.2s|q3:ddg-html:0:0.1s|q3:bing:0:0.1s|q4:bing-rss:0:0.1s|q4:ddg-html:0:0.1s|q4:bing:0:0.2s,no candidates
4623,1654-ACQ,Acqua di Parma,Colonia 1916,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:ddg-html:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:ddg-html:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:ddg-html:0:0.1s|q3:bing:0:0.1s|q4:bing-rss:0:0.1s|q4:ddg-html:0:0.1s|q4:bing:0:0.2s,no candidates
4593,2683-CLIV,Clive Christian,E-cashmere-musk,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:ddg-html:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:ddg-html:ERR:HTTPError|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:ddg-html:ERR:HTTPError|q3:bing:0:0.1s,no candidates
4592,2682-BDIK,BDK Parfums,Gris Charnel Eau de Parfum,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:ddg-html:ERR:HTTPError|ddg-html:DISABLED|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s|q4:bing-rss:0:0.1s|q4:bing:0:0.2s,no candidates
4591,2681-ARB,Arabian Oud,Madawi-40-years-gold-edition,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4539,2678-PARF,Parfums de Marly,Palatine,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.2s|q3:bing:0:0.1s,no candidates
4527,2674-MICA,Martine Micallef,Note Poudree,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4526,2673-ARB,Arabian Oud,Al-fareed,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4525,2672-MEM,memo-paris,Abu-dhabi,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4524,2671-KIL,Kilian,Cruel Intentions,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4523,2670-CRD,Creed,Eladaria,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.4s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4522,2659-MNT,Montale,Sensual Instinct,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.1s|q2:bing-rss:0:0.2s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4521,2657-CRD,Creed,Fragaria,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4520,2656-LAN,Lancome,Idole-power,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4519,2655-MNT,Montale,Dallachai,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.1s|q2:bing-rss:0:0.2s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4518,2654-KUR,Maison Francis Kurkdjian,Kurky-eau-de-,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4517,2653-YZLO,Yves Saint Laurent,Black-opium-eau-de-parfum-glitter,,,,UNRESOLVED,q1:bing-rss:0:0.3s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.2s|q3:bing:0:0.2s|q4:bing-rss:0:0.1s|q4:bing:0:0.1s,no candidates
4492,1145-GUC,Gucci,Gucci Pour Homme 2003,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s|q4:bing-rss:0:0.1s|q4:bing:0:0.2s,no candidates
4491,2637-HARM,The Harmonist,Sacred Water,,36737,https://www.fragrantica.com/perfume/The-Harmonist/Sacred-Water-36737.html,FOUND,q1:bing-rss:1:0.1s|q1:bing:0:0.2s|q2:bing-rss:1:0.1s|q2:bing:0:0.1s,accepted score=1.000 margin=1.000 clean='Sacred Water'
4490,2646-PEN,Penhaligons,The Dandy,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4489,2645-LTN,Louis Vuitton,eLVes,,104087,https://www.fragrantica.com/perfume/Louis-Vuitton/eLVes-104087.html,FOUND,q1:bing-rss:2:0.1s|q1:bing:0:0.1s|q2:bing-rss:2:0.2s|q2:bing:0:0.1s,accepted score=1.000 margin=0.110 clean='eLVes'
4486,2458-LTN,Louis Vuitton,LV Lovers,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4485,2615-ARMA,Armaf,Odyssey-dubai-chocolat,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.2s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4484,2648-FUGA,Fugazzi,Vanilla Haze Eau de Parfum,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s|q4:bing-rss:0:0.1s|q4:bing:0:0.1s,no candidates
4483,2658-CHA,Chanel,Sycomore-,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4482,2616-TMU,mugler,Alien-extraintense,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4481,2619-DRC,Dior,Homme Parfum 2025,,13015,https://www.fragrantica.com/perfume/Dior/Dior-Homme-13015.html,FOUND,q1:bing-rss:2:0.1s|q1:bing:0:0.1s|q2:bing-rss:2:0.1s|q2:bing:0:0.1s,accepted score=0.915 margin=0.038 clean='Homme'
4480,2617-DOL,Dolce & Gabbana,Devotion Pour Homme,,,,UNRESOLVED,q1:bing-rss:0:0.3s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.2s|q3:bing:0:0.1s|q4:bing-rss:0:0.2s|q4:bing:0:0.1s,no candidates
4479,2622-PHL,Phlur,Vanilla-skin-eau-de-,,87258,https://www.fragrantica.com/perfume/Phlur/Vanilla-Skin-87258.html,FOUND,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:1:0.1s|q3:bing:0:0.1s,accepted score=0.959 margin=0.959 clean='Vanilla skin eau de'
4478,2621-CHAR,Charlotte Tilbury,More-sex,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.3s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4444,2649-BORN,Borntostandout,Naked Laundry,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.3s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4443,2620-CHAR,Charlotte Tilbury,Cosmic-power,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4438,2647-LTN,Louis Vuitton,Symphony,,68357,https://www.fragrantica.com/perfume/Louis-Vuitton/Symphony-68357.html,FOUND,q1:bing-rss:1:0.2s|q1:bing:0:0.1s|q2:bing-rss:1:0.1s|q2:bing:0:0.1s,accepted score=1.000 margin=1.000 clean='Symphony'
4436,2623-NES,Nest,Santa-barbara-strawberry-eau-de-,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
4435,2614-AMG,Amouage,Guidance 46 Amouagee,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4434,2624-BLG,Bvlgari,Rock-n-rome,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s,no candidates
4433,2626-JOM,Jo Malone,English Oak  Redcurrant,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.2s|q3:bing:0:0.1s,no candidates
4432,2625-GUR,Guerlain,L Instant De Guerlain Pour Homme,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.1s|q3:bing-rss:0:0.1s|q3:bing:0:0.1s|q4:bing-rss:0:0.1s|q4:bing:0:0.1s,no candidates
4431,2633-KUR,Maison Francis Kurkdjian,Petit Matin,,,,UNRESOLVED,q1:bing-rss:0:0.1s|q1:bing:0:0.1s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.2s|q3:bing:0:0.1s,no candidates
4430,2611-KAY,Kayali,Elixir 11 Kayali Fragrances,,,,UNRESOLVED,q1:bing-rss:0:0.2s|q1:bing:0:0.2s|q2:bing-rss:0:0.1s|q2:bing:0:0.2s|q3:bing-rss:0:0.1s|q3:bing:0:0.2s,no candidates
