prestashop_product_id,shobi_code,old_inspired_by,recovered_inspired_by,source,url
799,736-JUI,,couture couture juicy couture,url_slug,https://leparfum.com.gr/en/fragrances-for-women/couture-couture-juicy-couture-similar-type
798,735-JIM,,stars jimmy choo dupe,url_slug,https://leparfum.com.gr/en/fragrances-for-women/stars-jimmy-choo-dupe
797,734-JIM,,jimmy choo,url_slug,https://leparfum.com.gr/en/fragrances-for-women/jimmy-choo-similar
796,733-JIM,,illicit jimmy choo,url_slug,https://leparfum.com.gr/en/fragrances-for-women/illicit-jimmy-choo-fragrance-clone
795,732-JIM,,flash jimmy choo,url_slug,https://leparfum.com.gr/en/fragrances-for-women/flash-jimmy-choo-clone
794,730-JIM,,exotic jimmy choo,url_slug,https://leparfum.com.gr/en/fragrances-for-women/exotic-jimmy-choo-clone
793,729-JIM,,blossom jimmy choo,url_slug,https://leparfum.com.gr/en/fragrances-for-women/blossom-jimmy-choo-similar
791,727-JEN,,jluxe jennifer lopez,url_slug,https://leparfum.com.gr/en/fragrances-for-women/jluxe-jennifer-lopez-type
765,696-GLA,,fidji eau de toilette guy laroche,url_slug,https://leparfum.com.gr/en/fragrances-for-women/fidji-eau-de-toilette-guy-laroche-type
764,695-GUE,,dare guess,url_slug,https://leparfum.com.gr/en/fragrances-for-women/dare-guess-similar-fragrance
754,680-GUC,G,G.PREMIERE,description,https://leparfum.com.gr/en/fragrances-for-women/680-guc-wp
749,673-GRS,,cabotin gres,url_slug,https://leparfum.com.gr/en/fragrances-for-women/cabotin-gres-type-perfume
733,655-ARM,SI,"SI. Perfume woody, vanilla, aromatic, soft spicy, fruity",description,https://leparfum.com.gr/en/fragrances-for-women/655-arm-w
722,640-FEN,,acqua rossa fendi,url_slug,https://leparfum.com.gr/en/fragrances-for-women/acqua-rossa-fendi-type
721,639-FEN,,fendi woman,url_slug,https://leparfum.com.gr/en/fragrances-for-women/fendi-woman-similar-fragrance
704,621-EST,BR,BR.GOD. SUMMER LIM.EDITION - ESTEE LAUDER,description,https://leparfum.com.gr/en/fragrances-for-women/621-est-wp
702,619-EST,BR,BR.GOD. EAU FRAICHE SKINSCHENT - ESTEE LAUDER,description,https://leparfum.com.gr/en/fragrances-for-women/619-est-wp
697,613-ESC,,turquoise summer escada,url_slug,https://leparfum.com.gr/en/fragrances-for-women/turquoise-summer-escada-fragrance
696,612-ESC,,turquoise escada,url_slug,https://leparfum.com.gr/en/fragrances-for-women/turquoise-escada-type
681,593-ELZT,,white diamonds elizabeth taylor,url_slug,https://leparfum.com.gr/en/fragrances-for-women/white-diamonds-elizabeth-taylor-type
680,592-ELIZ,,red door elizabeth arden,url_slug,https://leparfum.com.gr/en/fragrances-for-women/red-door-elizabeth-arden-type
679,591-ELIZ,,green tea yuzu elizabeth arden,url_slug,https://leparfum.com.gr/en/fragrances-for-women/green-tea-yuzu-elizabeth-arden-type
678,590-ELIZ,,avenue elizabeth arden,url_slug,https://leparfum.com.gr/en/fragrances-for-women/avenue-elizabeth-arden-type
677,588-ELI,,elie saab la parfum elie saab,url_slug,https://leparfum.com.gr/en/fragrances-for-women/elie-saab-la-parfum-elie-saab-type
676,587-DSQ,,want pink ginger dsquared,url_slug,https://leparfum.com.gr/en/fragrances-for-women/want-pink-ginger-dsquared-type
675,586-DSQ,,want dsquared,url_slug,https://leparfum.com.gr/en/fragrances-for-women/want-dsquared-type
674,585-DSQ,,she wood dsquared,url_slug,https://leparfum.com.gr/en/fragrances-for-women/she-wood-dsquared-type
673,584-DSQ,,potion for women dsquared,url_slug,https://leparfum.com.gr/en/fragrances-for-women/potion-for-women-dsquared-clone
671,582-DON,,nectar love dkny,url_slug,https://leparfum.com.gr/en/fragrances-for-women/nectar-love-dkny-similar
665,576-DON,,black cashmere dkny,url_slug,https://leparfum.com.gr/en/fragrances-for-women/black-cashmere-dkny-clone
660,571-DAV,,woman cool water davidoff,url_slug,https://leparfum.com.gr/en/fragrances-for-women/woman-cool-water-davidoff-type
644,554-DOL,DOLCE FLORAL DROPS,554 dol wp,url_slug,https://leparfum.com.gr/en/fragrances-for-women/554-dol-wp
543,437-BLG,,437 blg wp,url_slug,https://leparfum.com.gr/en/fragrances-for-women/437-blg-wp
541,435-BLG,,435 blg wp,url_slug,https://leparfum.com.gr/en/fragrances-for-women/435-blg-wp
347,1271-VAN,,tsar van cleef arpels,url_slug,https://leparfum.com.gr/en/fragrances-for-men/tsar-van-cleef-arpels-clone
346,1270-VAN,,bois dore van cleef arpels arwma,url_slug,https://leparfum.com.gr/en/fragrances-for-men/bois-dore-van-cleef-arpels-arwma
336,1259-SHU,,old spice shulton company,url_slug,https://leparfum.com.gr/en/fragrances-for-men/old-spice-shulton-company-type
335,1258-SFER,,tuscan scent white mimosa salvatore ferragamo,url_slug,https://leparfum.com.gr/en/fragrances-for-men/tuscan-scent-white-mimosa-salvatore-ferragamo-clone
334,1257-SFER,,ferragamo pour homme,url_slug,https://leparfum.com.gr/en/fragrances-for-men/ferragamo-pour-homme-clone-perfume
314,1237-PIN,,pino silvester,url_slug,https://leparfum.com.gr/en/fragrances-for-men/pino-silvester-type
288,1204-LOE,,solo loewe cedro,url_slug,https://leparfum.com.gr/en/fragrances-for-men/solo-loewe-cedro-inspired
286,1202-LOE,,esencia pour homme loewe,url_slug,https://leparfum.com.gr/en/fragrances-for-men/esencia-pour-homme-loewe-perfumes
284,777-LAL,,sculpteur d epices lalique,url_slug,https://leparfum.com.gr/en/fragrances-for-men/sculpteur-d-epices-lalique-type
283,1198-LAL,,encre noir lalique,url_slug,https://leparfum.com.gr/en/fragrances-for-men/encre-noir-lalique-clone
273,1186-JOO,,wow joop,url_slug,https://leparfum.com.gr/en/fragrances-for-men/wow-joop-fragrance-clone
272,1185-JOO,,nightflight joop arwmata,url_slug,https://leparfum.com.gr/en/fragrances-for-men/nightflight-joop-arwmata
271,1184-JOO,,αρωματα τυπου joop,url_slug,https://leparfum.com.gr/en/fragrances-for-men/αρωματα-τυπου-joop
270,1183-VAR,,john varvatos,url_slug,https://leparfum.com.gr/en/fragrances-for-men/john-varvatos-fragrance-type
269,1182-JIM,,jimmy choo man,url_slug,https://leparfum.com.gr/en/fragrances-for-men/jimmy-choo-man-clone
263,1175-JAC,,paradox for men jacomo,url_slug,https://leparfum.com.gr/en/fragrances-for-men/paradox-for-men-jacomo-type
261,1174-JAC,,jacomo de jacomo dupe,url_slug,https://leparfum.com.gr/en/fragrances-for-men/jacomo-de-jacomo-dupe
249,1160-HUG,,boss bottled,url_slug,https://leparfum.com.gr/en/fragrances-for-men/boss-bottled-fragrance-clone
241,1151-HAL,,halston z14 halston,url_slug,https://leparfum.com.gr/en/fragrances-for-men/halston-z14-halston-type
240,1150-GLA,,drakkar noir guy laroche,url_slug,https://leparfum.com.gr/en/fragrances-for-men/drakkar-noir-guy-laroche-perfume
234,1144-GUC,G,G. by G. pour Homme,description,https://leparfum.com.gr/en/fragrances-for-men/1144-guc-mp
215,1122-GFE,,in the mood for love gianfranco ferre,url_slug,https://leparfum.com.gr/en/fragrances-for-men/in-the-mood-for-love-gianfranco-ferre-type
213,1120-FER,,cedar essence ferrari,url_slug,https://leparfum.com.gr/en/fragrances-for-men/cedar-essence-ferrari
212,1119-FEN,,acqua fan di fendi,url_slug,https://leparfum.com.gr/en/fragrances-for-men/acqua-fan-di-fendi-clone-perfume
211,1118-FAB,,brut 1964 faberge,url_slug,https://leparfum.com.gr/en/fragrances-for-men/brut-1964-faberge-clone
209,1116-ZEG,,uomo absolut zegna,url_slug,https://leparfum.com.gr/en/fragrances-for-men/uomo-absolut-zegna-clone
208,1115-ZEG,,bourbon vanilla zegna,url_slug,https://leparfum.com.gr/en/fragrances-for-men/bourbon-vanilla-zegna-type
205,1114-DUN,,icon elite dunhill,url_slug,https://leparfum.com.gr/en/fragrances-for-men/icon-elite-dunhill-type
204,1113-DSQ,,wild dsquared dupe,url_slug,https://leparfum.com.gr/en/fragrances-for-men/wild-dsquared-dupe-perfume
203,1112-DSQ,,he wood rocky mountain dsquared,url_slug,https://leparfum.com.gr/en/fragrances-for-men/he-wood-rocky-mountain-dsquared-clone
202,1111-DSQ,,he wood dsquared,url_slug,https://leparfum.com.gr/en/fragrances-for-men/he-wood-dsquared-perfumes-similar
201,1110-DSQ,,black potion dsquared,url_slug,https://leparfum.com.gr/en/fragrances-for-men/black-potion-dsquared-similar
197,1106-DAV,,zino davidoff,url_slug,https://leparfum.com.gr/en/fragrances-for-men/zino-davidoff-perfume-clone
196,1105-DAV,,brilliant game davidoff,url_slug,https://leparfum.com.gr/en/fragrances-for-men/brilliant-game-davidoff-clone
195,1104-DAV,,pure pacific davidoff,url_slug,https://leparfum.com.gr/en/fragrances-for-men/pure-pacific-davidoff-similar
194,1103-DAV,,hot water davidoff,url_slug,https://leparfum.com.gr/en/fragrances-for-men/hot-water-davidoff-clone-perfume
193,1102-DAV,,man cool water davidoff,url_slug,https://leparfum.com.gr/en/fragrances-for-men/man-cool-water-davidoff-type
184,1089-COM,,wonderwood comme des garcons,url_slug,https://leparfum.com.gr/en/fragrances-for-men/wonderwood-comme-des-garcons-type
183,1087-COM,,comme des garcons,url_slug,https://leparfum.com.gr/en/fragrances-for-men/comme-des-garcons-inspired-perfume
160,1063-CER,,cerruti pour homme,url_slug,https://leparfum.com.gr/en/fragrances-for-men/cerruti-pour-homme-clone-fragrance
131,1030-BRB,MR,MR. BURBERRY INDIGO,description,https://leparfum.com.gr/en/fragrances-for-men/1030-brb-mp
124,1023-BOT,,pour homme extreme bottega veneta,url_slug,https://leparfum.com.gr/en/fragrances-for-men/pour-homme-extreme-bottega-veneta-type
123,1022-BOT,,essence aromatique bottega veneta,url_slug,https://leparfum.com.gr/en/fragrances-for-men/essence-aromatique-bottega-veneta-type
122,1021-BOG,,one man show bogart jacques,url_slug,https://leparfum.com.gr/en/fragrances-for-men/one-man-show-bogart-jacques-type
