prestashop_product_id,shobi_code,shobi_name,reference,reference_prefix,inspired_by,category,price_from_eur,official_description,url,first_seen,last_seen,status,classification_rule,source
5117,2849-STE,2849-STE N,AR612,AR,HARRODS RUBY NAGA,Niche Perfumes,15.0,"2849-STE Inspired by the fragrance notes of HARRODS RUBY NAGA. Unisex perfume with fruity, floral, sweet, vanilla and amber notes.",https://leparfum.com.gr/en/niche-perfumes/2849-ste-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5116,2848-PRFRO,2848-PRFRO N,AR611,AR,VANITAS,Niche Perfumes,15.0,"2848-PRFRO Inspired by the fragrance notes of VANITAS. Unisex perfume with vanilla, sweet, balsamic, floral and woody notes.",https://leparfum.com.gr/en/niche-perfumes/2848-prfro-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5115,2847-NISH,2847-NISH N,AR610,AR,HUNDRED SILENT WAYS X,Niche Perfumes,15.0,"2847-NISH Inspired by the fragrance notes of HUNDRED SILENT WAYS X. Unisex perfume with floral, gourmand, leathery, vanilla and fruity notes.",https://leparfum.com.gr/en/niche-perfumes/2847-nish-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5114,2846-MIN,2846-MIN N,AR609,AR,COUNTER PLAY,Niche Perfumes,15.0,"2846-MIN Inspired by the fragrance notes of COUNTER PLAY. Unisex perfume with fruity, tropical, floral, woody and sweet notes.",https://leparfum.com.gr/en/niche-perfumes/2846-min-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5113,2845-LUS,2845-LUS,EL473,EL,WE BELIEVE IN GLINDA,Elegants Fragrances,10.0,"2845-LUS Inspired by the fragrance notes of WE BELIEVE IN GLINDA. Unisex perfume with powdery, floral, violet, vanilla and almond notes.",https://leparfum.com.gr/en/elegants-fragrances/2845-lus,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5112,2844-LUS,2844-LUS,EL472,EL,BLACK PEARL,Elegants Fragrances,10.0,"2844-LUS Inspired by the fragrance notes of BLACK PEARL. Unisex perfume with aromatic, herbal, floral, resinous and amber notes.",https://leparfum.com.gr/en/elegants-fragrances/2844-lus,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5111,2843-LEL,2843-LEL N,AR608,AR,LABDANUM 18,Niche Perfumes,15.0,"2843-LEL Inspired by the fragrance notes of LABDANUM 18. Unisex perfume with amber, musky, resinous, vanilla and warm spicy notes.",https://leparfum.com.gr/en/niche-perfumes/2843-lel-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5110,2842-KYLJ,2842-KYLJ W,WP883,WP,VANILLA DEW,Fragrances For Women,9.0,"2842-KYLJ Inspired by the fragrance notes of VANILLA DEW. Women's perfume with creamy, vanilla, milky, floral and almond notes.",https://leparfum.com.gr/en/fragrances-for-women/2842-kylj-w,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5109,2841-KYLJ,2841-KYLJ W,WP882,WP,SWEET ECLAIRE,Fragrances For Women,9.0,"2841-KYLJ Inspired by the fragrance notes of SWEET ECLAIRE. Women's perfume with gourmand, chocolate, vanilla, sweet and woody amber notes.",https://leparfum.com.gr/en/fragrances-for-women/2841-kylj-w,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5108,2840-KYLJ,2840-KYLJ W,WP881,WP,CARAMEL CLOUD,Fragrances For Women,9.0,"2840-KYLJ Inspired by the fragrance notes of CARAMEL CLOUD. Women's perfume with gourmand, caramel, vanilla, nutty and sweet notes.",https://leparfum.com.gr/en/fragrances-for-women/2840-kylj-w,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5107,2839-JUL,2839-JUL N,AR607,AR,POWDER LOVE,Niche Perfumes,15.0,"2839-JUL Inspired by the fragrance notes of POWDER LOVE. Unisex perfume with powdery, gourmand, sweet, musky and soft floral notes.",https://leparfum.com.gr/en/niche-perfumes/2839-jul-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5106,2838-JIM,2838-JIM W,WP880,WP,I WANT CHOO WITH LOVE,Fragrances For Women,9.0,"2838-JIM Inspired by the fragrance notes of I WANT CHOO WITH LOVE. Women's perfume with floral, fruity, sweet, rosy and musky notes.",https://leparfum.com.gr/en/fragrances-for-women/2838-jim-w,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5105,2837-GUL,2837-GUL MP,MP404,MP,SCANDAL POUR HOMME ELIXIR,Fragrances For Men,9.0,"2837-GUL Inspired by the fragrance notes of SCANDAL POUR HOMME ELIXIR. Men's perfume with fruity, sweet, woody, aromatic and warm spicy notes.",https://leparfum.com.gr/en/fragrances-for-men/2837-gul-mp,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5104,2836-FRA,2836-FRA N,AR606,AR,MADNESS,Niche Perfumes,15.0,"2836-FRA Inspired by the fragrance notes of MADNESS. Unisex perfume with gourmand, coconut, vanilla, woody and amber notes.",https://leparfum.com.gr/en/niche-perfumes/2836-fra-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5103,2835-BORN,2835-BORN N,AR605,AR,PURPLE STAIN,Niche Perfumes,15.0,"2835-BORN Inspired by the fragrance notes of PURPLE STAIN. Unisex perfume with warm spicy, sweet, woody, balsamic and oud notes.",https://leparfum.com.gr/en/niche-perfumes/2835-born-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5102,2834-AMG,2834-AMG N,AR604,AR,SINDBAD,Niche Perfumes,15.0,"2834-AMG Inspired by the fragrance notes of SINDBAD. Unisex perfume with woody, spicy, fruity, sweet and gourmand notes.",https://leparfum.com.gr/en/niche-perfumes/2834-amg-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5101,2833-AMG,2833-AMG N,AR603,AR,MEANDER,Niche Perfumes,15.0,"2833-AMG Inspired by the fragrance notes of MEANDER. Unisex perfume with woody, powdery, earthy, spicy and balsamic notes. A refined and enveloping scent, admired for its creamy woods and elegant incense character.",https://leparfum.com.gr/en/niche-perfumes/2833-amg-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5099,2832-ZAD,2832-ZAD W,WP879,WP,Zadig Eau de Parfum,Fragrances For Women,9.0,"2832-ZAD W Inspired by the fragrance notes of Zadig Eau de Parfum. Women's perfume white floral, vanilla, citrus, fresh spicy, powdery, woody, sweet, fresh, warm spicy, soapy.",https://leparfum.com.gr/en/fragrances-for-women/2832-zad-w,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5098,2831-GISS,2831-GISS,EL471,EL,Martinique Osmanthus Gissah 2025,Elegants Fragrances,10.0,"2831-GISS Inspired by the fragrance notes of Martinique Osmanthus Gissah 2025. Unisex perfume fruity, floral, caramel, white floral, almond, sweet, nutty, lactonic, soft spicy.",https://leparfum.com.gr/en/elegants-fragrances/Martinique_Osmanthus_Gissah_inspired,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5097,2830-VAL,2830-VAL,EL470,EL,Sogno In Rosso,Elegants Fragrances,10.0,"2830-VAL Inspired by the fragrance notes of Sogno In Rosso. Unisex perfume fresh spicy, lactonic, vanilla, woody, aromatic, amber, white floral, warm spicy, powdery, sweet.",https://leparfum.com.gr/en/elegants-fragrances/2830-val,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5096,2829-PARF,2829-PARF N,AR602,AR,Athénaïs,Niche Perfumes,15.0,"2829-PARF N Inspired by the fragrance notes of Athénaïs. Women's perfume white floral, citrus, vanilla, sweet, floral, amber, fresh spicy.",https://leparfum.com.gr/en/niche-perfumes/2829-parf-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5095,2828-ATEL,2828-ATEL N,AR601,AR,Vanille Carbone Atelier Materi,Niche Perfumes,15.0,"2828-ATEL N Inspired by the fragrance notes of Vanille Carbone Atelier Materi. Unisex perfume vanilla, fresh spicy, amber, leather, soft spicy, warm spicy, powdery, sweet, balsamic, animalic.",https://leparfum.com.gr/en/niche-perfumes/Vanille_Carbone_fragrance,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5094,2827-BYR,2827-BYR N,AR600,AR,Bal d'Afrique Absolu,Niche Perfumes,15.0,"2827-BYR N Inspired by the fragrance notes of Bal d'Afrique Absolu. Unisex perfume citrus, woody, aromatic, sweet, amber, fruity, powdery, animalic, musky.",https://leparfum.com.gr/en/niche-perfumes/absolu_perfumes,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5093,2826-SOL,2826-SOL,EL469,EL,Cheirosa 91 Sol de Janeiro,Elegants Fragrances,10.0,"2826-SOL Inspired by the fragrance notes of Cheirosa 91 Sol de Janeiro. Women's perfume sweet, rose, tropical, floral, fruity, fresh, honey, amber, soft spicy.",https://leparfum.com.gr/en/elegants-fragrances/Cheirosa_91_Sol_fragrances_type,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5092,2825-RARB,2825-RARB,EL468,EL,Rare Beauty,Elegants Fragrances,10.0,"2825-RARB Inspired by the fragrance notes of Rare Beauty. Unisex perfume vanilla, sweet, powdery, caramel, woody, musky, fresh spicy, cacao.",https://leparfum.com.gr/en/elegants-fragrances/rare_beauty_perfume_inspired,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5091,2824-NRO,2824-NRO W,WP878,WP,Pure Musc Blanc For Her,Fragrances For Women,9.0,"2824-NRO W Inspired by the fragrance notes of Pure Musc Blanc For Her. Women's perfume white floral, fresh, musky, aldehydic, powdery, vanilla, animalic.",https://leparfum.com.gr/en/fragrances-for-women/musc_perfumes,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5090,2823-KAY,2823-KAY,EL467,EL,Eden Plush Pear | 23 Kayali,Elegants Fragrances,10.0,"2823-KAY Inspired by the fragrance notes of Eden Plush Pear | 23 Kayali. Women's perfume white floral, fruity, floral, sweet, vanilla, fresh, woody, aquatic, citrus.",https://leparfum.com.gr/en/elegants-fragrances/Eden_Plush_Pear_parfum_type,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5089,2822-DRC,2822-DRC W,WP877,WP,Addict Purple Glow Eau De Parfum,Fragrances For Women,9.0,"2822-DRC W Inspired by the fragrance notes of Addict Purple Glow Eau De Parfum. Women's perfume fruity, iris, sweet, powdery, violet, vanilla, earthy.",https://leparfum.com.gr/en/fragrances-for-women/eau_de_parfums,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5088,2821-DRC,2821-DRC W,WP876,WP,Addict Peachy Glow Eau de Parfum,Fragrances For Women,9.0,"2821-DRC W Inspired by the fragrance notes of Addict Peachy Glow Eau de Parfum. Women's perfume vanilla, sweet, fruity, white floral, powdery, lactonic.",https://leparfum.com.gr/en/fragrances-for-women/peachy_perfumes,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5087,2820-MIN,2820-MIN N,AR599,AR,Queening Mind Games,Niche Perfumes,15.0,"2820-MIN N Inspired by the fragrance notes of Queening Mind Games. Unisex perfume powdery, vanilla, coconut, iris, sweet, musky, fruity.",https://leparfum.com.gr/en/niche-perfumes/Queening_Mind_Games_inspired,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5086,2819-AKR,2819-AKR,EL466,EL,Awake Akro,Elegants Fragrances,10.0,"2819-AKR Inspired by the fragrance notes of Awake Akro. Unisex perfume warm spicy, coffee, aromatic, citrus, woody.",https://leparfum.com.gr/en/elegants-fragrances/akro_perfume_type,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5085,2818-SWISA,2818-SWISA N,AR598,AR,Shaghaf Oud Swiss Arabian,Niche Perfumes,15.0,"2818-SWISA N Inspired by the fragrance notes of Shaghaf Oud Swiss Arabian. Unisex perfume sweet, oud, vanilla, rose, warm spicy, lactonic, nutty, metallic, powdery.",https://leparfum.com.gr/en/niche-perfumes/Swiss_Arabian_dupe,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5084,2817-INI,2817-INI LUX,LUX041,LUX,Oud for Greatness Neo Initio Parfums,Luxury Perfumes,20.0,"2817-INI LUXInspired by the fragrance notes of Oud for Greatness Neo Initio Parfums. Unisex perfume fresh spicy, aromatic, oud, lavender, woody, citrus, warm spicy, conifer.",https://leparfum.com.gr/en/luxury-perfumes/oud_greatness_perfume,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5083,2816-MOOD,2816-MOOD,EL465,EL,Blonde Maracuja Mood London,Elegants Fragrances,10.0,"2816-MOOD Inspired by the fragrance notes of Blonde Maracuja Mood London. Unisex perfume with Passion fruit, Peach, Green pear, Lily, Sandalwood, Vanilla, Patchouli.",https://leparfum.com.gr/en/elegants-fragrances/2816-mood,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5082,2815-DOL,2815-DOL W,WP875,WP,By for women,Fragrances For Women,9.0,"2815-DOL W Inspired by the fragrance notes of By for women. Women's perfume powdery, woody, fresh spicy, lavender, musky, coffee, white floral, citrus.",https://leparfum.com.gr/en/fragrances-for-women/2815-dol-w,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5081,2814-TMFO,2814-TMFO N,AR597,AR,Figue Erotique Tom Ford,Niche Perfumes,15.0,"2814-TMFO N Inspired by the fragrance notes of Figue Erotique Tom Ford. Unisex perfume sweet, woody, green, fruity, yellow floral, citrus, fresh, soft spicy, salty.",https://leparfum.com.gr/en/niche-perfumes/erotique_perfumes,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5080,2813-OMA,2813-OMA N,AR596,AR,Caden Omanluxury,Niche Perfumes,15.0,"2813-OMA N Inspired by the fragrance notes of Caden Omanluxury. Unisex perfume warm spicy, amber, vanilla, leather, woody, aromatic, powdery, musky, coffee, metallic.",https://leparfum.com.gr/en/niche-perfumes/oman_parfums,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5079,2812-ARM,2812-ARM MP,MP403,MP,Stronger With You Powerfully,Fragrances For Men,9.0,"2812-ARM MP Inspired by the fragrance notes of Stronger With You Powerfully. Men's perfume warm spicy, cherry, vanilla, amber, nutty, sweet, woody, balsamic, lavender, powdery.",https://leparfum.com.gr/en/fragrances-for-men/2812-arm-mp,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5078,2811-DRC,2811-DRC MP,MP402,MP,Sauvage Rare Blend,Fragrances For Men,9.0,"2811-DRC MP Inspired by the fragrance notes of Sauvage Rare Blend. Men's perfume amber, oud, vanilla, musky, balsamic, woody, sweet, powdery.",https://leparfum.com.gr/en/fragrances-for-men/2811-drc-mp,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5077,2810-MIN,2810-MIN N,AR595,AR,Prodigy Mind Games,Niche Perfumes,15.0,"2810-MIN N Inspired by the fragrance notes of Prodigy Mind Games. Unisex perfume rose, vanilla, woody, warm spicy, powdery, floral, patchouli, citrus.",https://leparfum.com.gr/en/niche-perfumes/prodigy_perfume,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5076,2809-AZZ,2809-AZZ MP,MP401,MP,Forever Wanted Elixir Azzaro,Fragrances For Men,9.0,"2809-AZZ MP Inspired by the fragrance notes of Forever Wanted Elixir Azzaro. Men's perfume leather, fruity, sweet, aromatic, animalic, citrus, warm spicy, smoky, lavender.",https://leparfum.com.gr/en/fragrances-for-men/2809-azz-mp,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5075,2808-LES,2808-LES N,AR594,AR,Roasted Tangerine Les Liquides Imaginaires,Niche Perfumes,15.0,"2808-LES N Inspired by the fragrance notes of Roasted Tangerine Les Liquides Imaginaires. Unisex perfume citrus, woody, warm spicy, fresh spicy, amber, oud.",https://leparfum.com.gr/en/niche-perfumes/2808-les-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5074,2807-VIRT,2807-VIRT N,AR593,AR,Buttercream Haze The 7 Virtues,Niche Perfumes,15.0,"2807-VIRT N Inspired by the fragrance notes of Buttercream Haze The 7 Virtues. Unisex perfume woody, caramel, sweet, vanilla.",https://leparfum.com.gr/en/niche-perfumes/Buttercream_fragrance,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5073,2806-PHL,2806-PHL N,AR592,AR,Afterglow Phlur,Niche Perfumes,15.0,"2806-PHL N Inspired by the fragrance notes of Afterglow Phlur. Unisex perfume woody, amber, musky, lactonic, floral, powdery, sweet, coconut, balsamic.",https://leparfum.com.gr/en/niche-perfumes/2806-phl-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5072,2805-MARG,2805-MARG,EL464,EL,Never-ending Summer Margiela,Elegants Fragrances,10.0,"2805-MARG Inspired by the fragrance notes of Never-ending Summer Margiela. Unisex perfume citrus, woody, fresh spicy, fresh, aromatic, warm spicy, green, earthy.",https://leparfum.com.gr/en/elegants-fragrances/summer_fragrances,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5071,2804-BOYS,2804-BOYS,EL463,EL,Coco Cream Boy Smells,Elegants Fragrances,10.0,"2804-BOYS Inspired by the fragrance notes of Coco Cream Boy Smells. Unisex perfume vanilla, coconut, white floral, sweet, musky, powdery, lactonic, tropical.",https://leparfum.com.gr/en/elegants-fragrances/coco_cream_fragrance,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5070,2803-AKR,2803-AKR,EL462,EL,Crush Akro,Elegants Fragrances,10.0,"2803-AKR Inspired by the fragrance notes of Crush Akro. Unisex perfume rose, sweet, fruity, almond, nutty, vanilla, floral, tropical, lactonic, fresh.",https://leparfum.com.gr/en/elegants-fragrances/dolce_profumo,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5069,2802-HER,2802-HER MP,MP400,MP,Terre Intense for men,Fragrances For Men,9.0,"2802-HER MP Inspired by the fragrance notes of Terre Intense for men. Perfume coffee, fresh spicy, warm spicy, woody, soft spicy, citrus, sweet, aromatic, anis, mineral.",https://leparfum.com.gr/en/fragrances-for-men/2802-her-mp,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5068,2801-DON,2801-DON W,WP874,WP,Cashmere & Vanilla Essence,Fragrances For Women,9.0,"2801-DON W Inspired by the fragrance notes of Cashmere & Vanilla Essence. Women's perfume vanilla, powdery, woody, violet, amber, soft spicy, fresh, sweet.",https://leparfum.com.gr/en/fragrances-for-women/Cashmere_parfum,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5067,2800-ACQ,2800-ACQ N,AR591,AR,Buongiorno,Niche Perfumes,15.0,"2800-ACQ N Inspired by the fragrance notes of Buongiorno. Unisex perfume fresh spicy, green, aromatic, citrus, fresh, woody, herbal, musky.",https://leparfum.com.gr/en/niche-perfumes/2800-acq-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5066,2799-OBVI,2799-OBVI N,AR590,AR,Milk & Matcha Obvious,Niche Perfumes,15.0,"2799-OBVI N Inspired by the fragrance notes of Milk & Matcha Obvious. Unisex perfume citrus, vanilla, green, powdery, sweet, aromatic, fresh spicy, white , loral, amber, fresh.",https://leparfum.com.gr/en/niche-perfumes/latte_perfumes,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5065,2798-NICO,2798-NICO N,AR589,AR,Macaron Bourbon Nicolai Parfumeur Createur,Niche Perfumes,15.0,"2798-NICO N Inspired by the fragrance notes of Macaron Bourbon Nicolai Parfumeur Createur. Unisex perfume rose, warm spicy, sweet, musky, almond, patchouli, fruity, woody, rum, vanilla.",https://leparfum.com.gr/en/niche-perfumes/macaron_perfumes,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5064,2795-AMG,2795-AMG N,AR588,AR,Jubilation 40 Man Amouage for men,Niche Perfumes,15.0,"2795-AMG N Inspired by the fragrance notes of Jubilation 40 Man Amouage for men. Men's perfume amber, woody, fruity, warm spicy, balsamic, sweet, fresh spicy, aromatic, oud.",https://leparfum.com.gr/en/niche-perfumes/2795-amg-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5063,2794-PAC,2794-PAC W,WP873,WP,Lady Million Lucky,Fragrances For Women,9.0,"2794-PAC W Inspired by the fragrance notes of Lady Million Lucky. Women's perfume woody, sweet, fruity, honey, rose, nutty, floral, white floral, powdery.",https://leparfum.com.gr/en/fragrances-for-women/2794-pac-w,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5062,2793-FRAG,2793-FRAG N,AR587,AR,Oud Noir Intense Fragrance Du Bois,Niche Perfumes,15.0,"2793-FRAG N Inspired by the fragrance notes of Oud Noir Intense Fragrance Du Bois. Unisex perfume warm spicy, oud, woody, powdery, musky, aromatic, patchouli, rose, citrus.",https://leparfum.com.gr/en/niche-perfumes/oud_perfumes,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5061,2792-AJMA,2792-AJMA N,AR586,AR,Musk Silk Ajmal,Niche Perfumes,15.0,"2792-AJMA N Inspired by the fragrance notes of Musk Silk Ajmal. Unisex perfume powdery, white floral, amber, fresh, vanilla, green, sweet, warm spicy.",https://leparfum.com.gr/en/niche-perfumes/2792-ajma-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5060,2791-LTN,2791-LTN N,AR585,AR,the fragrance notes of,Niche Perfumes,15.0,"2791-LTN N Inspired by the fragrance notes of. Unisex perfume floral, fruity, white floral, fresh, sweet, rose.",https://leparfum.com.gr/en/niche-perfumes/2791-ltn-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5059,2790-KIL,2790-KIL N,AR584,AR,Old Fashioned By Kilian,Niche Perfumes,15.0,"2790-KIL N Inspired by the fragrance notes of Old Fashioned By Kilian. Unisex perfume amber, warm spicy, sweet, woody, herbal, powdery, balsamic, green, aromatic, nutty.",https://leparfum.com.gr/en/niche-perfumes/Old_Fashioned_perfum,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5058,2789-PEN,2789-PEN N,AR583,AR,Fortuitous Finley Penhaligon's,Niche Perfumes,15.0,"2789-PEN N Inspired by the fragrance notes of Fortuitous Finley Penhaligon's. Men's perfume warm spicy, green, woody, ozonic, salty, patchouli, powdery, aromatic, aquatic, leather.",https://leparfum.com.gr/en/niche-perfumes/2789-pen-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5057,2606-ARM,2606-ARM W,WP872,WP,Ocean di Gioia Giorgio Armani,Fragrances For Women,9.0,"2606-ARM W Inspired by the fragrance notes of Ocean di Gioia Giorgio Armani. Women's perfume white floral, green, fresh, fruity, citrus, sweet, musky, aquatic, salty, powdery.",https://leparfum.com.gr/en/fragrances-for-women/ocean_perfumes,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5056,2788-MIN,2788-MIN N,AR582,AR,French Defense Mind Games,Niche Perfumes,15.0,"2788-MIN N Inspired by the fragrance notes of French Defense Mind Games. Unisex perfume cherry, amber, sweet, rose, woody, ozonic, powdery, floral.",https://leparfum.com.gr/en/niche-perfumes/2788-min-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5055,2787-KAJ,2787-KAJ N,AR581,AR,Lamar Kajal,Niche Perfumes,15.0,"2787-KAJ N Inspired by the fragrance notes of Lamar Kajal. Unisex perfume fruity, sweet, fresh, rose, musky, woody, tropical, powdery, amber, floral.",https://leparfum.com.gr/en/niche-perfumes/Lamar_Kajal_perfume,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5054,2786-LTN,2786-LTN N,AR580,AR,the fragrance notes,Niche Perfumes,15.0,"2786-LTN N Inspired by the fragrance notes. Citrus, fresh spicy, green, aromatic, herbal, fresh, ozonic.",https://leparfum.com.gr/en/niche-perfumes/2786-ltn-n,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5053,2785-VAL,2785-VAL W,WP871,WP,Born in Roma Extradose Donna Valentino,Fragrances For Women,9.0,"2785-VAL W Inspired by the fragrance notes of Born in Roma Extradose Donna Valentino. Women's perfume vanilla, fruity, rum, woody, soft spicy, powdery, sweet.",https://leparfum.com.gr/en/fragrances-for-women/2785-val-w,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
5052,2784-MARG,2784-MARG N,AR579,AR,Afternoon Delight Margiela,Niche Perfumes,15.0,"2784-MARG N Inspired by the fragrance notes of Afternoon Delight Margiela. Unisex perfume vanilla, sweet, powdery, woody, musky, lactonic.",https://leparfum.com.gr/en/niche-perfumes/lactonic_perfumes,2026-08-20,2026-08-20,ACTIVE,Choose+Bottle+Extra Essence,SHOBI_LIVE_SHOW_ALL
