shobi_code,fragrantica_id,fragrantica_url,fragrantica_name,fragrantica_brand,confidence,source
502-CHA,608,https://www.fragrantica.com/perfume/Chanel/Chanel-N--5-608.html,Chanel N°5 (Vintage),Chanel,high,web-confirmed
