shobi_code,shobi_name,classification,historical_id,historical_in_local,historical_local_brand,historical_local_name,historical_local_url,historical_score,historical_coverage,top_local_id,top_local_brand,top_local_name,top_local_url,top_score,top_coverage
2600-TMU,Angel Lily,HIST_ID_PRESENT_NEEDS_REVIEW,714,yes,Mugler,Angel Garden Of Stars Le Lys,https://www.fragrantica.com/perfume/Mugler/Angel-Garden-Of-Stars-Le-Lys-714.html,0.4000,0.5000,82210,Avon,Lily,https://www.fragrantica.com/perfume/Avon/Lily-82210.html,0.7368,0.5000
2604-JILS,Sun Men Jil Sander,HIST_ID_ABSENT_FROM_LOCAL,619,no,,,,0.0000,0.0000,63249,Zara,Y Yellow Sun,https://www.fragrantica.com/perfume/Zara/Y-Yellow-Sun-63249.html,0.2667,0.3333
2609-TMFO,Opaline Hyacinth,HIST_ID_PRESENT_NEEDS_REVIEW,15916,yes,Tom Ford,Ombre de Hyacinth,https://www.fragrantica.com/perfume/Tom-Ford/Ombre-de-Hyacinth-15916.html,0.5641,0.5000,92823,Demeter Fragrance,Hyacinth,https://www.fragrantica.com/perfume/Demeter-Fragrance/Hyacinth-92823.html,0.6250,0.5000
2627-LTN,Météore,HIST_ID_CONFIRMED_LOCAL,62251,yes,Louis Vuitton,Meteore,https://www.fragrantica.com/perfume/Louis-Vuitton/Meteore-62251.html,0.6667,1.0000,62251,Louis Vuitton,Meteore,https://www.fragrantica.com/perfume/Louis-Vuitton/Meteore-62251.html,0.6667,1.0000
2692-SOL,Cheirosa-87-rio-radiance-tan-lines,HIST_ID_PRESENT_NEEDS_REVIEW,82595,yes,Sol de Janeiro,Rio Radiance,https://www.fragrantica.com/perfume/Sol-de-Janeiro/Rio-Radiance-82595.html,0.5862,0.3333,76319,Sol de Janeiro,Cheirosa Tan Lines,https://www.fragrantica.com/perfume/Sol-de-Janeiro/Cheirosa-Tan-Lines-76319.html,0.5625,0.5000
2697-RIT,Karma Rituals,HIST_ID_ABSENT_FROM_LOCAL,46391,no,,,,0.0000,0.0000,112789,Lush,Karma,https://www.fragrantica.com/perfume/Lush/Karma-112789.html,0.4348,0.5000
2699-RIT,Ayurveda Rituals,HIST_ID_ABSENT_FROM_LOCAL,52638,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
2701-DIP,Cafe Verlet,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,50448,Cafe de Parfum,Eden,https://www.fragrantica.com/perfume/Cafe-de-Parfum/Eden-50448.html,0.7000,0.5000
2773-RIT,The Rituals of Mehr,HIST_ID_ABSENT_FROM_LOCAL,83081,no,,,,0.0000,0.0000,86704,The Dua Brand,Water of Italia,https://www.fragrantica.com/perfume/The-Dua-Brand/Water-of-Italia-86704.html,0.3000,0.3333
2783-LTN,Ink Mark Louis Vuitton,HIST_ID_CONFIRMED_LOCAL,115407,yes,Louis Vuitton,Ink Mark,https://www.fragrantica.com/perfume/Louis-Vuitton/Ink-Mark-115407.html,1.0000,1.0000,115407,Louis Vuitton,Ink Mark,https://www.fragrantica.com/perfume/Louis-Vuitton/Ink-Mark-115407.html,1.0000,1.0000
2785-VAL,Valentino-donna-born-in-roma-extradose,HIST_ID_CONFIRMED_LOCAL,101384,yes,Valentino,Born in Roma Extradose Donna,https://www.fragrantica.com/perfume/Valentino/Born-in-Roma-Extradose-Donna-101384.html,1.0000,1.0000,101384,Valentino,Born in Roma Extradose Donna,https://www.fragrantica.com/perfume/Valentino/Born-in-Roma-Extradose-Donna-101384.html,1.0000,1.0000
2786-LTN,Rain Tea Louis Vuitton,HIST_ID_CONFIRMED_LOCAL,115406,yes,Louis Vuitton,Rain Tea,https://www.fragrantica.com/perfume/Louis-Vuitton/Rain-Tea-115406.html,1.0000,1.0000,115406,Louis Vuitton,Rain Tea,https://www.fragrantica.com/perfume/Louis-Vuitton/Rain-Tea-115406.html,1.0000,1.0000
2791-LTN,Moon Tale Louis Vuitton,HIST_ID_CONFIRMED_LOCAL,115408,yes,Louis Vuitton,Moon Tale,https://www.fragrantica.com/perfume/Louis-Vuitton/Moon-Tale-115408.html,1.0000,1.0000,115408,Louis Vuitton,Moon Tale,https://www.fragrantica.com/perfume/Louis-Vuitton/Moon-Tale-115408.html,1.0000,1.0000
2802-HER,Terre Intense for men,HIST_ID_CONFIRMED_LOCAL,102772,yes,Hermes,Terre d Hermes Intense,https://www.fragrantica.com/perfume/Hermes/Terre-d-Hermes-Intense-102772.html,0.8333,1.0000,102772,Hermes,Terre d Hermes Intense,https://www.fragrantica.com/perfume/Hermes/Terre-d-Hermes-Intense-102772.html,0.8333,1.0000
2816-MOOD,Blonde Maracuja Mood London,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,44369,Bahoma London,Jolie,https://www.fragrantica.com/perfume/Bahoma-London/Jolie-44369.html,0.4783,0.2500
2829-PARF,Athénaïs,HIST_ID_CONFIRMED_LOCAL,123716,yes,Parfums de Marly,Athenais,https://www.fragrantica.com/perfume/Parfums-de-Marly/Athenais-123716.html,0.6667,1.0000,123716,Parfums de Marly,Athenais,https://www.fragrantica.com/perfume/Parfums-de-Marly/Athenais-123716.html,0.6667,1.0000
2837-GUL,Scandal-pour-homme-elixir,HIST_ID_CONFIRMED_LOCAL,121453,yes,Jean Paul Gaultier,Scandal Pour Homme Elixir,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Scandal-Pour-Homme-Elixir-121453.html,0.7000,1.0000,121454,Jean Paul Gaultier,Scandal Elixir,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Scandal-Elixir-121454.html,0.7000,1.0000
[no-code],Danat Al Duniya Eau de Parfum,NEW_LOCAL_STRONG,,no,,,,0.0000,0.0000,45398,Ajmal,Danat Al Duniya,https://www.fragrantica.com/perfume/Ajmal/Danat-Al-Duniya-45398.html,0.8750,1.0000
-HUG,HUGO MAN,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,381,Hugo Boss,Boss Woman,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-Woman-381.html,0.7500,1.0000
-VICT,ANGELS ONLY,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,24876,Victoria s Secret,Angels Only,https://www.fragrantica.com/perfume/Victoria-s-Secret/Angels-Only-24876.html,0.7500,1.0000
ALH004,Dhahab,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,35888,Ajmal,Wisal Dhahab,https://www.fragrantica.com/perfume/Ajmal/Wisal-Dhahab-35888.html,0.6667,1.0000
ALH078,Amber Oud Gold Edition,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,51816,Al Haramain Perfumes,Amber Oud Gold Edition,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Amber-Oud-Gold-Edition-51816.html,0.7500,1.0000
