shobi_code,shobi_name,classification,historical_id,historical_in_local,historical_local_brand,historical_local_name,historical_local_url,historical_score,historical_coverage,top_local_id,top_local_brand,top_local_name,top_local_url,top_score,top_coverage
946-VER,ORIENTAL OUD,HIST_ID_CONFIRMED_LOCAL,22819,yes,Versace,Versace Pour Femme Oud Oriental,https://www.fragrantica.com/perfume/Versace/Versace-Pour-Femme-Oud-Oriental-22819.html,0.8333,1.0000,127633,Arabian Oud,Oriental Oud,https://www.fragrantica.com/perfume/Arabian-Oud/Oriental-Oud-127633.html,0.8333,1.0000
950-VICT,Amber Romance,HIST_ID_CONFIRMED_LOCAL,7990,yes,Victoria s Secret,Amber Romance,https://www.fragrantica.com/perfume/Victoria-s-Secret/Amber-Romance-7990.html,0.7500,1.0000,7990,Victoria s Secret,Amber Romance,https://www.fragrantica.com/perfume/Victoria-s-Secret/Amber-Romance-7990.html,0.7500,1.0000
955-VICT,Coconut Passion,HIST_ID_CONFIRMED_LOCAL,7993,yes,Victoria s Secret,Coconut Passion,https://www.fragrantica.com/perfume/Victoria-s-Secret/Coconut-Passion-7993.html,0.7500,1.0000,114727,Victoria s Secret,Coconut Passion,https://www.fragrantica.com/perfume/Victoria-s-Secret/Coconut-Passion-114727.html,0.7500,1.0000
958-VICT,Fabulous-eau-de-,HIST_ID_CONFIRMED_LOCAL,17699,yes,Victoria s Secret,Fabulous,https://www.fragrantica.com/perfume/Victoria-s-Secret/Fabulous-17699.html,0.6667,1.0000,24087,Calzedonia,Fabulous,https://www.fragrantica.com/perfume/Calzedonia/Fabulous-24087.html,0.7500,1.0000
959-VICT,Forbidden,HIST_ID_CONFIRMED_LOCAL,23244,yes,Victoria s Secret,Victoria s Secret Forbidden,https://www.fragrantica.com/perfume/Victoria-s-Secret/Victoria-s-Secret-Forbidden-23244.html,0.6667,1.0000,122267,aptuum,Forbidden Feast,https://www.fragrantica.com/perfume/aptuum/Forbidden-Feast-122267.html,0.6667,1.0000
960-VICT,LOVE ME - VICTORIA'S SECRET,HIST_ID_CONFIRMED_LOCAL,29526,yes,Victoria s Secret,Love Me,https://www.fragrantica.com/perfume/Victoria-s-Secret/Love-Me-29526.html,1.0000,1.0000,29526,Victoria s Secret,Love Me,https://www.fragrantica.com/perfume/Victoria-s-Secret/Love-Me-29526.html,1.0000,1.0000
964-VICT,Scandalous,HIST_ID_CONFIRMED_LOCAL,28256,yes,Victoria s Secret,Scandalous,https://www.fragrantica.com/perfume/Victoria-s-Secret/Scandalous-28256.html,0.6667,1.0000,28256,Victoria s Secret,Scandalous,https://www.fragrantica.com/perfume/Victoria-s-Secret/Scandalous-28256.html,0.6667,1.0000
965-VICT,SEXY LITTLE THINGS-NOIR TEASE TEMPTATION - VICTORIA'S SECRET,HIST_ID_CONFIRMED_LOCAL,13261,yes,Victoria s Secret,Sexy Little Things Noir Tease Temptation,https://www.fragrantica.com/perfume/Victoria-s-Secret/Sexy-Little-Things-Noir-Tease-Temptation-13261.html,1.0000,1.0000,13261,Victoria s Secret,Sexy Little Things Noir Tease Temptation,https://www.fragrantica.com/perfume/Victoria-s-Secret/Sexy-Little-Things-Noir-Tease-Temptation-13261.html,1.0000,1.0000
966-VICT,TEASE - VICTORIA'S SECRET,HIST_ID_CONFIRMED_LOCAL,9730,yes,Victoria s Secret,Sexy Little Things Noir Tease,https://www.fragrantica.com/perfume/Victoria-s-Secret/Sexy-Little-Things-Noir-Tease-9730.html,0.7143,1.0000,47870,Victoria s Secret,Tease,https://www.fragrantica.com/perfume/Victoria-s-Secret/Tease-47870.html,1.0000,1.0000
986-YZLO,OPIUM,HIST_ID_CONFIRMED_LOCAL,93,yes,Yves Saint Laurent,Opium 1977,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Opium-1977-93.html,0.6000,1.0000,37618,Bohdidharma,Onyx Opium,https://www.fragrantica.com/perfume/Bohdidharma/Onyx-Opium-37618.html,0.6667,1.0000
992-ZAD,Girls Can Do Anything,HIST_ID_ABSENT_FROM_LOCAL,51198,no,,,,0.0000,0.0000,70795,American Eagle,Do Anything,https://www.fragrantica.com/perfume/American-Eagle/Do-Anything-70795.html,0.6809,0.5000
993-ZAD,JUST ROCK FOR HER - ZADIG & VOLTAIRE,HIST_ID_ABSENT_FROM_LOCAL,45862,no,,,,0.0000,0.0000,10590,Cesare Paciotti,Cesare Paciotti For Her,https://www.fragrantica.com/perfume/Cesare-Paciotti/Cesare-Paciotti-For-Her-10590.html,0.2857,0.2000
994-ZAD,This Is Her,HIST_ID_ABSENT_FROM_LOCAL,39358,no,,,,0.0000,0.0000,73324,Dilis Parfum,For Her,https://www.fragrantica.com/perfume/Dilis-Parfum/For-Her-73324.html,0.7000,0.3333
995-ZAR,POUR FEMME,NO_LOCAL_CANDIDATE,,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
1006-ACQ,COLONIA INTENSA OUD,HIST_ID_CONFIRMED_LOCAL,15519,yes,Acqua di Parma,Colonia Intensa Oud Eau de Cologne Concentree,https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Intensa-Oud-Eau-de-Cologne-Concentree-15519.html,0.6875,1.0000,15519,Acqua di Parma,Colonia Intensa Oud Eau de Cologne Concentree,https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Intensa-Oud-Eau-de-Cologne-Concentree-15519.html,0.6875,1.0000
1008-ACQ,COLONIA PURA (U),HIST_ID_CONFIRMED_LOCAL,45876,yes,Acqua di Parma,Acqua di Parma Colonia Pura,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-Parma-Colonia-Pura-45876.html,0.7000,1.0000,45876,Acqua di Parma,Acqua di Parma Colonia Pura,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-Parma-Colonia-Pura-45876.html,0.7000,1.0000
1014-AZZ,CLASSIC,HIST_ID_PRESENT_NEEDS_REVIEW,829,yes,Azzaro,Azzaro pour Homme,https://www.fragrantica.com/perfume/Azzaro/Azzaro-pour-Homme-829.html,0.1000,0.0000,21114,Cinch,Cinch Classic,https://www.fragrantica.com/perfume/Cinch/Cinch-Classic-21114.html,0.7500,1.0000
1016-AZZ,VISIT AZZARO,HIST_ID_CONFIRMED_LOCAL,598,yes,Azzaro,Visit For Men,https://www.fragrantica.com/perfume/Azzaro/Visit-For-Men-598.html,1.0000,1.0000,598,Azzaro,Visit For Men,https://www.fragrantica.com/perfume/Azzaro/Visit-For-Men-598.html,1.0000,1.0000
1021-BOG,One Man Show Eau de Toilette,HIST_ID_ABSENT_FROM_LOCAL,7795,no,,,,0.0000,0.0000,18930,Mugler,Mugler Show,https://www.fragrantica.com/perfume/Mugler/Mugler-Show-18930.html,0.4615,0.5000
1023-BOT,pour Homme Extrême,HIST_ID_CONFIRMED_LOCAL,29351,yes,Bottega Veneta,Bottega Veneta Pour Homme Extreme,https://www.fragrantica.com/perfume/Bottega-Veneta/Bottega-Veneta-Pour-Homme-Extreme-29351.html,0.6667,1.0000,36337,Cadillac,Cadillac Extreme,https://www.fragrantica.com/perfume/Cadillac/Cadillac-Extreme-36337.html,0.7500,1.0000
1026-BRB,Brit,HIST_ID_CONFIRMED_LOCAL,1115,yes,Burberry,Burberry Brit for Men,https://www.fragrantica.com/perfume/Burberry/Burberry-Brit-for-Men-1115.html,0.7500,1.0000,28522,Burberry,Burberry Brit Eau de Toilette,https://www.fragrantica.com/perfume/Burberry/Burberry-Brit-Eau-de-Toilette-28522.html,0.7500,1.0000
1028-BRB,Sport For Men,HIST_ID_CONFIRMED_LOCAL,7614,yes,Burberry,Burberry Sport for Men,https://www.fragrantica.com/perfume/Burberry/Burberry-Sport-for-Men-7614.html,0.7500,1.0000,46919,Courreges,Homme Sport,https://www.fragrantica.com/perfume/Courreges/Homme-Sport-46919.html,0.7500,1.0000
1031-BRB,RHYTHM BRIT - BURBERRY,HIST_ID_CONFIRMED_LOCAL,18903,yes,Burberry,Burberry Brit Rhythm,https://www.fragrantica.com/perfume/Burberry/Burberry-Brit-Rhythm-18903.html,1.0000,1.0000,18903,Burberry,Burberry Brit Rhythm,https://www.fragrantica.com/perfume/Burberry/Burberry-Brit-Rhythm-18903.html,1.0000,1.0000
1034-BLG,AQUA - BVLGARI,HIST_ID_CONFLICT_LOCAL_BETTER,153,yes,Bvlgari,Aqva Pour Homme,https://www.fragrantica.com/perfume/Bvlgari/Aqva-Pour-Homme-153.html,0.5833,0.5000,2094,Bvlgari,Aqua Pour Homme Edition Limitee,https://www.fragrantica.com/perfume/Bvlgari/Aqua-Pour-Homme-Edition-Limitee-2094.html,0.8333,1.0000
1037-BLG,Bvl Man,HIST_ID_PRESENT_NEEDS_REVIEW,148,yes,Bvlgari,BLV Pour Homme,https://www.fragrantica.com/perfume/Bvlgari/BLV-Pour-Homme-148.html,0.4286,0.0000,,,,,0.0000,0.0000
1041-BLG,POUR HOMME BLG,HIST_ID_PRESENT_NEEDS_REVIEW,143,yes,Bvlgari,Bvlgari Pour Homme,https://www.fragrantica.com/perfume/Bvlgari/Bvlgari-Pour-Homme-143.html,0.3333,0.0000,,,,,0.0000,0.0000
1042-CAC,POUR HOMME,HIST_ID_PRESENT_NEEDS_REVIEW,2036,yes,Cacharel,Cacharel pour L Homme,https://www.fragrantica.com/perfume/Cacharel/Cacharel-pour-L-Homme-2036.html,0.0000,0.0000,,,,,0.0000,0.0000
1044-CAL,ETERNITY,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,257,Calvin Klein,Eternity,https://www.fragrantica.com/perfume/Calvin-Klein/Eternity-257.html,0.6667,1.0000
1046-CAL,EVERYONE,HIST_ID_CONFIRMED_LOCAL,59021,yes,Calvin Klein,CK Everyone Eau de Toilette,https://www.fragrantica.com/perfume/Calvin-Klein/CK-Everyone-Eau-de-Toilette-59021.html,0.6250,1.0000,119200,Creation Lamis,Everyone,https://www.fragrantica.com/perfume/Creation-Lamis/Everyone-119200.html,0.6667,1.0000
1060-CRT,L'ENVOL DE CARTIER,HIST_ID_CONFIRMED_LOCAL,39885,yes,Cartier,L Envol de Cartier Eau de Parfum,https://www.fragrantica.com/perfume/Cartier/L-Envol-de-Cartier-Eau-de-Parfum-39885.html,1.0000,1.0000,39885,Cartier,L Envol de Cartier Eau de Parfum,https://www.fragrantica.com/perfume/Cartier/L-Envol-de-Cartier-Eau-de-Parfum-39885.html,1.0000,1.0000
1063-CER,pour Homme Eau de Toilette (Eau de Toilette),HIST_ID_PRESENT_NEEDS_REVIEW,1441,yes,Cerruti,Cerruti Pour Homme,https://www.fragrantica.com/perfume/Cerruti/Cerruti-Pour-Homme-1441.html,0.0000,0.0000,,,,,0.0000,0.0000
1076-DRC,FAHRENEIT,NO_LOCAL_CANDIDATE,,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
1080-DRC,HOMME,HIST_ID_PRESENT_NEEDS_REVIEW,230,yes,Dior,Dior Homme 2005,https://www.fragrantica.com/perfume/Dior/Dior-Homme-2005-230.html,0.0000,0.0000,,,,,0.0000,0.0000
1081-DRC,HOMME EAU,NO_LOCAL_CANDIDATE,,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
1082-DRC,HOMME SPORT,HIST_ID_CONFIRMED_LOCAL,4033,yes,Dior,Dior Homme Sport,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Sport-4033.html,0.7500,1.0000,46919,Courreges,Homme Sport,https://www.fragrantica.com/perfume/Courreges/Homme-Sport-46919.html,0.7500,1.0000
1090-COS,COSTUME NATIONAL HOMME,HIST_ID_CONFIRMED_LOCAL,7047,yes,CoSTUME NATIONAL,Costume National Homme,https://www.fragrantica.com/perfume/CoSTUME-NATIONAL/Costume-National-Homme-7047.html,1.0000,1.0000,7047,CoSTUME NATIONAL,Costume National Homme,https://www.fragrantica.com/perfume/CoSTUME-NATIONAL/Costume-National-Homme-7047.html,1.0000,1.0000
1092-DOL,By Man Eau de Toilette,HIST_ID_PRESENT_NEEDS_REVIEW,490,yes,Dolce Gabbana,By,https://www.fragrantica.com/perfume/Dolce-Gabbana/By-490.html,0.0000,0.0000,,,,,0.0000,0.0000
1094-DOL,K KING (2019),HIST_ID_PRESENT_NEEDS_REVIEW,56358,yes,Dolce Gabbana,K by Dolce Gabbana,https://www.fragrantica.com/perfume/Dolce-Gabbana/K-by-Dolce-Gabbana-56358.html,0.1111,0.0000,,,,,0.0000,0.0000
1102-DAV,COOL WATER WOMAN,HIST_ID_CONFIRMED_LOCAL,507,yes,Davidoff,Cool Water,https://www.fragrantica.com/perfume/Davidoff/Cool-Water-507.html,0.8333,1.0000,507,Davidoff,Cool Water,https://www.fragrantica.com/perfume/Davidoff/Cool-Water-507.html,0.8333,1.0000
1104-DAV,PURE PACIFIC - DAVIDOFF,HIST_ID_CONFIRMED_LOCAL,14564,yes,Davidoff,Cool Water Pure Pacific for Him,https://www.fragrantica.com/perfume/Davidoff/Cool-Water-Pure-Pacific-for-Him-14564.html,0.7500,1.0000,14565,Davidoff,Cool Water Pure Pacific for Her,https://www.fragrantica.com/perfume/Davidoff/Cool-Water-Pure-Pacific-for-Her-14565.html,0.7500,1.0000
1110-DSQ,BLACK POTION - DSQUARED,HIST_ID_PRESENT_NEEDS_REVIEW,18592,yes,DSQUARED2,Potion Royal Black,https://www.fragrantica.com/perfume/DSQUARED2/Potion-Royal-Black-18592.html,0.5333,0.6667,119199,Creation Lamis,Pure Black,https://www.fragrantica.com/perfume/Creation-Lamis/Pure-Black-119199.html,0.2500,0.3333
1116-ZEG,UOMO ABSOLUT - ERMENEGILDO ZEGNA,HIST_ID_ABSENT_FROM_LOCAL,28142,no,,,,0.0000,0.0000,2585,Valentino,Vendetta Uomo,https://www.fragrantica.com/perfume/Valentino/Vendetta-Uomo-2585.html,0.2083,0.2500
1118-FAB,BRUT 1964,HIST_ID_ABSENT_FROM_LOCAL,38206,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
1121-GFE,FERRE MAN,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,52617,Al Ambra,Irish Ferre,https://www.fragrantica.com/perfume/Al-Ambra/Irish-Ferre-52617.html,0.6250,1.0000
1122-GFE,In the Mood for Love,HIST_ID_ABSENT_FROM_LOCAL,6530,no,,,,0.0000,0.0000,111950,CULT,Woman in Love,https://www.fragrantica.com/perfume/CULT/Woman-in-Love-111950.html,0.5833,0.6667
1123-ARM,ACQUA DI GIO,HIST_ID_CONFIRMED_LOCAL,410,yes,Giorgio Armani,Acqua di Gio,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gio-410.html,0.8000,1.0000,410,Giorgio Armani,Acqua di Gio,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gio-410.html,0.8000,1.0000
1133-ARM,BLACK CODE,HIST_ID_PRESENT_NEEDS_REVIEW,412,yes,Giorgio Armani,Armani Code,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Code-412.html,0.3750,0.5000,103678,Brocard,Gangster Black Code,https://www.fragrantica.com/perfume/Brocard/Gangster-Black-Code-103678.html,0.7500,1.0000
1135-ARM,LUI/IL/HE/EL,HIST_ID_PRESENT_NEEDS_REVIEW,416,yes,Giorgio Armani,Emporio Armani Lui,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Lui-416.html,0.1964,0.2500,40640,Arquiste,El,https://www.fragrantica.com/perfume/Arquiste/El-40640.html,0.5217,0.2500
1136-ARM,STRONGER WITH YOU (EMPORIO),HIST_ID_CONFIRMED_LOCAL,45258,yes,Giorgio Armani,Emporio Armani Stronger With You,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-45258.html,0.8333,1.0000,45258,Giorgio Armani,Emporio Armani Stronger With You,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-45258.html,0.8333,1.0000
1137-ARM,WHITE,HIST_ID_CONFIRMED_LOCAL,419,yes,Giorgio Armani,Emporio Armani White For Him,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-White-For-Him-419.html,0.6000,1.0000,50429,Converse,White,https://www.fragrantica.com/perfume/Converse/White-50429.html,0.7500,1.0000
1141-GIV,P,HIST_ID_PRESENT_NEEDS_REVIEW,39,yes,Givenchy,Pi,https://www.fragrantica.com/perfume/Givenchy/Pi-39.html,0.0000,0.0000,,,,,0.0000,0.0000
1146-GUC,Guilty Intense,HIST_ID_CONFIRMED_LOCAL,13075,yes,Gucci,Gucci Guilty Intense Pour Homme,https://www.fragrantica.com/perfume/Gucci/Gucci-Guilty-Intense-Pour-Homme-13075.html,0.8333,1.0000,71377,Gucci,Gucci Guilty Eau de Parfum Intense Pour Femme,https://www.fragrantica.com/perfume/Gucci/Gucci-Guilty-Eau-de-Parfum-Intense-Pour-Femme-71377.html,0.8333,1.0000
1151-HAL,Halston Z-14 Cologne,HIST_ID_ABSENT_FROM_LOCAL,3697,no,,,,0.0000,0.0000,43700,Caron,Eau de Cologne,https://www.fragrantica.com/perfume/Caron/Eau-de-Cologne-43700.html,0.7097,0.3333
1164-HUG,ELEMENTS - HUGO BOSS,HIST_ID_CONFIRMED_LOCAL,571,yes,Hugo Boss,Boss Elements,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-Elements-571.html,1.0000,1.0000,571,Hugo Boss,Boss Elements,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-Elements-571.html,1.0000,1.0000
1172-ISS,EAU D'ISSEY HOMME - ISSEY MIYAKE,HIST_ID_CONFLICT_LOCAL_BETTER,79,yes,Kenzo,L Eau par Kenzo pour Homme,https://www.fragrantica.com/perfume/Kenzo/L-Eau-par-Kenzo-pour-Homme-79.html,0.1212,0.0000,720,Issey Miyake,L eau d Issey,https://www.fragrantica.com/perfume/Issey-Miyake/L-eau-d-Issey-720.html,1.0000,1.0000
1182-JIM,JIMMY CHOO MAN,HIST_ID_CONFIRMED_LOCAL,25977,yes,Jimmy Choo,Jimmy Choo Man,https://www.fragrantica.com/perfume/Jimmy-Choo/Jimmy-Choo-Man-25977.html,1.0000,1.0000,10573,Jimmy Choo,Jimmy Choo,https://www.fragrantica.com/perfume/Jimmy-Choo/Jimmy-Choo-10573.html,1.0000,1.0000
1184-JOO,JOOP - JOOP,HIST_ID_ABSENT_FROM_LOCAL,1251,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
1186-JOO,WOW - JOOP,HIST_ID_ABSENT_FROM_LOCAL,42887,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
1187-JOV,White Musk for Women,HIST_ID_ABSENT_FROM_LOCAL,7524,no,,,,0.0000,0.0000,3770,Montale,White Musk,https://www.fragrantica.com/perfume/Montale/White-Musk-3770.html,0.8333,1.0000
1196-LAC,L.12.12 MAGNETIC,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,85684,The Dua Brand,Magnetic,https://www.fragrantica.com/perfume/The-Dua-Brand/Magnetic-85684.html,0.6250,0.5000
1197-LAC,LACOSTE HOMME,HIST_ID_ABSENT_FROM_LOCAL,670,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
1198-LAL,ENCRE NOIR - LALIQUE,HIST_ID_PRESENT_NEEDS_REVIEW,1834,yes,Lalique,Encre Noire,https://www.fragrantica.com/perfume/Lalique/Encre-Noire-1834.html,0.5946,0.6667,87291,Lalique,Encre Indigo,https://www.fragrantica.com/perfume/Lalique/Encre-Indigo-87291.html,0.5833,0.6667
1201-LBI,Venezia Uomo,HIST_ID_ABSENT_FROM_LOCAL,3002,no,,,,0.0000,0.0000,122705,Caneza,Uomo,https://www.fragrantica.com/perfume/Caneza/Uomo-122705.html,0.7826,0.5000
1204-LOE,Solo Cedro,HIST_ID_CONFIRMED_LOCAL,30321,yes,Loewe,Solo Loewe Cedro,https://www.fragrantica.com/perfume/Loewe/Solo-Loewe-Cedro-30321.html,0.8333,1.0000,30321,Loewe,Solo Loewe Cedro,https://www.fragrantica.com/perfume/Loewe/Solo-Loewe-Cedro-30321.html,0.8333,1.0000
1205-LOL,Au Masculin,HIST_ID_ABSENT_FROM_LOCAL,458,no,,,,0.0000,0.0000,110032,Adopt Parfums,Au Masculin,https://www.fragrantica.com/perfume/Adopt-Parfums/Au-Masculin-110032.html,0.7500,1.0000
1224-APO,SCULPTURE,HIST_ID_ABSENT_FROM_LOCAL,925,no,,,,0.0000,0.0000,53636,Al Haramain Perfumes,Portfolio Floral Sculpture,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Portfolio-Floral-Sculpture-53636.html,0.5833,1.0000
1236-PAL,Minotaure,HIST_ID_ABSENT_FROM_LOCAL,1695,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
1245-PRA,PRADA AMBER,HIST_ID_CONFLICT_LOCAL_BETTER,1045,yes,Prada,Prada,https://www.fragrantica.com/perfume/Prada/Prada-1045.html,0.6364,0.5000,1044,Prada,Prada Amber Pour Homme Prada Man,https://www.fragrantica.com/perfume/Prada/Prada-Amber-Pour-Homme-Prada-Man-1044.html,1.0000,1.0000
1251-ROM,ROYAL BLUE,HIST_ID_ABSENT_FROM_LOCAL,21103,no,,,,0.0000,0.0000,41901,Brooksfield,Royal Blue,https://www.fragrantica.com/perfume/Brooksfield/Royal-Blue-41901.html,0.8333,1.0000
1254-RCAV,JUST HIM - ROBERTO CAVALLI,HIST_ID_ABSENT_FROM_LOCAL,848,no,,,,0.0000,0.0000,55084,Zara,For Him Blue Sport,https://www.fragrantica.com/perfume/Zara/For-Him-Blue-Sport-55084.html,0.3721,0.2500
1259-SHU,OLD SPICE,HIST_ID_ABSENT_FROM_LOCAL,14746,no,,,,0.0000,0.0000,140559,Celio,Spice,https://www.fragrantica.com/perfume/Celio/Spice-140559.html,0.7000,0.5000
1483-DSQ,POTION,HIST_ID_CONFIRMED_LOCAL,12937,yes,DSQUARED2,Potion,https://www.fragrantica.com/perfume/DSQUARED2/Potion-12937.html,0.7500,1.0000,63325,Lush,Potion,https://www.fragrantica.com/perfume/Lush/Potion-63325.html,0.7500,1.0000
1486-TRU,TRUSSARDI UOMO,NEW_LOCAL_STRONG,,no,,,,0.0000,0.0000,1039,Trussardi,Trussardi Uomo,https://www.fragrantica.com/perfume/Trussardi/Trussardi-Uomo-1039.html,1.0000,1.0000
1495-BRB,Her-london-dream-eau-de-,HIST_ID_CONFIRMED_LOCAL,60795,yes,Burberry,Burberry Her London Dream,https://www.fragrantica.com/perfume/Burberry/Burberry-Her-London-Dream-60795.html,0.8750,1.0000,60795,Burberry,Burberry Her London Dream,https://www.fragrantica.com/perfume/Burberry/Burberry-Her-London-Dream-60795.html,0.8750,1.0000
1496-BRB,BURBERRY WEEKEND,HIST_ID_CONFIRMED_LOCAL,1000,yes,Burberry,Weekend for Women,https://www.fragrantica.com/perfume/Burberry/Weekend-for-Women-1000.html,1.0000,1.0000,999,Burberry,Weekend for Men,https://www.fragrantica.com/perfume/Burberry/Weekend-for-Men-999.html,1.0000,1.0000
1502-CHA,the fragrance COCON MADEM L'EAU PRIVEE,HIST_ID_PRESENT_NEEDS_REVIEW,62194,yes,Chanel,Coco Mademoiselle L Eau Privee,https://www.fragrantica.com/perfume/Chanel/Coco-Mademoiselle-L-Eau-Privee-62194.html,0.6939,0.3333,62194,Chanel,Coco Mademoiselle L Eau Privee,https://www.fragrantica.com/perfume/Chanel/Coco-Mademoiselle-L-Eau-Privee-62194.html,0.6939,0.3333
1523-AFN,DEHN AL OUDH ABIYAD,NEW_LOCAL_STRONG,,no,,,,0.0000,0.0000,27357,Afnan,Dehn al Oudh Abiyad,https://www.fragrantica.com/perfume/Afnan/Dehn-al-Oudh-Abiyad-27357.html,0.9000,1.0000
1526-AL HAR,MUKHALLAT AL EMIRATES,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,48276,Al Rehab,Mukhallat Al Wazeer,https://www.fragrantica.com/perfume/Al-Rehab/Mukhallat-Al-Wazeer-48276.html,0.6122,0.6667
1534-SWI,SWISS ARMY VICTORINOX,NO_LOCAL_CANDIDATE,,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
1542-JOM,English Oak & Redcurrant by Jo Malone London,HIST_ID_CONFIRMED_LOCAL,46186,yes,Jo Malone London,English Oak Redcurrant,https://www.fragrantica.com/perfume/Jo-Malone-London/English-Oak-Redcurrant-46186.html,1.0000,1.0000,46186,Jo Malone London,English Oak Redcurrant,https://www.fragrantica.com/perfume/Jo-Malone-London/English-Oak-Redcurrant-46186.html,1.0000,1.0000
1550-YAN,HOME SWEET HOME - YANKEE,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,55345,Brocard,Sweet Home,https://www.fragrantica.com/perfume/Brocard/Sweet-Home-55345.html,0.6000,0.6667
1551-VICT,Tease-dreamer-eau-de-,HIST_ID_CONFIRMED_LOCAL,54073,yes,Victoria s Secret,Tease Dreamer,https://www.fragrantica.com/perfume/Victoria-s-Secret/Tease-Dreamer-54073.html,0.7500,1.0000,133227,Victoria s Secret,Tease Dreamer,https://www.fragrantica.com/perfume/Victoria-s-Secret/Tease-Dreamer-133227.html,0.7500,1.0000
1627-CLIV,VANILLA ORCHID XXI ART DECO - CLIVE CHRISTIAN,HIST_ID_CONFIRMED_LOCAL,50752,yes,Clive Christian,XXI Art Deco Vanilla Orchid,https://www.fragrantica.com/perfume/Clive-Christian/XXI-Art-Deco-Vanilla-Orchid-50752.html,1.0000,1.0000,50752,Clive Christian,XXI Art Deco Vanilla Orchid,https://www.fragrantica.com/perfume/Clive-Christian/XXI-Art-Deco-Vanilla-Orchid-50752.html,1.0000,1.0000
1628-AL HAR,WARDIA,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,19945,Al Haramain Perfumes,Wardia,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Wardia-19945.html,0.6250,1.0000
1629-AL HAR,MUSK MALIKI,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,48224,Al Haramain Perfumes,Musk Maliki,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Musk-Maliki-48224.html,0.7000,1.0000
1641-KHAL,Aloha Parfum,HIST_ID_ABSENT_FROM_LOCAL,22911,no,,,,0.0000,0.0000,39996,Alfaroma,Aloha,https://www.fragrantica.com/perfume/Alfaroma/Aloha-39996.html,0.7500,1.0000
1649-GIV,L INTERDIT INTENSE,NEW_LOCAL_STRONG,,no,,,,0.0000,0.0000,62491,Givenchy,L Interdit Eau de Parfum Intense,https://www.fragrantica.com/perfume/Givenchy/L-Interdit-Eau-de-Parfum-Intense-62491.html,0.8333,1.0000
1654-ACQ,Colonia 1916,HIST_ID_PRESENT_NEEDS_REVIEW,1681,yes,Acqua di Parma,Acqua di Parma Colonia,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-Parma-Colonia-1681.html,0.3500,0.5000,82187,Avon,Colonia 7,https://www.fragrantica.com/perfume/Avon/Colonia-7-82187.html,0.5833,0.5000
1655-JOM,Oat & Cornflower by Jo Malone London,HIST_ID_CONFIRMED_LOCAL,48318,yes,Jo Malone London,Oat Cornflower,https://www.fragrantica.com/perfume/Jo-Malone-London/Oat-Cornflower-48318.html,1.0000,1.0000,48318,Jo Malone London,Oat Cornflower,https://www.fragrantica.com/perfume/Jo-Malone-London/Oat-Cornflower-48318.html,1.0000,1.0000
1658-GUR,La Petite Robe Noire,HIST_ID_CONFIRMED_LOCAL,14681,yes,Guerlain,La Petite Robe Noire,https://www.fragrantica.com/perfume/Guerlain/La-Petite-Robe-Noire-14681.html,0.9000,1.0000,5454,Guerlain,La Petite Robe Noire,https://www.fragrantica.com/perfume/Guerlain/La-Petite-Robe-Noire-5454.html,0.9000,1.0000
