shobi_code,name,fragrantica_id,final_status,reason
1746-XER,,57363,FID_MAPPED,
1747-VICT,,56836,FID_MAPPED,
1748-BYR,,,TERMINAL_NO_FID,INVALID_BRAND_REFERENCE
1749-BLG,,41221,FID_MAPPED,
1750-LTN,,53945,FID_MAPPED,
1751-GUL,,3681,FID_MAPPED,
1752-JUL,,54878,FID_MAPPED,
1753-TEDL,,5942,FID_MAPPED,
1754-HER,,5213,FID_MAPPED,
1755-MNT,,48948,FID_MAPPED,
1756-LBI,,628,FID_MAPPED,
1757-DIP,,49100,FID_MAPPED,
1758-MNT,,1148,FID_MAPPED,
1759-LTN,,81501,FID_MAPPED,
1760-FRE,,4771,FID_MAPPED,
1761-DIP,,3836,FID_MAPPED,
1762-ETLR,,4521,FID_MAPPED,
1763-JILS,,618,FID_MAPPED,
1764-GUR,,53806,FID_MAPPED,
1765-JEN,,870,FID_MAPPED,
1766-PEN,,50255,FID_MAPPED,
1767-LTN,,51016,FID_MAPPED,
1768-LTN,,40501,FID_MAPPED,
1769-LTN,,40495,FID_MAPPED,
1770-BON,,46057,FID_MAPPED,
1771-EMAN,,3612,FID_MAPPED,
1772-TER,,66816,FID_MAPPED,
1773-PRA,,68753,FID_MAPPED,
1774-ARM,,66409,FID_MAPPED,
1775-DIP,,65738,FID_MAPPED,
1776-MNT,,64050,FID_MAPPED,
1780-RCAV,,16760,FID_MAPPED,
1781-LAC,,672,FID_MAPPED,
1782-DIP,,69014,FID_MAPPED,
1783-AL HAR,,19846,FID_MAPPED,
1784-ESC,,64643,FID_MAPPED,
1785-LAN,,62333,FID_MAPPED,
1786-COUR,,70283,FID_MAPPED,
1787-JIM,,64015,FID_MAPPED,
1788-YZLO,,68506,FID_MAPPED,
1789-GUC,,68578,FID_MAPPED,
1794-ISS,,47780,FID_MAPPED,
1795-MARG,,20541,FID_MAPPED,
1796-SERG,,11350,FID_MAPPED,
1797-INI,,30991,FID_MAPPED,
1798-AMG,,25251,FID_MAPPED,
1799-MAN,,32907,FID_MAPPED,
1800-XER,,42988,FID_MAPPED,
1801-JUL,,10296,FID_MAPPED,
1802-JOM,,63920,FID_MAPPED,
1803-DRC,,62638,FID_MAPPED,
1804-DRC,,65551,FID_MAPPED,
1806-PARF,,69117,FID_MAPPED,
1807-PARF,,23270,FID_MAPPED,
1808-LTN,,40497,FID_MAPPED,
1809-PEN,,10559,FID_MAPPED,
1810-RAS,,21365,FID_MAPPED,
1811-ALJA,,74353,FID_MAPPED,
1812-ALJA,,74402,FID_MAPPED,
1814-AJMA,,15083,FID_MAPPED,
1815-PAC,,68724,FID_MAPPED,
1816-TER,,53039,FID_MAPPED,
1817-JUL,,46128,FID_MAPPED,
1818-FRE,,1801,FID_MAPPED,
1819-MIC,,38989,FID_MAPPED,
1820-KUR,,15565,FID_MAPPED,
1821-TMFO,,12765,FID_MAPPED,
1822-MNT,,48947,FID_MAPPED,
1823-DOL,,54493,FID_MAPPED,
1824-VAR,,5534,FID_MAPPED,
1825-CRD,,466,FID_MAPPED,
1826-JOM,,12926,FID_MAPPED,
1827-JOM,,49602,FID_MAPPED,
1828-LAN,,186,FID_MAPPED,
1829-BOB,,11983,FID_MAPPED,
1830-TMFO,,6383,FID_MAPPED,
1831-TMFO,,6384,FID_MAPPED,
1832-TMFO,,6385,FID_MAPPED,
1833-SALV,,3923,FID_MAPPED,
1834-TMFO,,12767,FID_MAPPED,
1835-JUL,,40461,FID_MAPPED,
1836-COT,,6029,FID_MAPPED,
1837-KEI,,2708,FID_MAPPED,
1838-TAU,,4573,FID_MAPPED,
1839-JOV,,44237,FID_MAPPED,
1840-JOO,,660,FID_MAPPED,
1841-BAN,,2803,FID_MAPPED,
1842-YZLO,,99,FID_MAPPED,
1844-BYR,,10759,FID_MAPPED,
1845-BYR,,16220,FID_MAPPED,
1846-MAN,,42782,FID_MAPPED,
1847-LAN,,72050,FID_MAPPED,
1848-LEL,,6334,FID_MAPPED,
1849-PRFRO,,3887,FID_MAPPED,
1850-LEL,,10131,FID_MAPPED,
1851-ARM,,58909,FID_MAPPED,
1852-PRFRO,,11701,FID_MAPPED,
1853-KIL,,23337,FID_MAPPED,
1854-EXN,,53588,FID_MAPPED,
1855-LTN,,49751,FID_MAPPED,
1856-PARF,,18750,FID_MAPPED,
1857-ESCE,,58970,FID_MAPPED,
1858-KUR,,12710,FID_MAPPED,
1859-XER,,52433,FID_MAPPED,
1860-NAS,,4293,FID_MAPPED,
1861-ACQ,,7826,FID_MAPPED,
1862-PRA,,39029,FID_MAPPED,
1863-LAC,,669,FID_MAPPED,
1864-GUC,,687,FID_MAPPED,
1865-YZLO,,46243,FID_MAPPED,
1866-GUC,,13201,FID_MAPPED,
1867-VER,,52180,FID_MAPPED,
1868-VER,,2318,FID_MAPPED,
1869-DOL,,490,FID_MAPPED,
1870-ARDAL,,70365,FID_MAPPED,
1871-PEN,,68998,FID_MAPPED,
1872-DOL,,44034,FID_MAPPED,
1873-MAN,,18043,FID_MAPPED,
1874-LTN,,60388,FID_MAPPED,
1875-ESCE,,58969,FID_MAPPED,
1876-INI,,38666,FID_MAPPED,
1877-INI,,69224,FID_MAPPED,
1878-KIL,,66726,FID_MAPPED,
1879-KIL,,43810,FID_MAPPED,
1880-KIL,,23339,FID_MAPPED,
1881-INI,,66097,FID_MAPPED,
1882-MARG,,31623,FID_MAPPED,
1883-NISH,,30567,FID_MAPPED,
1884-NISH,,37603,FID_MAPPED,
1885-WID,,47781,FID_MAPPED,
1886-PARF,,64667,FID_MAPPED,
1887-XER,,55157,FID_MAPPED,
1888-MOR,,35669,FID_MAPPED,
1889-PEN,,38351,FID_MAPPED,
1890-LEL,,18382,FID_MAPPED,
1891-LEL,,51697,FID_MAPPED,
1892-NRO,,71596,FID_MAPPED,
1893-CHA,,71442,FID_MAPPED,
1894-MNT,,48945,FID_MAPPED,
1895-HER,,72439,FID_MAPPED,
1896-ESC,,70279,FID_MAPPED,
1897-VICT,,73276,FID_MAPPED,
1898-NRO,,73075,FID_MAPPED,
1899-ZARK,,60665,FID_MAPPED,
1900-AMG,,71109,FID_MAPPED,
1901-MOS,,66098,FID_MAPPED,
1902-CRD,,70182,FID_MAPPED,
1903-BYR,,72693,FID_MAPPED,
1904-ARM,,69489,FID_MAPPED,
1905-AMG,,71113,FID_MAPPED,
1906-XER,,59707,FID_MAPPED,
1907-PEN,,71646,FID_MAPPED,
1908-XER,,70789,FID_MAPPED,
1909-XER,,70424,FID_MAPPED,
1910-PRA,,74476,FID_MAPPED,
1911-KIL,,30821,FID_MAPPED,
1912-AMG,,38259,FID_MAPPED,
1913-CAR,,59562,FID_MAPPED,
1915-PAC,,72556,FID_MAPPED,
1916-VICT,,91949,FID_MAPPED,
1917-MNTB,,71652,FID_MAPPED,
1918-PAC,,74962,FID_MAPPED,
1919-PRA,,75668,FID_MAPPED,
1920-XER,,16445,FID_MAPPED,
1921-VIV,,1532,FID_MAPPED,
1922-ORT,,53471,FID_MAPPED,
1923-NISH,,30568,FID_MAPPED,
1924-PARF,,56273,FID_MAPPED,
1925-PEN,,57835,FID_MAPPED,
1926-KOS,,53742,FID_MAPPED,
1927-AMG,,12762,FID_MAPPED,
1928-ROJ,,40687,FID_MAPPED,
1929-BLG,,41222,FID_MAPPED,
1930-VIC,,30499,FID_MAPPED,
1931-TMFO,,54381,FID_MAPPED,
1932-YZLO,,71193,FID_MAPPED,
1935-PARF,,70776,FID_MAPPED,
1936-AMG,,71111,FID_MAPPED,
1937-BIL,,70052,FID_MAPPED,
1938-YZLO,,73149,FID_MAPPED,
1939-BYR,,73438,FID_MAPPED,
1940-FRE,,68794,FID_MAPPED,
1941-ARIA,,69296,FID_MAPPED,
1942-LAN,,74137,FID_MAPPED,
1943-TMFO,,71539,FID_MAPPED,
1944-KUR,,75754,FID_MAPPED,
1945-XER,,12126,FID_MAPPED,
1946-MARC,,54720,FID_MAPPED,
1950-SWISA,,22928,FID_MAPPED,
1951-LAT,,25807,FID_MAPPED,
1953-PEN,,50256,FID_MAPPED,
1954-CARN,,31035,FID_MAPPED,
1955-LAP,,,UNCLASSIFIED_NO_FID,NO_FID_AND_NOT_IN_TERMINAL_AUDIT
1956-JOM,,64551,FID_MAPPED,
1957-PEN,,42702,FID_MAPPED,
1958-DRC,,1377,FID_MAPPED,
1964-ARB,,51307,FID_MAPPED,
1965-BYRP,,53452,FID_MAPPED,
1966-XER,,51439,FID_MAPPED,
1967-XER,,110891,FID_MAPPED,
1968-DOL,,72621,FID_MAPPED,
1969-DOL,,72622,FID_MAPPED,
1970-CHA,,73411,FID_MAPPED,
1971-PAC,,72557,FID_MAPPED,
1972-KAY,,70875,FID_MAPPED,
1973-ETLR,,11411,FID_MAPPED,
1974-MARG,,60105,FID_MAPPED,
1975-ZARK,,25474,FID_MAPPED,
1977-SHIS,,65234,FID_MAPPED,
1978-ARM,,52802,FID_MAPPED,
1979-RAS,,19663,FID_MAPPED,
1980-HIND,,87692,FID_MAPPED,
1981-KHAL,,22907,FID_MAPPED,
1982-ALEX,,22361,FID_MAPPED,
1983-ATTAR,,33414,FID_MAPPED,
1984-ATTAR,,38134,FID_MAPPED,
1985-WID,,54883,FID_MAPPED,
1986-SOO,,10016,FID_MAPPED,
1987-SON,,4655,FID_MAPPED,
1988-THEVE,,32670,FID_MAPPED,
1989-VERT,,47923,FID_MAPPED,
1990-MNT,,3241,FID_MAPPED,
1991-CHL,,71597,FID_MAPPED,
1992-ACQ,,73365,FID_MAPPED,
1993-DRIE,,72594,FID_MAPPED,
1994-ROJ,,17930,FID_MAPPED,
1995-YZLO,,32267,FID_MAPPED,
1996-LTN,,59485,FID_MAPPED,
1997-LTN,,66060,FID_MAPPED,
1998-LTN,,53947,FID_MAPPED,
1999-MAN,,39181,FID_MAPPED,
2000-BLG,,59754,FID_MAPPED,
2001-TMFO,,35575,FID_MAPPED,
2002-DRC,,75642,FID_MAPPED,
2003-KIL,,64761,FID_MAPPED,
2004-BYR,,76339,FID_MAPPED,
2005-EXN,,75961,FID_MAPPED,
2006-NISH,,44174,FID_MAPPED,
2007-SWISA,,10845,FID_MAPPED,
2008-EXN,,75061,FID_MAPPED,
2009-MNT,,30509,FID_MAPPED,
2010-LART,,51203,FID_MAPPED,
2011-LTN,,40500,FID_MAPPED,
2012-DOL,,78873,FID_MAPPED,
2013-CAC,,71610,FID_MAPPED,
2014-AZZ,,66826,FID_MAPPED,
2015-MAN,,76893,FID_MAPPED,
2016-PARELM,,79218,FID_MAPPED,
2017-DIE,,74965,FID_MAPPED,
2018-ARM,,75126,FID_MAPPED,
2019-GUC,,75190,FID_MAPPED,
2020-VICT,,70512,FID_MAPPED,
2021-ROJ,,72723,FID_MAPPED,
2022-ANN,,38258,FID_MAPPED,
2023-PEN,,75584,FID_MAPPED,
2024-DRC,,30164,FID_MAPPED,
2025-TER,,30626,FID_MAPPED,
2026-HER,,49231,FID_MAPPED,
2027-VICT,,76967,FID_MAPPED,
2028-ZARK,,75594,FID_MAPPED,
2029-GUC,,73560,FID_MAPPED,
2032-CAR,,72619,FID_MAPPED,
2033-ARM,,71536,FID_MAPPED,
2034-MAN,,72736,FID_MAPPED,
2035-HER,,74600,FID_MAPPED,
2036-GIS,,58226,FID_MAPPED,
2037-VICT,,122346,FID_MAPPED,
2038-TMFO,,78578,FID_MAPPED,
2039-KAY,,118806,FID_MAPPED,
2040-AMG,,1109,FID_MAPPED,
2041-TMFO,,75489,FID_MAPPED,
2043-VER,,76274,FID_MAPPED,
2044-LORV,,5079,FID_MAPPED,
2045-HER,,6065,FID_MAPPED,
2046-VICT,,72836,FID_MAPPED,
2047-KIL,,68324,FID_MAPPED,
2048-KIL,,50933,FID_MAPPED,
2049-NISH,,74667,FID_MAPPED,
2050-NISH,,74668,FID_MAPPED,
2051-PRFRO,,3886,FID_MAPPED,
2052-CAR,,78576,FID_MAPPED,
2053-BDIK,,73645,FID_MAPPED,
2054-CAR,,76365,FID_MAPPED,
2055-BAT,,78849,FID_MAPPED,
2056-ARIA,,77800,FID_MAPPED,
2057-ESCE,,79414,FID_MAPPED,
2059-NARC,,73265,FID_MAPPED,
2060-BAT,,76785,FID_MAPPED,
2061-YZLO,,78427,FID_MAPPED,
2062-PAC,,79159,FID_MAPPED,
2063-MNT,,78379,FID_MAPPED,
2065-FRA,,87109,FID_MAPPED,
2066-LEL,,20560,FID_MAPPED,
2067-ROJ,,65869,FID_MAPPED,
2069-NISH,,44176,FID_MAPPED,
2071-LAN,,79245,FID_MAPPED,
2072-KIL,,68326,FID_MAPPED,
2073-LTN,,64314,FID_MAPPED,
2074-MAN,,54885,FID_MAPPED,
2075-TMFO,,52789,FID_MAPPED,
2085-CLIV,,,TERMINAL_NO_FID,REAL_FRAGRANCE_MISSING_FRAGRANTICA_PAGE
2086-VICT,,75277,FID_MAPPED,
2088-YZLO,,64718,FID_MAPPED,
2090-MNT,,67108,FID_MAPPED,
2091-AMG,,66527,FID_MAPPED,
2092-MAN,,49030,FID_MAPPED,
2093-MNTB,,31425,FID_MAPPED,
2094-SHIS,,31202,FID_MAPPED,
2095-VICT,,8000,FID_MAPPED,
2096-KEN,,3402,FID_MAPPED,
2097-ACQ,,3108,FID_MAPPED,
2098-MIC,,50396,FID_MAPPED,
2099-MARG,,67789,FID_MAPPED,
2100-MARG,,47891,FID_MAPPED,
2101-KUR,,26252,FID_MAPPED,
2102-MOS,,32393,FID_MAPPED,
2103-EXN,,27564,FID_MAPPED,
2104-CHA,,52483,FID_MAPPED,
2105-MNT,,64641,FID_MAPPED,
2106-MARC,,46802,FID_MAPPED,
2107-GUR,,8705,FID_MAPPED,
2108-BDIK,,51469,FID_MAPPED,
2109-LTN,,53946,FID_MAPPED,
2110-AMG,,64153,FID_MAPPED,
2111-BLG,,42856,FID_MAPPED,
2112-GUC,,693,FID_MAPPED,
2113-XER,,6306,FID_MAPPED,
2114-HER,,79225,FID_MAPPED,
2115-EST,,76833,FID_MAPPED,
2116-ARM,,73284,FID_MAPPED,
2117-YZLO,,75676,FID_MAPPED,
2118-GUC,,79602,FID_MAPPED,
2119-ARM,,78561,FID_MAPPED,
2120-CAR,,77689,FID_MAPPED,
2121-CAR,,77688,FID_MAPPED,
2122-GUR,,79472,FID_MAPPED,
2123-KIL,,79731,FID_MAPPED,
2124-CAR,,77692,FID_MAPPED,
2125-TRU,,73547,FID_MAPPED,
2126-GIV,,74819,FID_MAPPED,
2127-HUG,,79762,FID_MAPPED,
2128-BEN,,77611,FID_MAPPED,
2129-SOL,,56062,FID_MAPPED,
2130-AMG,,920,FID_MAPPED,
2131-CRD,,475,FID_MAPPED,
2132-DRC,,60318,FID_MAPPED,
2133-FRE,,2799,FID_MAPPED,
2134-MEM,,60587,FID_MAPPED,
2135-KUR,,42268,FID_MAPPED,
2136-PARF,,78574,FID_MAPPED,
2137-ROJ,,32537,FID_MAPPED,
2138-TMFO,,18883,FID_MAPPED,
2139-XER,,46097,FID_MAPPED,
2140-XER,,58246,FID_MAPPED,
2141-LTN,,68356,FID_MAPPED,
2142-PARF,,63100,FID_MAPPED,
2143-XER,,21618,FID_MAPPED,
2144-ARM,,79166,FID_MAPPED,
2147-TMFO,,78583,FID_MAPPED,
2148-BAT,,70500,FID_MAPPED,
2149-ESC,,78425,FID_MAPPED,
2150-LEL,,69731,FID_MAPPED,
2151-GIV,,78639,FID_MAPPED,
2152-XER,,55970,FID_MAPPED,
2153-KAY,,59093,FID_MAPPED,
2154-KAY,,68220,FID_MAPPED,
2155-KAY,,79846,FID_MAPPED,
2156-NRO,,78835,FID_MAPPED,
2157-BLG,,79715,FID_MAPPED,
2158-MNT,,82127,FID_MAPPED,
2159-CAR,,77691,FID_MAPPED,
2160-ZAR,,83741,FID_MAPPED,
2161-GUR,,2060,FID_MAPPED,
2162-BRB,,83483,FID_MAPPED,
2163-SNI,,77309,FID_MAPPED,
2164-LAT,,75805,FID_MAPPED,
2165-KAY,,77430,FID_MAPPED,
2167-GUL,,81642,FID_MAPPED,
2168-MARG,,53379,FID_MAPPED,
2169-ROJ,,34996,FID_MAPPED,
2170-BOA,,20516,FID_MAPPED,
2171-XER,,10244,FID_MAPPED,
2172-SWISA,,19456,FID_MAPPED,
2173-ANFAD,,23000,FID_MAPPED,
2174-ZIE,,65069,FID_MAPPED,
2175-ESCE,,66047,FID_MAPPED,
2176-TMFO,,40986,FID_MAPPED,
2177-SERG,,478,FID_MAPPED,
2178-MON,,,UNCLASSIFIED_NO_FID,NO_FID_AND_NOT_IN_TERMINAL_AUDIT
2179-PEN,,23081,FID_MAPPED,
2180-VAL,,62754,FID_MAPPED,
2181-AMG,,50889,FID_MAPPED,
2182-JOM,,51266,FID_MAPPED,
2183-MIY,,78755,FID_MAPPED,
2184-KIL,,11090,FID_MAPPED,
2185-DRC,,232,FID_MAPPED,
2186-PARF,,11771,FID_MAPPED,
2187-INI,,50351,FID_MAPPED,
2188-INI,,42259,FID_MAPPED,
2189-ARM,,76171,FID_MAPPED,
2190-ROJ,,10109,FID_MAPPED,
2191-XER,,11800,FID_MAPPED,
2192-LTN,,73006,FID_MAPPED,
2193-LTN,,49753,FID_MAPPED,
2194-ORT,,69923,FID_MAPPED,
2195-LEL,,6331,FID_MAPPED,
2196-BYR,,66825,FID_MAPPED,
2197-MNT,,3767,FID_MAPPED,
2198-MNT,,71301,FID_MAPPED,
2199-LAT,,25880,FID_MAPPED,
2201-LTN,,81423,FID_MAPPED,
2202-ROJ,,80177,FID_MAPPED,
2203-ARM,,58911,FID_MAPPED,
2204-TMFO,,80083,FID_MAPPED,
2205-TMU,,74871,FID_MAPPED,
2206-GIA,,64757,FID_MAPPED,
2207-BLG,,71542,FID_MAPPED,
2208-TMU,,78581,FID_MAPPED,
2209-MATIE,,76131,FID_MAPPED,
2210-JOM,,87710,FID_MAPPED,
2211-YZLO,,84094,FID_MAPPED,
2212-AMG,,69700,FID_MAPPED,
2213-AMG,,75064,FID_MAPPED,
2214-CAR,,79237,FID_MAPPED,
2215-CAR,,58923,FID_MAPPED,
2216-DOL,,84951,FID_MAPPED,
2217-NRO,,84201,FID_MAPPED,
2218-ARM,,48060,FID_MAPPED,
2219-AJMA,,26016,FID_MAPPED,
2220-AL HAR,,19607,FID_MAPPED,
2221-AMG,,46336,FID_MAPPED,
2222-AMG,,6538,FID_MAPPED,
2223-AMG,,69488,FID_MAPPED,
2224-ARM,,1292,FID_MAPPED,
2225-BON,,51742,FID_MAPPED,
2226-BON,,20551,FID_MAPPED,
2227-CRD,,470,FID_MAPPED,
2228-ESCE,,66048,FID_MAPPED,
2229-ESCE,,66049,FID_MAPPED,
2230-VAR,,31760,FID_MAPPED,
2231-NISH,,30574,FID_MAPPED,
2232-PEN,,43808,FID_MAPPED,
2233-YZLO,,67997,FID_MAPPED,
2234-MON,,69819,FID_MAPPED,
2235-PRA,,83988,FID_MAPPED,
2236-NISH,,74670,FID_MAPPED,
2237-VER,,70884,FID_MAPPED,
2240-PAC,,71708,FID_MAPPED,
2241-GUL,,83889,FID_MAPPED,
2242-THESPD,,55003,FID_MAPPED,
2243-TMFO,,83981,FID_MAPPED,
2244-ARM,,21403,FID_MAPPED,
2245-KUR,,82030,FID_MAPPED,
2246-GUC,,83621,FID_MAPPED,
2247-LTN,,68960,FID_MAPPED,
2248-BYR,,3576,FID_MAPPED,
2249-BYR,,83369,FID_MAPPED,
2250-ARBAS,,128,FID_MAPPED,
2251-JOVP,,49435,FID_MAPPED,
2252-KIL,,84413,FID_MAPPED,
2253-ALEX,,72244,FID_MAPPED,
2254-VER,,10574,FID_MAPPED,
2255-VER,,8009,FID_MAPPED,
2256-GIV,,33,FID_MAPPED,
2257-YZLO,,83296,FID_MAPPED,
2258-DRC,,6555,FID_MAPPED,
2259-GIV,,71272,FID_MAPPED,
2260-BON,,54157,FID_MAPPED,
2261-PARF,,84109,FID_MAPPED,
2262-MEM,,37185,FID_MAPPED,
2263-NAS,,80076,FID_MAPPED,
2264-KAY,,85185,FID_MAPPED,
2265-KAY,,85186,FID_MAPPED,
2266-KAY,,68958,FID_MAPPED,
2267-KAY,,52615,FID_MAPPED,
2268-AMG,,60929,FID_MAPPED,
2269-ARB,,40684,FID_MAPPED,
2270-ORMO,,16896,FID_MAPPED,
2271-ROJ,,81839,FID_MAPPED,
2272-TAU,,41053,FID_MAPPED,
2273-TER,,30623,FID_MAPPED,
2274-XER,,6309,FID_MAPPED,
2275-ROJ,,62320,FID_MAPPED,
2276-ATKI,,22056,FID_MAPPED,
2277-AMG,,18543,FID_MAPPED,
2278-BLG,,145,FID_MAPPED,
2279-LEL,,83918,FID_MAPPED,
2280-XER,,52181,FID_MAPPED,
2281-GUR,,84518,FID_MAPPED,
2282-DRC,,81847,FID_MAPPED,
2283-XER,,26708,FID_MAPPED,
2284-HIS,,7816,FID_MAPPED,
2285-BOT,,55300,FID_MAPPED,
2286-YZLO,,76844,FID_MAPPED,
2287-VAL,,78739,FID_MAPPED,
2288-BAT,,3512,FID_MAPPED,
2293-ACQ,,56007,FID_MAPPED,
2294-ACQ,,56004,FID_MAPPED,
2295-FLOR,,46165,FID_MAPPED,
2296-KAY,,85187,FID_MAPPED,
2297-BYR,,85157,FID_MAPPED,
2298-ELEC,,72806,FID_MAPPED,
2299-LEL,,6340,FID_MAPPED,
2300-MNT,,81773,FID_MAPPED,
2301-DIP,,131717,FID_MAPPED,
2302-CARO,,4024,FID_MAPPED,
2303-EXN,,47569,FID_MAPPED,
2304-YZLO,,47737,FID_MAPPED,
2305-ATKI,,38961,FID_MAPPED,
2306-MASQ,,20693,FID_MAPPED,
2307-AQU,,16661,FID_MAPPED,
2308-GUL,,61856,FID_MAPPED,
2309-ATKI,,22057,FID_MAPPED,
2310-CAR,,65697,FID_MAPPED,
2311-YVRO,,56457,FID_MAPPED,
2312-YZLO,,40933,FID_MAPPED,
2313-DRC,,56324,FID_MAPPED,
2314-CAR,,65696,FID_MAPPED,
2315-RAM,,44233,FID_MAPPED,
2316-ATKI,,38960,FID_MAPPED,
2317-TER,,32170,FID_MAPPED,
2318-NAS,,49223,FID_MAPPED,
2319-LTN,,49752,FID_MAPPED,
2320-LTN,,67370,FID_MAPPED,
2321-PARF,,36540,FID_MAPPED,
2322-MNT,,31770,FID_MAPPED,
2323-MICA,,14896,FID_MAPPED,
2324-KIL,,18904,FID_MAPPED,
2325-CRD,,84206,FID_MAPPED,
2326-TMFO,,1821,FID_MAPPED,
2327-SWISA,,19470,FID_MAPPED,
2330-JUL,,1715,FID_MAPPED,
2331-DOL,,50207,FID_MAPPED,
2332-LTN,,73344,FID_MAPPED,
2333-XER,,6310,FID_MAPPED,
2334-ROJ,,69553,FID_MAPPED,
2335-BOA,,42568,FID_MAPPED,
2336-THAM,,49688,FID_MAPPED,
2337-LEL,,54784,FID_MAPPED,
2339-KIL,,59813,FID_MAPPED,
2340-BON,,11234,FID_MAPPED,
2344-LEL,,46295,FID_MAPPED,
2345-DIP,,66765,FID_MAPPED,
2346-TMFO,,88588,FID_MAPPED,
2347-AMG,,54460,FID_MAPPED,
2348-AMG,,78656,FID_MAPPED,
2349-LOU,,63439,FID_MAPPED,
2350-LOU,,63440,FID_MAPPED,
2351-LOU,,40982,FID_MAPPED,
2352-MOS,,55858,FID_MAPPED,
2354-CRD,,45599,FID_MAPPED,
2355-LEL,,6332,FID_MAPPED,
2356-MARG,,20542,FID_MAPPED,
2357-CRD,,106624,FID_MAPPED,
2358-KAY,,83207,FID_MAPPED,
2359-XER,,55156,FID_MAPPED,
2360-ARM,,54302,FID_MAPPED,
2361-ARM,,79699,FID_MAPPED,
2362-VER,,70885,FID_MAPPED,
2363-VER,,57700,FID_MAPPED,
2364-PEN,,18719,FID_MAPPED,
2365-DIP,,78658,FID_MAPPED,
2366-DIP,,3956,FID_MAPPED,
2367-DIP,,3958,FID_MAPPED,
2368-ESC,,88837,FID_MAPPED,
2369-MAN,,87409,FID_MAPPED,
2370-VIC,,88986,FID_MAPPED,
2371-MATIE,,84933,FID_MAPPED,
2372-GUR,,89854,FID_MAPPED,
2374-MICA,,80353,FID_MAPPED,
2375-ESC,,88990,FID_MAPPED,
2376-TMU,,29589,FID_MAPPED,
2377-VICT,,13033,FID_MAPPED,
2378-GOLD,,60923,FID_MAPPED,
2379-CAR,,88937,FID_MAPPED,
2380-CAR,,72698,FID_MAPPED,
2383-ROCCO,,2882,FID_MAPPED,
2384-MAN,,74636,FID_MAPPED,
2385-SOL,,88722,FID_MAPPED,
2386-SOL,,73990,FID_MAPPED,
2387-EXN,,84224,FID_MAPPED,
2388-PARF,,90199,FID_MAPPED,
2389-DOL,,55167,FID_MAPPED,
2390-ANFAS,,54903,FID_MAPPED,
2391-XER,,77059,FID_MAPPED,
2392-ANFAS,,44440,FID_MAPPED,
2393-KAY,,88197,FID_MAPPED,
2394-MOS,,84718,FID_MAPPED,
2395-XER,,76683,FID_MAPPED,
2396-GUL,,74914,FID_MAPPED,
2397-CRD,,89643,FID_MAPPED,
2398-FRE,,91209,FID_MAPPED,
2399-MORH,,90868,FID_MAPPED,
2400-MORH,,88416,FID_MAPPED,
2401-KAY,,92258,FID_MAPPED,
2402-AKR,,81614,FID_MAPPED,
2403-MNT,,90739,FID_MAPPED,
2404-FRANB,,40882,FID_MAPPED,
2405-JOM,,90019,FID_MAPPED,
2406-KIL,,90336,FID_MAPPED,
2407-LAN,,81792,FID_MAPPED,
2408-JOM,,17685,FID_MAPPED,
2409-TMU,,6103,FID_MAPPED,
2410-GUL,,88836,FID_MAPPED,
2411-JAME,,18470,FID_MAPPED,
2412-LAT,,76880,FID_MAPPED,
2413-ARIA,,56741,FID_MAPPED,
2414-DIP,,67808,FID_MAPPED,
2415-ESC,,1352,FID_MAPPED,
2416-HER,,2736,FID_MAPPED,
2417-ACQ,,1685,FID_MAPPED,
2418-ACQ,,56003,FID_MAPPED,
2419-BAT,,53363,FID_MAPPED,
2420-XER,,55159,FID_MAPPED,
2421-XER,,55162,FID_MAPPED,
2422-XER,,55160,FID_MAPPED,
2423-ACQ,,23851,FID_MAPPED,
2424-GUR,,35554,FID_MAPPED,
2425-LEL,,6335,FID_MAPPED,
2426-MARG,,15261,FID_MAPPED,
2427-CLEA,,3024,FID_MAPPED,
2428-MARG,,55926,FID_MAPPED,
2429-JUL,,62377,FID_MAPPED,
2430-CELI,,57918,FID_MAPPED,
2431-ROJ,,23008,FID_MAPPED,
2432-ROJ,,17934,FID_MAPPED,
2436-PHL,,72665,FID_MAPPED,
2437-MELA,,41799,FID_MAPPED,
2438-KYLJ,,90957,FID_MAPPED,
2438-KYLJE,,90957,FID_MAPPED,
2439-ZEG,,16188,FID_MAPPED,
2440-MARC,,74121,FID_MAPPED,
2441-PANTRO,,37468,FID_MAPPED,
2442-PAC,,78575,FID_MAPPED,
2443-BRB,,75968,FID_MAPPED,
2444-ARIA,,83995,FID_MAPPED,
2445-CAR,,84049,FID_MAPPED,
2446-XER,,87970,FID_MAPPED,
2447-MARC,,79632,FID_MAPPED,
2450-PEN,,90117,FID_MAPPED,
2451-LEL,,68788,FID_MAPPED,
2452-JOM,,61928,FID_MAPPED,
2453-INI,,89368,FID_MAPPED,
2454-KIL,,78735,FID_MAPPED,
2455-YZLO,,88707,FID_MAPPED,
2456-PAC,,95641,FID_MAPPED,
2458-LTN,,93785,FID_MAPPED,
2459-MAN,,61044,FID_MAPPED,
2460-PAC,,90432,FID_MAPPED,
2461-BOD,,48939,FID_MAPPED,
2462-YZLO,,95623,FID_MAPPED,
2463-GUC,,94979,FID_MAPPED,
2464-ZAD,,89350,FID_MAPPED,
2465-PAC,,55189,FID_MAPPED,
2466-ELIZ,,76395,FID_MAPPED,
2467-NISH,,64092,FID_MAPPED,
