shobi_code,prestashop_product_id,shobi_inspired_by,classification,reason,fragrantica_id,fragrantica_brand,fragrantica_perfume,fragrantica_url,match_type,score,identity_score,identity_gate
398-AQU,509,PINK SUGAR - AQUOLINA,VERIFIED,EXACT_PERFUME_BRAND_TEXT,975,Aquolina,Pink Sugar,https://www.fragrantica.com/perfume/Aquolina/Pink-Sugar-975.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
399-ARA,,TUSCANY PER DONNA,VERIFIED,EXACT_BRAND_CLEAN_NAME,122,Aramis,Tuscany Per Donna,https://www.fragrantica.com/perfume/Aramis/Tuscany-Per-Donna-122.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
400-ARIA,511,Ari,VERIFIED,EXACT_PERFUME_BRAND_TEXT,31661,Ariana Grande,Ari,https://www.fragrantica.com/perfume/Ariana-Grande/Ari-31661.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
401-ARIA,2061,Cloud-eau-de-,VERIFIED,WEB_VERIFIED_FRAGRANTICA,50384,,,https://www.fragrantica.com/perfume/Ariana-Grande/Cloud-50384.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
402-ARIA,2101,Sweet-like-candy-eau-de-,VERIFIED,EXACT_PERFUME_BRAND_TEXT,39970,Ariana Grande,Sweet Like Candy,https://www.fragrantica.com/perfume/Ariana-Grande/Sweet-Like-Candy-39970.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
403-BAL,512,CRISTOBAL,VERIFIED,EXACT_BRAND_CLEAN_NAME,397,Balenciaga,Cristobal,https://www.fragrantica.com/perfume/Balenciaga/Cristobal-397.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
404-BAL,513,BALE PARIS,VERIFIED,WEB_VERIFIED_FRAGRANTICA,7247,,,https://www.fragrantica.com/perfume/Balenciaga/Balenciaga-Paris-7247.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
405-BAL,514,Florabotanica,VERIFIED,EXACT_BRAND_CLEAN_NAME,15512,Balenciaga,Florabotanica,https://www.fragrantica.com/perfume/Balenciaga/Florabotanica-15512.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
406-BAL,515,Rosabotanica,VERIFIED,EXACT_BRAND_CLEAN_NAME,21987,Balenciaga,Rosabotanica,https://www.fragrantica.com/perfume/Balenciaga/Rosabotanica-21987.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
407-BAT,516,PINK AMBER  & MOROCCO ORCHID  - BATH & BODY WORKS,VERIFIED,SAFE_TOKEN_SAME_BRAND,25388,Bath Body Works,Morocco Orchid Pink Amber,https://www.fragrantica.com/perfume/Bath-Body-Works/Morocco-Orchid-Pink-Amber-25388.html,SAFE_TOKEN_SAME_BRAND,0.9440,0.5135,REVIEW
408-BAT,,WARM VANILLA SUGAR,VERIFIED,WEB_VERIFIED_FRAGRANTICA,3545,,,https://www.fragrantica.com/perfume/Bath-Body-Works/Warm-Vanilla-Sugar-3545.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
409-BOB,517,Beach,VERIFIED,EXACT_PERFUME_BRAND_TEXT,10456,Bobbi Brown,Beach,https://www.fragrantica.com/perfume/Bobbi-Brown/Beach-10456.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
410-BOD,,BLACK MUSK,VERIFIED,WEB_VERIFIED_FRAGRANTICA,32247,,,https://www.fragrantica.com/perfume/The-Body-Shop/Black-Musk-32247.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
411-BOD,,WHITE MUSK,VERIFIED,WEB_VERIFIED_FRAGRANTICA,2432,,,https://www.fragrantica.com/perfume/The-Body-Shop/White-Musk-2432.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
412-BOD,3627,White Musk L Eau,VERIFIED,WEB_VERIFIED_FRAGRANTICA,44100,The Body Shop,White Musk L'Eau,https://www.fragrantica.com/p/44100,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
413-BOT,519,Bottega Veneta,VERIFIED,EXACT_PERFUME_BRAND_TEXT,12863,Bottega Veneta,Bottega Veneta,https://www.fragrantica.com/perfume/Bottega-Veneta/Bottega-Veneta-12863.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
414-BOT,520,Knot,VERIFIED,EXACT_PERFUME_BRAND_TEXT,26465,Bottega Veneta,Knot,https://www.fragrantica.com/perfume/Bottega-Veneta/Knot-26465.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
415-BOU,521,Quatre,VERIFIED,EXACT_BRAND_CLEAN_NAME,29443,Boucheron,Boucheron Quatre,https://www.fragrantica.com/perfume/Boucheron/Boucheron-Quatre-29443.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
416-BOU,522,Place Vendome White Gold,VERIFIED,EXACT_PERFUME_BRAND_TEXT,31618,Boucheron,Place Vendome White Gold,https://www.fragrantica.com/perfume/Boucheron/Place-Vendome-White-Gold-31618.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
417-BOUR,523,SOIR DE PARIS - BOURJOIS,VERIFIED,SAFE_TOKEN_SAME_BRAND,3604,Bourjois,Soir de Paris Evening in Paris,https://www.fragrantica.com/perfume/Bourjois/Soir-de-Paris-Evening-in-Paris-3604.html,SAFE_TOKEN_SAME_BRAND,0.9760,0.6538,REVIEW
418-BRI,524,Fantasy,VERIFIED,EXACT_PERFUME_BRAND_TEXT,600,Britney Spears,Fantasy,https://www.fragrantica.com/perfume/Britney-Spears/Fantasy-600.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
419-BRI,525,Rocker Femme Fantasy,VERIFIED,EXACT_PERFUME_BRAND_TEXT,28607,Britney Spears,Rocker Femme Fantasy,https://www.fragrantica.com/perfume/Britney-Spears/Rocker-Femme-Fantasy-28607.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
420-BRB,,BRIT RHYTHM FOR HER FLORAL,NOT_FOUND,NO_CORPUS_CODE_MATCH,,,,,,,0.0000,NOT_MAPPED
421-BRB,,BODY,VERIFIED,EXACT_PERFUME_BRAND_TEXT,13014,Burberry,Body,https://www.fragrantica.com/perfume/Burberry/Body-13014.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
422-BRB,528,Body Tender,VERIFIED,EXACT_PERFUME_BRAND_TEXT,17320,Burberry,Body Tender,https://www.fragrantica.com/perfume/Burberry/Body-Tender-17320.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
423-BRB,529,BURBERRY BRIT,VERIFIED,EXACT_BRAND_CLEAN_NAME,819,Burberry,Burberry Brit,https://www.fragrantica.com/perfume/Burberry/Burberry-Brit-819.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
424-BRB,530,BURBERRY CLASSIC,VERIFIED,WEB_VERIFIED_FRAGRANTICA,818,,,https://www.fragrantica.com/perfume/Burberry/Burberry-Women-818.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
425-BRB,,HER,VERIFIED,EXACT_BRAND_CLEAN_NAME,51694,Burberry,Burberry Her,https://www.fragrantica.com/perfume/Burberry/Burberry-Her-51694.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
426-BRB,532,BURBERRY LONDON,VERIFIED,EXACT_PERFUME_BRAND_TEXT,813,Burberry,London,https://www.fragrantica.com/perfume/Burberry/London-813.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
427-BRB,533,My Burberry,VERIFIED,EXACT_BRAND_CLEAN_NAME,25836,Burberry,My Burberry,https://www.fragrantica.com/perfume/Burberry/My-Burberry-25836.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
428-BRB,534,BURBERRY SPORT,VERIFIED,WEB_VERIFIED_FRAGRANTICA,7613,,,https://www.fragrantica.com/perfume/Burberry/Burberry-Sport-for-Women-7613.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
429-BRB,535,BURBERRY SUMMER WOMEN,VERIFIED,EXACT_BRAND_CLEAN_NAME,930,Burberry,Burberry Summer,https://www.fragrantica.com/perfume/Burberry/Burberry-Summer-930.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
430-BRB,536,The Beat EDT,VERIFIED,EXACT_BRAND_CLEAN_NAME,5946,Burberry,The Beat EDT,https://www.fragrantica.com/perfume/Burberry/The-Beat-EDT-5946.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
431-BRB,537,BURBERRY TOUCH,VERIFIED,WEB_VERIFIED_FRAGRANTICA,814,,,https://www.fragrantica.com/p/814,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
433-BRB,539,My Burberry Black,VERIFIED,EXACT_BRAND_CLEAN_NAME,32566,Burberry,My Burberry Black,https://www.fragrantica.com/perfume/Burberry/My-Burberry-Black-32566.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
434-BRB,540,My Burberry Blush,VERIFIED,EXACT_BRAND_CLEAN_NAME,45820,Burberry,My Burberry Blush,https://www.fragrantica.com/perfume/Burberry/My-Burberry-Blush-45820.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
435-BLG,541,Aqva Divina,VERIFIED,CONFIRMED_IDENTITY_EXACT_CORPUS,29442,Bvlgari,Aqva Divina,https://www.fragrantica.com/perfume/Bvlgari/Aqva-Divina-29442.html,CONFIRMED_IDENTITY_EXACT_CORPUS,1.0000,1.0000,PASS
436-BLG,542,BLV for Women,VERIFIED,EXACT_BRAND_CLEAN_NAME,156,Bvlgari,BLV,https://www.fragrantica.com/perfume/Bvlgari/BLV-156.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
437-BLG,543,BVL Pour Femme,VERIFIED,WEB_VERIFIED_FRAGRANTICA,142,Bvlgari,Bvlgari Pour Femme,https://www.fragrantica.com/p/142,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
438-BLG,544,CORAL OMNIA,VERIFIED,SAFE_TOKEN_SAME_BRAND,14297,Bvlgari,Omnia Coral,https://www.fragrantica.com/perfume/Bvlgari/Omnia-Coral-14297.html,SAFE_TOKEN_SAME_BRAND,0.9860,0.7273,REVIEW
439-BLG,545,Goldea,VERIFIED,EXACT_BRAND_CLEAN_NAME,31538,Bvlgari,Goldea,https://www.fragrantica.com/perfume/Bvlgari/Goldea-31538.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
440-BLG,546,Goldea The Roman Night,VERIFIED,EXACT_BRAND_CLEAN_NAME,45241,Bvlgari,Goldea The Roman Night,https://www.fragrantica.com/perfume/Bvlgari/Goldea-The-Roman-Night-45241.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
441-BLG,,JASMIN NOIR,VERIFIED,EXACT_BRAND_CLEAN_NAME,3750,Bvlgari,Jasmin Noir,https://www.fragrantica.com/perfume/Bvlgari/Jasmin-Noir-3750.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
442-BLG,548,Mon Jasmin Noir,VERIFIED,EXACT_BRAND_CLEAN_NAME,11512,Bvlgari,Mon Jasmin Noir,https://www.fragrantica.com/perfume/Bvlgari/Mon-Jasmin-Noir-11512.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
443-BLG,549,BLV NOTTE POUR FEMME,VERIFIED,EXACT_BRAND_CLEAN_NAME,149,Bvlgari,BLV Notte Pour Femme,https://www.fragrantica.com/perfume/Bvlgari/BLV-Notte-Pour-Femme-149.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
444-BLG,1896,Omnia,VERIFIED,EXACT_BRAND_CLEAN_NAME,151,Bvlgari,Omnia,https://www.fragrantica.com/perfume/Bvlgari/Omnia-151.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
445-BLG,550,OMNIA AMETHYST,VERIFIED,SAFE_FUZZY_SAME_BRAND,780,Bvlgari,Omnia Amethyste,https://www.fragrantica.com/perfume/Bvlgari/Omnia-Amethyste-780.html,SAFE_FUZZY_SAME_BRAND,0.9655,1.0000,PASS
446-BLG,551,Omnia Crystalline,VERIFIED,EXACT_BRAND_CLEAN_NAME,152,Bvlgari,Omnia Crystalline,https://www.fragrantica.com/perfume/Bvlgari/Omnia-Crystalline-152.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
447-BLG,552,Omnia Indian Garnet,VERIFIED,EXACT_BRAND_CLEAN_NAME,23709,Bvlgari,Omnia Indian Garnet,https://www.fragrantica.com/perfume/Bvlgari/Omnia-Indian-Garnet-23709.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
448-BLG,553,Petits Et Mamans,VERIFIED,EXACT_BRAND_CLEAN_NAME,155,Bvlgari,Petits et Mamans,https://www.fragrantica.com/perfume/Bvlgari/Petits-et-Mamans-155.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
449-BYR,1811,Bal D Afrique,VERIFIED,EXACT_BRAND_CLEAN_NAME,6458,Byredo,Bal d Afrique,https://www.fragrantica.com/perfume/Byredo/Bal-d-Afrique-6458.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
450-BYR,554,Bibliotheque,VERIFIED,EXACT_BRAND_CLEAN_NAME,43324,Byredo,Bibliotheque,https://www.fragrantica.com/perfume/Byredo/Bibliotheque-43324.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
451-BYR,2563,Blanche,VERIFIED,EXACT_BRAND_CLEAN_NAME,6686,Byredo,Blanche,https://www.fragrantica.com/perfume/Byredo/Blanche-6686.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
452-BYR,1898,La Tulipe,VERIFIED,EXACT_BRAND_CLEAN_NAME,8441,Byredo,La Tulipe,https://www.fragrantica.com/perfume/Byredo/La-Tulipe-8441.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
453-BYR,1877,Slow-dance,VERIFIED,EXACT_BRAND_CLEAN_NAME,57007,Byredo,Slow Dance,https://www.fragrantica.com/perfume/Byredo/Slow-Dance-57007.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
454-BYR,2211,Sundazed,VERIFIED,EXACT_BRAND_CLEAN_NAME,54747,Byredo,Sundazed,https://www.fragrantica.com/perfume/Byredo/Sundazed-54747.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
455-BYR,556,Velvet Haze,VERIFIED,EXACT_BRAND_CLEAN_NAME,46358,Byredo,Velvet Haze,https://www.fragrantica.com/perfume/Byredo/Velvet-Haze-46358.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
456-CAC,,AMOR AMOR FORBIDDEN KISS,NOT_FOUND,NO_CORPUS_CODE_MATCH,,,,,,,0.0000,NOT_MAPPED
457-CAC,558,Amor-amor-eau-de-toilette,VERIFIED,EXACT_BRAND_CLEAN_NAME,238,Cacharel,Amor Amor,https://www.fragrantica.com/perfume/Cacharel/Amor-Amor-238.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
458-CAC,559,Anais-anais-eau-de-toilette,VERIFIED,EXACT_BRAND_CLEAN_NAME,236,Cacharel,Anais Anais,https://www.fragrantica.com/perfume/Cacharel/Anais-Anais-236.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
459-CAC,560,Anais-anais-premier-delice-eau-de-toilette,VERIFIED,EXACT_BRAND_CLEAN_NAME,23871,Cacharel,Anais Anais Premier Delice,https://www.fragrantica.com/perfume/Cacharel/Anais-Anais-Premier-Delice-23871.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
460-CAC,561,Eden,VERIFIED,EXACT_BRAND_CLEAN_NAME,244,Cacharel,Eden,https://www.fragrantica.com/perfume/Cacharel/Eden-244.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
461-CAC,2220,Gloria,VERIFIED,EXACT_BRAND_CLEAN_NAME,246,Cacharel,Gloria,https://www.fragrantica.com/perfume/Cacharel/Gloria-246.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
462-CAC,,LOULOU,VERIFIED,EXACT_BRAND_CLEAN_NAME,1276,Cacharel,LouLou,https://www.fragrantica.com/perfume/Cacharel/LouLou-1276.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
463-CAC,563,Noa,VERIFIED,EXACT_BRAND_CLEAN_NAME,242,Cacharel,Noa,https://www.fragrantica.com/perfume/Cacharel/Noa-242.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
464-CAC,564,Yes I Am,VERIFIED,EXACT_BRAND_CLEAN_NAME,48112,Cacharel,Yes I Am,https://www.fragrantica.com/perfume/Cacharel/Yes-I-Am-48112.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
465-CAL,565,Beauty,VERIFIED,EXACT_PERFUME_BRAND_TEXT,8840,Calvin Klein,Beauty,https://www.fragrantica.com/perfume/Calvin-Klein/Beauty-8840.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
466-CAL,,CALVIN KLEIN WOMEN,VERIFIED,EXACT_PERFUME_BRAND_TEXT,50662,Calvin Klein,Calvin Klein Women,https://www.fragrantica.com/perfume/Calvin-Klein/Calvin-Klein-Women-50662.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
467-CAL,566,Contradiction for Women Eau de Parfum,VERIFIED,WEB_VERIFIED_FRAGRANTICA,255,Calvin Klein,Contradiction,https://www.fragrantica.com/p/255,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
468-CAL,567,DOWN TOWN - CALVIN KLEIN,VERIFIED,SAFE_TOKEN_SAME_BRAND,14606,Calvin Klein,Calvin Klein,https://www.fragrantica.com/perfume/Calvin-Klein/Calvin-Klein-14606.html,SAFE_TOKEN_SAME_BRAND,0.9560,1.0000,PASS
469-CAL,,ESCAPE,VERIFIED,EXACT_PERFUME_BRAND_TEXT,271,Calvin Klein,Escape,https://www.fragrantica.com/perfume/Calvin-Klein/Escape-271.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
470-CAL,569,Eternity,VERIFIED,EXACT_PERFUME_BRAND_TEXT,257,Calvin Klein,Eternity,https://www.fragrantica.com/perfume/Calvin-Klein/Eternity-257.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
472-CAL,570,Euphoria,VERIFIED,EXACT_PERFUME_BRAND_TEXT,253,Calvin Klein,Euphoria,https://www.fragrantica.com/perfume/Calvin-Klein/Euphoria-253.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
473-CAL,571,Euphoria Gold,VERIFIED,SAFE_TOKEN_SAME_BRAND,25812,Calvin Klein,Euphoria Gold,https://www.fragrantica.com/perfume/Calvin-Klein/Euphoria-Gold-25812.html,SAFE_TOKEN_SAME_BRAND,0.9560,1.0000,PASS
474-CAL,572,OBSESSED - CALVIN KLEIN,VERIFIED,EXACT_UNIQUE_NAME,79356,We Pink,Obsessed,https://www.fragrantica.com/perfume/We-Pink/Obsessed-79356.html,EXACT_UNIQUE_NAME,1.0000,1.0000,PASS
475-CAL,573,Obsession for Women Eau de Parfum,VERIFIED,EXACT_PERFUME_BRAND_TEXT,248,Calvin Klein,Obsession,https://www.fragrantica.com/perfume/Calvin-Klein/Obsession-248.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
477-CAL,575,Reveal,VERIFIED,EXACT_PERFUME_BRAND_TEXT,26372,Calvin Klein,Reveal,https://www.fragrantica.com/perfume/Calvin-Klein/Reveal-26372.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
478-CAL,576,Secret Obsession,VERIFIED,EXACT_PERFUME_BRAND_TEXT,3592,Calvin Klein,Secret Obsession,https://www.fragrantica.com/perfume/Calvin-Klein/Secret-Obsession-3592.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
479-CAR,1899,212,VERIFIED,EXACT_BRAND_CLEAN_NAME,296,Carolina Herrera,212,https://www.fragrantica.com/perfume/Carolina-Herrera/212-296.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
480-CAR,577,212 Sexy,VERIFIED,EXACT_BRAND_CLEAN_NAME,306,Carolina Herrera,212 Sexy,https://www.fragrantica.com/perfume/Carolina-Herrera/212-Sexy-306.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
481-CAR,578,212-vip-eau-de-,VERIFIED,EXACT_BRAND_CLEAN_NAME,10126,Carolina Herrera,212 VIP,https://www.fragrantica.com/perfume/Carolina-Herrera/212-VIP-10126.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
482-CAR,579,212-vip-rose-eau-de-,VERIFIED,EXACT_BRAND_CLEAN_NAME,22857,Carolina Herrera,212 VIP Rose,https://www.fragrantica.com/perfume/Carolina-Herrera/212-VIP-Rose-22857.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
483-CAR,580,212 Vip Wild Party,VERIFIED,EXACT_BRAND_CLEAN_NAME,35780,Carolina Herrera,212 VIP Wild Party,https://www.fragrantica.com/perfume/Carolina-Herrera/212-VIP-Wild-Party-35780.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
484-CAR,581,212 White,VERIFIED,EXACT_BRAND_CLEAN_NAME,13618,Carolina Herrera,212 White,https://www.fragrantica.com/perfume/Carolina-Herrera/212-White-13618.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
485-CAR,582,Good Girl,VERIFIED,EXACT_BRAND_CLEAN_NAME,39681,Carolina Herrera,Good Girl,https://www.fragrantica.com/perfume/Carolina-Herrera/Good-Girl-39681.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
486-CAR,1900,Good Girl Eau De Parfum Legere,VERIFIED,EXACT_BRAND_CLEAN_NAME,48103,Carolina Herrera,Good Girl Legere,https://www.fragrantica.com/perfume/Carolina-Herrera/Good-Girl-Legere-48103.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
487-CRT,,BAISER VOLE,VERIFIED,EXACT_PERFUME_BRAND_TEXT,12878,Cartier,Baiser Vole,https://www.fragrantica.com/perfume/Cartier/Baiser-Vole-12878.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
488-CRT,584,Carat-eau-de-,VERIFIED,EXACT_PERFUME_BRAND_TEXT,50748,Cartier,Carat,https://www.fragrantica.com/perfume/Cartier/Carat-50748.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
489-CRT,,LA PANTHERE,VERIFIED,EXACT_PERFUME_BRAND_TEXT,23295,Cartier,La Panthere,https://www.fragrantica.com/perfume/Cartier/La-Panthere-23295.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
490-CRT,,MUST DE CARTIER,VERIFIED,EXACT_BRAND_CLEAN_NAME,312,Cartier,Must de Cartier,https://www.fragrantica.com/perfume/Cartier/Must-de-Cartier-312.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
491-CRT,,MUST DE CARTIER GOLD,NOT_FOUND,NO_CORPUS_CODE_MATCH,,,,,,,0.0000,NOT_MAPPED
492-CARV,588,Carven Le Parfum,VERIFIED,CONFIRMED_IDENTITY_EXACT_CORPUS,17744,Carven,Carven Le Parfum,https://www.fragrantica.com/perfume/Carven/Carven-Le-Parfum-17744.html,CONFIRMED_IDENTITY_EXACT_CORPUS,1.0000,1.0000,PASS
493-CER,,1881 CERRUTI FOR WOMEN,VERIFIED,WEB_VERIFIED_FRAGRANTICA,327,,,https://www.fragrantica.com/perfume/Cerruti/1881-327.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
494-CHA,,ALLURE,VERIFIED,EXACT_BRAND_CLEAN_NAME,502,Chanel,Allure,https://www.fragrantica.com/perfume/Chanel/Allure-502.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
495-CHA,,ALLURE SENSUELLE,VERIFIED,EXACT_BRAND_CLEAN_NAME,606,Chanel,Allure Sensuelle,https://www.fragrantica.com/perfume/Chanel/Allure-Sensuelle-606.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
497-CHA,,CHANCE,VERIFIED,WEB_VERIFIED_FRAGRANTICA,610,,,https://www.fragrantica.com/perfume/Chanel/Chance-610.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
498-CHA,593,Chance Eau Fraîche,VERIFIED,EXACT_BRAND_CLEAN_NAME,1483,Chanel,Chance Eau Fraiche,https://www.fragrantica.com/perfume/Chanel/Chance-Eau-Fraiche-1483.html,EXACT_BRAND_CLEAN_NAME,1.0000,0.9444,PASS
499-CHA,594,Chance Eau Tendre,VERIFIED,EXACT_BRAND_CLEAN_NAME,8069,Chanel,Chance Eau Tendre,https://www.fragrantica.com/perfume/Chanel/Chance-Eau-Tendre-8069.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
500-CHA,595,No 19,VERIFIED,SAFE_TOKEN_SAME_BRAND,12424,Chanel,Chanel No 19 Poudre,https://www.fragrantica.com/perfume/Chanel/Chanel-No-19-Poudre-12424.html,SAFE_TOKEN_SAME_BRAND,0.9560,1.0000,PASS
501-CHA,596,No 19 Poudre,VERIFIED,SAFE_TOKEN_SAME_BRAND,12424,Chanel,Chanel No 19 Poudre,https://www.fragrantica.com/perfume/Chanel/Chanel-No-19-Poudre-12424.html,SAFE_TOKEN_SAME_BRAND,0.9760,1.0000,PASS
502-CHA,597,No 5,VERIFIED,WEB_VERIFIED_FRAGRANTICA,608,Chanel,,https://www.fragrantica.com/perfume/Chanel/Chanel-N--5-608.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
503-CHA,598,No 5 EAU PREMIER,VERIFIED,WEB_VERIFIED_FRAGRANTICA,1360,,,https://www.fragrantica.com/perfume/Chanel/Chanel-N05-Eau-Premiere-1360.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
504-CHA,599,Five L'EAU,VERIFIED,WEB_VERIFIED_FRAGRANTICA,38543,Chanel,Chanel No 5 L'Eau,https://www.fragrantica.com/p/38543,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
505-CHA,600,COCO EAUDEPARFUM,VERIFIED,WEB_VERIFIED_FRAGRANTICA,609,Chanel,Coco Eau de Parfum,https://www.fragrantica.com/p/609,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
506-CHA,601,COCON MADEM,VERIFIED,WEB_VERIFIED_FRAGRANTICA,611,Chanel,Coco Mademoiselle,https://www.fragrantica.com/p/611,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
507-CHA,602,COCON MADEM INTENSE,VERIFIED,WEB_VERIFIED_FRAGRANTICA,48310,Chanel,Coco Mademoiselle Intense,https://www.fragrantica.com/p/48310,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
508-CHA,603,the fragrance Coco Black,VERIFIED,WEB_VERIFIED_FRAGRANTICA,15963,Chanel,Coco Noir,https://www.fragrantica.com/p/15963,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
509-CHA,604,Gabrielle Chanel,VERIFIED,EXACT_BRAND_CLEAN_NAME,43718,Chanel,Gabrielle,https://www.fragrantica.com/perfume/Chanel/Gabrielle-43718.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
