shobi_code,prestashop_product_id,shobi_inspired_by,classification,reason,fragrantica_id,fragrantica_brand,fragrantica_perfume,fragrantica_url,match_type,score,identity_score,identity_gate
1626-BON,2350,New Haarlem,VERIFIED,EXACT_BRAND_CLEAN_NAME,3258,Bond No 9,New Haarlem,https://www.fragrantica.com/perfume/Bond-No-9/New-Haarlem-3258.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1627-CLIV,2348,VANILLA ORCHID XXI ART DECO - CLIVE CHRISTIAN,VERIFIED,WEB_VERIFIED_FRAGRANTICA,50752,,,https://www.fragrantica.com/perfume/Clive-Christian/XXI-Art-Deco-Vanilla-Orchid-50752.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
1628-AL HAR,,WARDIA,NOT_FOUND,NO_CORPUS_CODE_MATCH,,,,,,,0.0000,NOT_MAPPED
1629-AL HAR,,MUSK MALIKI,NOT_FOUND,NO_CORPUS_CODE_MATCH,,,,,,,0.0000,NOT_MAPPED
1630-GUL,2341,Scandal-pour-homme,VERIFIED,EXACT_BRAND_CLEAN_NAME,68074,Jean Paul Gaultier,Scandal Pour Homme,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Scandal-Pour-Homme-68074.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1631-DRC,2742,VANILLA ORAMA,VERIFIED,SAFE_FUZZY_SAME_BRAND,68198,Dior,Vanilla Diorama,https://www.fragrantica.com/perfume/Dior/Vanilla-Diorama-68198.html,SAFE_FUZZY_SAME_BRAND,0.9286,0.9286,PASS
1632-PAC,2339,Phantom Eau de Toilette,VERIFIED,EXACT_BRAND_CLEAN_NAME,68226,Rabanne,Phantom,https://www.fragrantica.com/perfume/Rabanne/Phantom-68226.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1633-PAC,2338,Invictus-victory,VERIFIED,EXACT_BRAND_CLEAN_NAME,65177,Rabanne,Invictus Victory,https://www.fragrantica.com/perfume/Rabanne/Invictus-Victory-65177.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1634-BRB,2340,Hero Eau de Toilette,VERIFIED,EXACT_BRAND_CLEAN_NAME,68627,Burberry,Hero,https://www.fragrantica.com/perfume/Burberry/Hero-68627.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1635-XER,2349,Lira,VERIFIED,EXACT_BRAND_CLEAN_NAME,11801,Xerjoff,Lira,https://www.fragrantica.com/perfume/Xerjoff/Lira-11801.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1636-KIL,,PEARL OUD,NOT_FOUND,NO_CORPUS_CODE_MATCH,,,,,,,0.0000,NOT_MAPPED
1637-CRD,2368,Love In Black,VERIFIED,EXACT_BRAND_CLEAN_NAME,4261,Creed,Love in Black,https://www.fragrantica.com/perfume/Creed/Love-in-Black-4261.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1638-XER,2374,Star-musk,VERIFIED,EXACT_BRAND_CLEAN_NAME,21617,Xerjoff,Star Musk,https://www.fragrantica.com/perfume/Xerjoff/Star-Musk-21617.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1639-TER,2377,Casanova,VERIFIED,CONFIRMED_IDENTITY_EXACT_CORPUS,25120,Tiziana Terenzi,Casanova,https://www.fragrantica.com/perfume/Tiziana-Terenzi/Casanova-25120.html,CONFIRMED_IDENTITY_EXACT_CORPUS,1.0000,1.0000,PASS
1640-GUC,2375,The Voice Of The Snake,VERIFIED,EXACT_BRAND_CLEAN_NAME,53088,Gucci,The Voice Of The Snake,https://www.fragrantica.com/perfume/Gucci/The-Voice-Of-The-Snake-53088.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1641-KHAL,2376,Aloha Parfum,VERIFIED,WEB_VERIFIED_FRAGRANTICA,22911,,,https://www.fragrantica.com/perfume/Khaltat/Aloha-22911.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
1642-VICT,2369,Rose Caramel,VERIFIED,EXACT_PERFUME_BRAND_TEXT,37895,Victoria s Secret,Rose Caramel,https://www.fragrantica.com/perfume/Victoria-s-Secret/Rose-Caramel-37895.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1643-GUL,2370,Classique Cabaret,VERIFIED,SAFE_CONCENTRATION_EQUIVALENT,53187,Jean Paul Gaultier,Classique Cabaret Eau de Parfum,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Classique-Cabaret-Eau-de-Parfum-53187.html,SAFE_CONCENTRATION_EQUIVALENT,0.9950,1.0000,PASS
1644-DRC,,SAUVAGE ELIXIR,NOT_FOUND,NO_CORPUS_CODE_MATCH,,,,,,,0.0000,NOT_MAPPED
1648-FRE,2385,Carnal Flower,VERIFIED,CONFIRMED_IDENTITY_EXACT_CORPUS,1024,Frederic Malle,Carnal Flower,https://www.fragrantica.com/perfume/Frederic-Malle/Carnal-Flower-1024.html,CONFIRMED_IDENTITY_EXACT_CORPUS,1.0000,1.0000,PASS
1649-GIV,,L INTERDIT INTENSE,NOT_FOUND,NO_CORPUS_CODE_MATCH,,,,,,,0.0000,NOT_MAPPED
1650-LAN,2381,La-vie-est-belle-soleil-cristal,VERIFIED,EXACT_BRAND_CLEAN_NAME,65156,Lancome,La Vie Est Belle Soleil Cristal,https://www.fragrantica.com/perfume/Lancome/La-Vie-Est-Belle-Soleil-Cristal-65156.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1651-TMU,2383,Alien-goddess-eau-de-,VERIFIED,EXACT_BRAND_CLEAN_NAME,68354,Mugler,Alien Goddess,https://www.fragrantica.com/perfume/Mugler/Alien-Goddess-68354.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1652-DRC,2384,MISS EAU DE PARFUM 2021,VERIFIED,SAFE_TOKEN_SAME_BRAND,68905,Dior,Miss Dior Eau de Parfum 2021,https://www.fragrantica.com/perfume/Dior/Miss-Dior-Eau-de-Parfum-2021-68905.html,SAFE_TOKEN_SAME_BRAND,0.9440,0.7826,PASS
1653-MAN,2386,Roses-vanille-eau-de-,VERIFIED,EXACT_PERFUME_BRAND_TEXT,15210,Mancera,Roses Vanille,https://www.fragrantica.com/perfume/Mancera/Roses-Vanille-15210.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1654-ACQ,4623,Colonia 1916,VERIFIED,WEB_VERIFIED_FRAGRANTICA,1681,Acqua di Parma,Acqua di Parma Colonia,https://www.fragrantica.com/p/1681,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
1655-JOM,2400,Oat & Cornflower by Jo Malone London,VERIFIED,SAFE_TOKEN_SAME_BRAND,48318,Jo Malone London,Oat Cornflower,https://www.fragrantica.com/perfume/Jo-Malone-London/Oat-Cornflower-48318.html,SAFE_TOKEN_SAME_BRAND,0.9440,0.5385,REVIEW
1656-LOC,2403,TERRE DE LUMIERE - L OCCITANE,VERIFIED,WEB_VERIFIED_FRAGRANTICA,41970,L'Occitane en Provence,Terre de Lumiere,https://www.fragrantica.com/p/41970,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
1657-TMU,2402,Amen Pure Tonka,VERIFIED,EXACT_BRAND_CLEAN_NAME,35590,Mugler,A Men Pure Tonka,https://www.fragrantica.com/perfume/Mugler/A-Men-Pure-Tonka-35590.html,EXACT_BRAND_CLEAN_NAME,1.0000,0.8889,PASS
1658-GUR,2399,La Petite Robe Noire,VERIFIED,WEB_VERIFIED_FRAGRANTICA,14681,,,https://www.fragrantica.com/perfume/Guerlain/La-Petite-Robe-Noir-14681.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
1659-CHRA,,BY NIGHT,VERIFIED,WEB_VERIFIED_FRAGRANTICA,6714,,,https://www.fragrantica.com/perfume/Christina-Aguilera/Christina-Aguilera-by-Night-6714.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
1660-ESCE,2393,Molecule 01,VERIFIED,WEB_VERIFIED_FRAGRANTICA,845,Escentric Molecules,Molecule 01,https://www.fragrantica.com/p/845,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
1669-PARF,2396,Greenley,VERIFIED,EXACT_PERFUME_BRAND_TEXT,62101,Parfums de Marly,Greenley,https://www.fragrantica.com/perfume/Parfums-de-Marly/Greenley-62101.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1670-NAS,2397,Narcotic Venus,VERIFIED,CONFIRMED_IDENTITY_EXACT_CORPUS,4292,Nasomatto,Narcotic Venus,https://www.fragrantica.com/perfume/Nasomatto/Narcotic-Venus-4292.html,CONFIRMED_IDENTITY_EXACT_CORPUS,1.0000,1.0000,PASS
1671-KIL,2398,Rolling-in-love,VERIFIED,EXACT_PERFUME_BRAND_TEXT,56402,By Kilian,Rolling in Love,https://www.fragrantica.com/perfume/By-Kilian/Rolling-in-Love-56402.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1672-KIL,2404,Vodka On The Rocks,VERIFIED,EXACT_PERFUME_BRAND_TEXT,23899,By Kilian,Vodka on the Rocks,https://www.fragrantica.com/perfume/By-Kilian/Vodka-on-the-Rocks-23899.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1673-XER,2395,More-than-words,VERIFIED,EXACT_BRAND_CLEAN_NAME,16450,Xerjoff,More Than Words,https://www.fragrantica.com/perfume/Xerjoff/More-Than-Words-16450.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1674-KUR,2394,L-homme-a-la-rose,VERIFIED,EXACT_BRAND_CLEAN_NAME,61779,Maison Francis Kurkdjian,L Homme A la Rose,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/L-Homme-A-la-Rose-61779.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1675-NRO,2411,Narciso-eau-de-parfum-ambree,VERIFIED,CONFIRMED_IDENTITY_EXACT_CORPUS,60867,Narciso Rodriguez,Narciso Eau de Parfum Ambree,https://www.fragrantica.com/perfume/Narciso-Rodriguez/Narciso-Eau-de-Parfum-Ambree-60867.html,CONFIRMED_IDENTITY_EXACT_CORPUS,1.0000,0.8000,PASS
1676-CAL,2410,Euphoria-blush,VERIFIED,EXACT_PERFUME_BRAND_TEXT,60172,Calvin Klein,Euphoria Blush,https://www.fragrantica.com/perfume/Calvin-Klein/Euphoria-Blush-60172.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1677-BYR,2406,Eleventh Hour,VERIFIED,EXACT_BRAND_CLEAN_NAME,50934,Byredo,Eleventh Hour,https://www.fragrantica.com/perfume/Byredo/Eleventh-Hour-50934.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1678-BYR,2405,SELLIER,VERIFIED,EXACT_BRAND_CLEAN_NAME,58572,Byredo,Sellier,https://www.fragrantica.com/perfume/Byredo/Sellier-58572.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1679-BYR,2407,Rose Of No Man S Land,VERIFIED,EXACT_BRAND_CLEAN_NAME,31931,Byredo,Rose Of No Man s Land,https://www.fragrantica.com/perfume/Byredo/Rose-Of-No-Man-s-Land-31931.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1680-DRC,2409,Rouge-trafalgar-eau-de-,VERIFIED,EXACT_BRAND_CLEAN_NAME,58665,Dior,Rouge Trafalgar,https://www.fragrantica.com/perfume/Dior/Rouge-Trafalgar-58665.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1681-MNT,2408,Intense Cafe,VERIFIED,EXACT_PERFUME_BRAND_TEXT,18021,Montale,Intense Cafe,https://www.fragrantica.com/perfume/Montale/Intense-Cafe-18021.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1682-HER,,24 FAUBOURG,VERIFIED,EXACT_PERFUME_BRAND_TEXT,27,Hermes,24 Faubourg,https://www.fragrantica.com/perfume/Hermes/24-Faubourg-27.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1683-HER,2414,Un Jardin Sur La Lagune,VERIFIED,EXACT_PERFUME_BRAND_TEXT,53373,Hermes,Un Jardin Sur La Lagune,https://www.fragrantica.com/perfume/Hermes/Un-Jardin-Sur-La-Lagune-53373.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1684-GIV,,YSATIS,VERIFIED,EXACT_BRAND_CLEAN_NAME,36,Givenchy,Ysatis,https://www.fragrantica.com/perfume/Givenchy/Ysatis-36.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1685-FRE,2416,EN PASSANT Woman's perfume,VERIFIED,WEB_VERIFIED_FRAGRANTICA,2793,Frederic Malle,En Passant,https://www.fragrantica.com/p/2793,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
1686-PRA,2413,Luna Rossa Black,VERIFIED,EXACT_PERFUME_BRAND_TEXT,48682,Prada,Luna Rossa Black,https://www.fragrantica.com/perfume/Prada/Luna-Rossa-Black-48682.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1693-BYR,2427,Mixed-emotions,VERIFIED,EXACT_BRAND_CLEAN_NAME,65525,Byredo,Mixed Emotions,https://www.fragrantica.com/perfume/Byredo/Mixed-Emotions-65525.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1694-TMFO,2436,Oud Fleur,VERIFIED,CONFIRMED_IDENTITY_EXACT_CORPUS,21401,Tom Ford,Oud Fleur,https://www.fragrantica.com/perfume/Tom-Ford/Oud-Fleur-21401.html,CONFIRMED_IDENTITY_EXACT_CORPUS,1.0000,1.0000,PASS
1695-TMFO,2426,Soleil-brulant,VERIFIED,EXACT_BRAND_CLEAN_NAME,66125,Tom Ford,Soleil Brulant,https://www.fragrantica.com/perfume/Tom-Ford/Soleil-Brulant-66125.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1696-CRD,2425,Royal Water,VERIFIED,EXACT_BRAND_CLEAN_NAME,7510,Creed,Royal Water,https://www.fragrantica.com/perfume/Creed/Royal-Water-7510.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1697-LEL,2430,The Noir 29,VERIFIED,EXACT_PERFUME_BRAND_TEXT,31872,Le Labo,The Noir 29,https://www.fragrantica.com/perfume/Le-Labo/The-Noir-29-31872.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1698-LEL,2429,Oud 27,VERIFIED,EXACT_PERFUME_BRAND_TEXT,6329,Le Labo,Oud 27,https://www.fragrantica.com/perfume/Le-Labo/Oud-27-6329.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1699-LTN,2428,Nuit de Feu,VERIFIED,CONFIRMED_IDENTITY_EXACT_CORPUS,60031,Louis Vuitton,Nuit de Feu,https://www.fragrantica.com/perfume/Louis-Vuitton/Nuit-de-Feu-60031.html,CONFIRMED_IDENTITY_EXACT_CORPUS,1.0000,1.0000,PASS
1700-MNT,2438,Musk To Musk,VERIFIED,EXACT_PERFUME_BRAND_TEXT,12299,Montale,Musk to Musk,https://www.fragrantica.com/perfume/Montale/Musk-to-Musk-12299.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1701-TOSC,,TOSCA,VERIFIED,WEB_VERIFIED_FRAGRANTICA,5796,,,https://www.fragrantica.com/perfume/Tosca/Tosca-5796.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
1702-KUR,4387,Oud,VERIFIED,EXACT_BRAND_CLEAN_NAME,14610,Maison Francis Kurkdjian,Oud,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Oud-14610.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1703-CAL,2440,Defy Eau de Toilette,VERIFIED,EXACT_PERFUME_BRAND_TEXT,68225,Calvin Klein,Defy,https://www.fragrantica.com/perfume/Calvin-Klein/Defy-68225.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1704-CAR,2439,212-heroes,VERIFIED,EXACT_BRAND_CLEAN_NAME,65988,Carolina Herrera,212 Heroes,https://www.fragrantica.com/perfume/Carolina-Herrera/212-Heroes-65988.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1706-KIL,2735,Playing With The Devil,VERIFIED,EXACT_PERFUME_BRAND_TEXT,18931,By Kilian,Playing With The Devil,https://www.fragrantica.com/perfume/By-Kilian/Playing-With-The-Devil-18931.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1718-TER,2452,Cassiopea,VERIFIED,EXACT_PERFUME_BRAND_TEXT,30624,Tiziana Terenzi,Cassiopea,https://www.fragrantica.com/perfume/Tiziana-Terenzi/Cassiopea-30624.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1719-MEM,2451,Corfu,VERIFIED,EXACT_PERFUME_BRAND_TEXT,68292,Memo Paris,Corfu,https://www.fragrantica.com/perfume/Memo-Paris/Corfu-68292.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1720-LEL,2450,Vetiver 46,VERIFIED,EXACT_PERFUME_BRAND_TEXT,6328,Le Labo,Vetiver 46,https://www.fragrantica.com/perfume/Le-Labo/Vetiver-46-6328.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1721-BLG,2453,Le-gemme-azaran,VERIFIED,EXACT_BRAND_CLEAN_NAME,66122,Bvlgari,Azaran,https://www.fragrantica.com/perfume/Bvlgari/Azaran-66122.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1722-CRD,2449,White-flowers,VERIFIED,EXACT_BRAND_CLEAN_NAME,13390,Creed,White Flowers,https://www.fragrantica.com/perfume/Creed/White-Flowers-13390.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1723-TMFO,2448,Vert Des Bois,VERIFIED,EXACT_BRAND_CLEAN_NAME,40089,Tom Ford,Vert des Bois,https://www.fragrantica.com/perfume/Tom-Ford/Vert-des-Bois-40089.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1726-MNTB,2454,Signature,VERIFIED,CONFIRMED_IDENTITY_EXACT_CORPUS,60962,Montblanc,Signature,https://www.fragrantica.com/perfume/Montblanc/Signature-60962.html,CONFIRMED_IDENTITY_EXACT_CORPUS,1.0000,1.0000,PASS
1727-LAN,2456,Idole-aura,VERIFIED,EXACT_BRAND_CLEAN_NAME,67578,Lancome,Idole Aura,https://www.fragrantica.com/perfume/Lancome/Idole-Aura-67578.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1728-ARM,2457,My-way-intense,VERIFIED,EXACT_BRAND_CLEAN_NAME,68596,Giorgio Armani,My Way Intense,https://www.fragrantica.com/perfume/Giorgio-Armani/My-Way-Intense-68596.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1729-CAR,2455,Very-good-girl-eau-de-,VERIFIED,EXACT_BRAND_CLEAN_NAME,65560,Carolina Herrera,Very Good Girl,https://www.fragrantica.com/perfume/Carolina-Herrera/Very-Good-Girl-65560.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1730-HER,2458,Twilly-d-hermes-eau-ginger,VERIFIED,SAFE_TOKEN_SAME_BRAND,67667,Hermes,Twilly d Hermes Eau Ginger,https://www.fragrantica.com/perfume/Hermes/Twilly-d-Hermes-Eau-Ginger-67667.html,SAFE_TOKEN_SAME_BRAND,0.9440,1.0000,PASS
1731-VICT,2516,TEASE CREAM CLOUD - VICTORIA'S SECRET,VERIFIED,SAFE_FUZZY_SAME_BRAND,68550,Victoria s Secret,Tease Creme Cloud,https://www.fragrantica.com/perfume/Victoria-s-Secret/Tease-Creme-Cloud-68550.html,SAFE_FUZZY_SAME_BRAND,0.9412,0.6154,REVIEW
1732-MIC,2518,Super-gorgeous,VERIFIED,EXACT_PERFUME_BRAND_TEXT,68626,Michael Kors,Super Gorgeous,https://www.fragrantica.com/perfume/Michael-Kors/Super-Gorgeous-68626.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1733-BYR,2506,Mumbai-noise,VERIFIED,EXACT_BRAND_CLEAN_NAME,69858,Byredo,Mumbai Noise,https://www.fragrantica.com/perfume/Byredo/Mumbai-Noise-69858.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1734-TMFO,2515,Ebene-fume-eau-de-,VERIFIED,EXACT_BRAND_CLEAN_NAME,69008,Tom Ford,Ebene Fume,https://www.fragrantica.com/perfume/Tom-Ford/Ebene-Fume-69008.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1735-XER,2552,Italica,VERIFIED,EXACT_BRAND_CLEAN_NAME,41149,Xerjoff,Italica,https://www.fragrantica.com/perfume/Xerjoff/Italica-41149.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1736-PRFRO,2553,Arso,VERIFIED,WEB_VERIFIED_FRAGRANTICA,11700,Profumum Roma,Arso,https://www.fragrantica.com/p/11700,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
1737-GIV,2555,L INTERDIT ROUGE EDP,VERIFIED,SAFE_CONCENTRATION_EQUIVALENT,68404,Givenchy,L Interdit Eau de Parfum Rouge,https://www.fragrantica.com/perfume/Givenchy/L-Interdit-Eau-de-Parfum-Rouge-68404.html,SAFE_CONCENTRATION_EQUIVALENT,0.9950,1.0000,PASS
1743-LBI,2825,Sotto Voce,VERIFIED,WEB_VERIFIED_FRAGRANTICA,1185,,,https://www.fragrantica.com/perfume/Laura-Biagiotti/Sotto-Voce-1185.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
1744-CLI,2598,Aromatics In Black,VERIFIED,EXACT_PERFUME_BRAND_TEXT,31761,Clinique,Aromatics in Black,https://www.fragrantica.com/perfume/Clinique/Aromatics-in-Black-31761.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1745-SERG,2599,Chergui-eau-de-,VERIFIED,EXACT_PERFUME_BRAND_TEXT,2762,Serge Lutens,Chergui,https://www.fragrantica.com/perfume/Serge-Lutens/Chergui-2762.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1746-XER,2600,Alexandria-iii,VERIFIED,EXACT_BRAND_CLEAN_NAME,57363,Xerjoff,Alexandria III,https://www.fragrantica.com/perfume/Xerjoff/Alexandria-III-57363.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1747-VICT,2601,Bare Vanilla,VERIFIED,EXACT_BRAND_CLEAN_NAME,56836,Victoria s Secret,Bare Vanilla,https://www.fragrantica.com/perfume/Victoria-s-Secret/Bare-Vanilla-56836.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1748-BYR,2602,Marijuana,NOT_FOUND,NO_FOUND_ID_FOR_CODE,,,,,,,0.0000,NOT_MAPPED
1749-BLG,2603,Le Gemme  Gyan,VERIFIED,EXACT_BRAND_CLEAN_NAME,41221,Bvlgari,Gyan,https://www.fragrantica.com/perfume/Bvlgari/Gyan-41221.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1750-LTN,2604,Sun Song,VERIFIED,CONFIRMED_IDENTITY_EXACT_CORPUS,53945,Louis Vuitton,Sun Song,https://www.fragrantica.com/perfume/Louis-Vuitton/Sun-Song-53945.html,CONFIRMED_IDENTITY_EXACT_CORPUS,1.0000,1.0000,PASS
1751-GUL,2613,MADAME,VERIFIED,EXACT_UNIQUE_NAME,12088,Cortina 1224,Madame,https://www.fragrantica.com/perfume/Cortina-1224/Madame-12088.html,EXACT_UNIQUE_NAME,1.0000,1.0000,PASS
1752-JUL,2606,Vanilla Vibes,VERIFIED,EXACT_PERFUME_BRAND_TEXT,54878,Juliette Has A Gun,Vanilla Vibes,https://www.fragrantica.com/perfume/Juliette-Has-A-Gun/Vanilla-Vibes-54878.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1753-TEDL,,TED,VERIFIED,WEB_VERIFIED_FRAGRANTICA,5942,,,https://www.fragrantica.com/perfume/Ted-Lapidus/Ted-5942.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
1754-HER,2609,VANILLE GALANTE HERMESSENCE - HERMES,VERIFIED,SAFE_TOKEN_SAME_BRAND,5213,Hermes,Hermessence Vanille Galante,https://www.fragrantica.com/perfume/Hermes/Hermessence-Vanille-Galante-5213.html,SAFE_TOKEN_SAME_BRAND,0.9860,0.6209,REVIEW
1755-MNT,2618,Vanilla Cake,VERIFIED,EXACT_PERFUME_BRAND_TEXT,48948,Montale,Vanilla Cake,https://www.fragrantica.com/perfume/Montale/Vanilla-Cake-48948.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1756-LBI,2826,ROMA - LAURA BIAGIOTTI,VERIFIED,WEB_VERIFIED_FRAGRANTICA,628,,,https://www.fragrantica.com/perfume/Laura-Biagiotti/Roma-628.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
1757-DIP,2610,Eau Duelle,VERIFIED,EXACT_BRAND_CLEAN_NAME,49100,Diptyque,Eau Duelle Eau de Parfum,https://www.fragrantica.com/perfume/Diptyque/Eau-Duelle-Eau-de-Parfum-49100.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1758-MNT,2631,Roses-musk-eau-de-,VERIFIED,EXACT_PERFUME_BRAND_TEXT,1148,Montale,Roses Musk,https://www.fragrantica.com/perfume/Montale/Roses-Musk-1148.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1759-LTN,2630,LES,VERIFIED,EXACT_UNIQUE_NAME,81501,Boy Smells,Les,https://www.fragrantica.com/perfume/Boy-Smells/Les-81501.html,EXACT_UNIQUE_NAME,1.0000,1.0000,PASS
1760-FRE,2619,IRIS POUDRE,VERIFIED,CONFIRMED_IDENTITY_EXACT_CORPUS,4771,Frederic Malle,Iris Poudre,https://www.fragrantica.com/perfume/Frederic-Malle/Iris-Poudre-4771.html,CONFIRMED_IDENTITY_EXACT_CORPUS,1.0000,1.0000,PASS
1761-DIP,2632,L Eau Des Hesperides,VERIFIED,EXACT_BRAND_CLEAN_NAME,3836,Diptyque,L eau des Hesperides,https://www.fragrantica.com/perfume/Diptyque/L-eau-des-Hesperides-3836.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
1762-ETLR,2633,Putain Des Palaces,VERIFIED,EXACT_PERFUME_BRAND_TEXT,4521,Etat Libre d Orange,Putain des Palaces,https://www.fragrantica.com/perfume/Etat-Libre-d-Orange/Putain-des-Palaces-4521.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1763-JILS,,SUN,VERIFIED,WEB_VERIFIED_FRAGRANTICA,618,,,https://www.fragrantica.com/perfume/Jil-Sander/Sun-618.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
1764-GUR,2620,Aqua Allegoria Coconut Fizz,VERIFIED,EXACT_PERFUME_BRAND_TEXT,53806,Guerlain,Aqua Allegoria Coconut Fizz,https://www.fragrantica.com/perfume/Guerlain/Aqua-Allegoria-Coconut-Fizz-53806.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
1765-JEN,2611,Miami Glow,VERIFIED,WEB_VERIFIED_FRAGRANTICA,870,Jennifer Lopez,Miami Glow,https://www.fragrantica.com/p/870,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
