shobi_code,shobi_name,brand_hint,brand_catalog_size,classification,margin,cand1_id,cand1_brand,cand1_name,cand1_score,cand1_spell,cand1_recall,cand1_precision,cand1_url,cand2_id,cand2_brand,cand2_name,cand2_score,cand2_spell,cand2_recall,cand2_precision,cand2_url,cand3_id,cand3_brand,cand3_name,cand3_score,cand3_spell,cand3_recall,cand3_precision,cand3_url,cand4_id,cand4_brand,cand4_name,cand4_score,cand4_spell,cand4_recall,cand4_precision,cand4_url,cand5_id,cand5_brand,cand5_name,cand5_score,cand5_spell,cand5_recall,cand5_precision,cand5_url,cand6_id,cand6_brand,cand6_name,cand6_score,cand6_spell,cand6_recall,cand6_precision,cand6_url,cand7_id,cand7_brand,cand7_name,cand7_score,cand7_spell,cand7_recall,cand7_precision,cand7_url,cand8_id,cand8_brand,cand8_name,cand8_score,cand8_spell,cand8_recall,cand8_precision,cand8_url,cand9_id,cand9_brand,cand9_name,cand9_score,cand9_spell,cand9_recall,cand9_precision,cand9_url,cand10_id,cand10_brand,cand10_name,cand10_score,cand10_spell,cand10_recall,cand10_precision,cand10_url
742-JUI,VIVA LA JUICY SUCRE - COUTURE,,55556,WEAK,0.0417,106862,Fragrance World,ALLURE COUTURE,0.5343,0.6667,0.2000,0.5000,https://www.fragrantica.com/perfume/Fragrance-World/ALLURE-COUTURE-106862.html,42507,Avon,Viva la Vita,0.4926,0.4848,0.4000,0.6667,https://www.fragrantica.com/perfume/Avon/Viva-la-Vita-42507.html,114073,Avon,Viva La Vita Limited Edition,0.4926,0.4848,0.4000,0.6667,https://www.fragrantica.com/perfume/Avon/Viva-La-Vita-Limited-Edition-114073.html,729,Moschino,Couture,0.4853,0.4667,0.2000,1.0000,https://www.fragrantica.com/perfume/Moschino/Couture-729.html,4627,Bill Blass,Couture 1,0.4853,0.4667,0.2000,1.0000,https://www.fragrantica.com/perfume/Bill-Blass/Couture-1-4627.html,4628,Bill Blass,Couture 3,0.4853,0.4667,0.2000,1.0000,https://www.fragrantica.com/perfume/Bill-Blass/Couture-3-4628.html,4629,Bill Blass,Couture 6,0.4853,0.4667,0.2000,1.0000,https://www.fragrantica.com/perfume/Bill-Blass/Couture-6-4629.html,4630,Bill Blass,Couture 7,0.4853,0.4667,0.2000,1.0000,https://www.fragrantica.com/perfume/Bill-Blass/Couture-7-4630.html,5360,Bill Blass,Couture 8,0.4853,0.4667,0.2000,1.0000,https://www.fragrantica.com/perfume/Bill-Blass/Couture-8-5360.html,55325,Cher,Eau de Couture,0.4853,0.4667,0.2000,1.0000,https://www.fragrantica.com/perfume/Cher/Eau-de-Couture-55325.html
743-JUS,Girlfriend,,55556,WEAK,0.1826,132631,Sorce,Your Girlfriend is a Badass,0.6550,0.6250,1.0000,0.2500,https://www.fragrantica.com/perfume/Sorce/Your-Girlfriend-is-a-Badass-132631.html,77751,Bath Body Works,Ghoul Friend,0.4724,0.7619,0.0000,0.0000,https://www.fragrantica.com/perfume/Bath-Body-Works/Ghoul-Friend-77751.html,95813,Bath Body Works,Ghoul Friend,0.4724,0.7619,0.0000,0.0000,https://www.fragrantica.com/perfume/Bath-Body-Works/Ghoul-Friend-95813.html,731,Moschino,Friends Men,0.4376,0.7059,0.0000,0.0000,https://www.fragrantica.com/perfume/Moschino/Friends-Men-731.html,21324,Abdul Samad Al Qurashi,Ghadir Blend,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Abdul-Samad-Al-Qurashi/Ghadir-Blend-21324.html,34500,Avon,Petit Friends,0.3945,0.6364,0.0000,0.0000,https://www.fragrantica.com/perfume/Avon/Petit-Friends-34500.html,102385,Brocard,Whirlwind,0.3916,0.6316,0.0000,0.0000,https://www.fragrantica.com/perfume/Brocard/Whirlwind-102385.html,64134,Avon,Gilded,0.3875,0.6250,0.0000,0.0000,https://www.fragrantica.com/perfume/Avon/Gilded-64134.html,77504,Chris Adams,Gifted Pour Femme,0.3875,0.6250,0.0000,0.0000,https://www.fragrantica.com/perfume/Chris-Adams/Gifted-Pour-Femme-77504.html,81743,Eau de Boujee,Gilded,0.3875,0.6250,0.0000,0.0000,https://www.fragrantica.com/perfume/Eau-de-Boujee/Gilded-81743.html
744-JUS,The Key,,55556,WEAK,0.0338,126270,MAISON ASRAR,Love Key,0.6770,0.6000,1.0000,0.5000,https://www.fragrantica.com/perfume/MAISON-ASRAR/Love-Key-126270.html,28664,Cindy C,Cindy Key,0.6432,0.5455,1.0000,0.5000,https://www.fragrantica.com/perfume/Cindy-C/Cindy-Key-28664.html,28654,Cindy C,Cindy Key,0.6432,0.5455,1.0000,0.5000,https://www.fragrantica.com/perfume/Cindy-C/Cindy-Key-28654.html,103888,Brocard,Encoder Key,0.5912,0.4615,1.0000,0.5000,https://www.fragrantica.com/perfume/Brocard/Encoder-Key-103888.html,49261,Alexandria Fragrances,Key of Life,0.5900,0.5000,1.0000,0.3333,https://www.fragrantica.com/perfume/Alexandria-Fragrances/Key-of-Life-49261.html,20486,Dzintars,Future Code Key,0.5125,0.3750,1.0000,0.3333,https://www.fragrantica.com/perfume/Dzintars/Future-Code-Key-20486.html,44842,Black Phoenix Alchemy Lab,Low Key Lyesmith,0.4988,0.3529,1.0000,0.3333,https://www.fragrantica.com/perfume/Black-Phoenix-Alchemy-Lab/Low-Key-Lyesmith-44842.html,54145,Swiss Arabian,Kenzy,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Swiss-Arabian/Kenzy-54145.html,87084,Armaf,Private Key To My Life,0.4371,0.2857,1.0000,0.2000,https://www.fragrantica.com/perfume/Armaf/Private-Key-To-My-Life-87084.html,87085,Armaf,Private Key To My Love,0.4371,0.2857,1.0000,0.2000,https://www.fragrantica.com/perfume/Armaf/Private-Key-To-My-Love-87085.html
745-KAR,Karl Lagerfeld for Her Eau de Parfum,,55556,WEAK,0.0048,20662,Dina Cosmetics,Dagger for Her,0.4989,0.5600,0.3333,0.5000,https://www.fragrantica.com/perfume/Dina-Cosmetics/Dagger-for-Her-20662.html,132684,Ajmal,Evoke Red Her,0.4941,0.5926,0.3333,0.3333,https://www.fragrantica.com/perfume/Ajmal/Evoke-Red-Her-132684.html,23741,Adidas,Adidas Get Ready For Her,0.4899,0.6061,0.3333,0.2500,https://www.fragrantica.com/perfume/Adidas/Adidas-Get-Ready-For-Her-23741.html,7164,Bond No 9,Harrods for Her,0.4855,0.5385,0.3333,0.5000,https://www.fragrantica.com/perfume/Bond-No-9/Harrods-for-Her-7164.html,22326,Calvin Klein,CK One Red Edition for Her,0.4816,0.5926,0.3333,0.2500,https://www.fragrantica.com/perfume/Calvin-Klein/CK-One-Red-Edition-for-Her-22326.html,46394,Avon,Free for Her,0.4751,0.5217,0.3333,0.5000,https://www.fragrantica.com/perfume/Avon/Free-for-Her-46394.html,55879,Aura,Aura For Her,0.4751,0.5217,0.3333,0.5000,https://www.fragrantica.com/perfume/Aura/Aura-For-Her-55879.html,104964,Bath Body Works,All Eyes On Her,0.4685,0.5714,0.3333,0.2500,https://www.fragrantica.com/perfume/Bath-Body-Works/All-Eyes-On-Her-104964.html,16514,Avon,Unplugged for Her,0.4617,0.5000,0.3333,0.5000,https://www.fragrantica.com/perfume/Avon/Unplugged-for-Her-16514.html,107506,BellaVita,Alpha for Her,0.4617,0.5000,0.3333,0.5000,https://www.fragrantica.com/perfume/BellaVita/Alpha-for-Her-107506.html
746-KAR,Ocean View,,55556,REVIEW,0.0000,10047,Bath Body Works,Ocean for Men,0.7079,0.7143,0.5000,1.0000,https://www.fragrantica.com/perfume/Bath-Body-Works/Ocean-for-Men-10047.html,45337,Bath Body Works,Ocean,0.7079,0.7143,0.5000,1.0000,https://www.fragrantica.com/perfume/Bath-Body-Works/Ocean-45337.html,14709,Demeter Fragrance,Ocean,0.7079,0.7143,0.5000,1.0000,https://www.fragrantica.com/perfume/Demeter-Fragrance/Ocean-14709.html,25303,Victoria s Secret,Ocean,0.7079,0.7143,0.5000,1.0000,https://www.fragrantica.com/perfume/Victoria-s-Secret/Ocean-25303.html,38578,ASAMA Perfumes,Ocean,0.7079,0.7143,0.5000,1.0000,https://www.fragrantica.com/perfume/ASAMA-Perfumes/Ocean-38578.html,61666,BadeFee,Ocean,0.7079,0.7143,0.5000,1.0000,https://www.fragrantica.com/perfume/BadeFee/Ocean-61666.html,136508,Barbour s Beauty,Ocean Homme,0.7079,0.7143,0.5000,1.0000,https://www.fragrantica.com/perfume/Barbour-s-Beauty/Ocean-Homme-136508.html,107153,BellaVita,Ocean Man,0.7079,0.7143,0.5000,1.0000,https://www.fragrantica.com/perfume/BellaVita/Ocean-Man-107153.html,10264,Carol s Daughter,Ocean,0.7079,0.7143,0.5000,1.0000,https://www.fragrantica.com/perfume/Carol-s-Daughter/Ocean-10264.html,79974,Chlorophylla,H Ocean,0.7079,0.7143,0.5000,1.0000,https://www.fragrantica.com/perfume/Chlorophylla/H-Ocean-79974.html
770-LAP,Midnight Rain,,55556,REVIEW,0.0000,58744,Al Rehab,Midnight,0.7610,0.8000,0.5000,1.0000,https://www.fragrantica.com/perfume/Al-Rehab/Midnight-58744.html,33444,Avon,Midnight,0.7610,0.8000,0.5000,1.0000,https://www.fragrantica.com/perfume/Avon/Midnight-33444.html,33445,Avon,Midnight,0.7610,0.8000,0.5000,1.0000,https://www.fragrantica.com/perfume/Avon/Midnight-33445.html,22038,Bath Body Works,Midnight,0.7610,0.8000,0.5000,1.0000,https://www.fragrantica.com/perfume/Bath-Body-Works/Midnight-22038.html,59936,Adopt Parfums,Midnight,0.7610,0.8000,0.5000,1.0000,https://www.fragrantica.com/perfume/Adopt-Parfums/Midnight-59936.html,112834,Athena Fragrances,MIDNIGHT,0.7610,0.8000,0.5000,1.0000,https://www.fragrantica.com/perfume/Athena-Fragrances/MIDNIGHT-112834.html,38619,Axis,Midnight,0.7610,0.8000,0.5000,1.0000,https://www.fragrantica.com/perfume/Axis/Midnight-38619.html,138533,Bloom Body,Midnight,0.7610,0.8000,0.5000,1.0000,https://www.fragrantica.com/perfume/Bloom-Body/Midnight-138533.html,17469,Daniel Hechter,Midnight,0.7610,0.8000,0.5000,1.0000,https://www.fragrantica.com/perfume/Daniel-Hechter/Midnight-17469.html,126942,PARIS CORNER,Midnight Sin,0.7291,0.8696,0.5000,0.5000,https://www.fragrantica.com/perfume/PARIS-CORNER/Midnight-Sin-126942.html
771-LAP,Silver Rain,,55556,REVIEW,0.2700,126381,Beard Monkey,Silver Rain,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Beard-Monkey/Silver-Rain-126381.html,1176,Al Rehab,Silver,0.7300,0.7500,0.5000,1.0000,https://www.fragrantica.com/perfume/Al-Rehab/Silver-1176.html,1111,Amouage,Silver Man,0.7300,0.7500,0.5000,1.0000,https://www.fragrantica.com/perfume/Amouage/Silver-Man-1111.html,43469,Zara,Man Silver,0.7300,0.7500,0.5000,1.0000,https://www.fragrantica.com/perfume/Zara/Man-Silver-43469.html,54001,Zara,Man Silver,0.7300,0.7500,0.5000,1.0000,https://www.fragrantica.com/perfume/Zara/Man-Silver-54001.html,65901,Zara,Silver,0.7300,0.7500,0.5000,1.0000,https://www.fragrantica.com/perfume/Zara/Silver-65901.html,72325,Zara,Silver,0.7300,0.7500,0.5000,1.0000,https://www.fragrantica.com/perfume/Zara/Silver-72325.html,136724,Zara,Man Silver,0.7300,0.7500,0.5000,1.0000,https://www.fragrantica.com/perfume/Zara/Man-Silver-136724.html,5262,Acqua di Genova,Silver,0.7300,0.7500,0.5000,1.0000,https://www.fragrantica.com/perfume/Acqua-di-Genova/Silver-5262.html,40411,Acqua di Genova,Silver 2,0.7300,0.7500,0.5000,1.0000,https://www.fragrantica.com/perfume/Acqua-di-Genova/Silver-2-40411.html
772-LAD,Fame,,55556,REVIEW,0.0000,74962,Rabanne,Fame,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Rabanne/Fame-74962.html,83498,Rabanne,Fame Parfum,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Rabanne/Fame-Parfum-83498.html,100965,Rasasi,Fame,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Rasasi/Fame-100965.html,119545,Aura Budapest,Fame,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Aura-Budapest/Fame-119545.html,37872,Corday,Fame,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Corday/Fame-37872.html,67786,Alexandria Fragrances,Fame 15,0.8010,0.8000,1.0000,0.5000,https://www.fragrantica.com/perfume/Alexandria-Fragrances/Fame-15-67786.html,98889,Fragrance World,Gold Fame,0.7183,0.6667,1.0000,0.5000,https://www.fragrantica.com/perfume/Fragrance-World/Gold-Fame-98889.html,105369,Fragrance World,Pink Fame,0.7183,0.6667,1.0000,0.5000,https://www.fragrantica.com/perfume/Fragrance-World/Pink-Fame-105369.html,99352,Assala Prime,Royal Fame,0.6865,0.6154,1.0000,0.5000,https://www.fragrantica.com/perfume/Assala-Prime/Royal-Fame-99352.html,117342,Rabanne,Fame Feline,0.6593,0.5714,1.0000,0.5000,https://www.fragrantica.com/perfume/Rabanne/Fame-Feline-117342.html
799-LANV,Eclat-d-arpege-eau-de-,,55556,WEAK,0.0000,34152,Al Battash Classic,Eclat Pour Femme,0.6525,0.6250,0.5000,1.0000,https://www.fragrantica.com/perfume/Al-Battash-Classic/Eclat-Pour-Femme-34152.html,34154,Al Battash Classic,Eclat Pour Homme,0.6525,0.6250,0.5000,1.0000,https://www.fragrantica.com/perfume/Al-Battash-Classic/Eclat-Pour-Homme-34154.html,84715,Ascania,Eclat,0.6525,0.6250,0.5000,1.0000,https://www.fragrantica.com/perfume/Ascania/Eclat-84715.html,57697,Versace,Eclat de Rose,0.6240,0.7000,0.5000,0.5000,https://www.fragrantica.com/perfume/Versace/Eclat-de-Rose-57697.html,89935,Dom Do,Eclat d Azur,0.6240,0.7000,0.5000,0.5000,https://www.fragrantica.com/perfume/Dom-Do/Eclat-d-Azur-89935.html,107236,Andesara,Eclat Reverie,0.6213,0.6957,0.5000,0.5000,https://www.fragrantica.com/perfume/Andesara/Eclat-Reverie-107236.html,84030,Atelier Cologne,Eclat de Tubereuse,0.5868,0.6400,0.5000,0.5000,https://www.fragrantica.com/perfume/Atelier-Cologne/Eclat-de-Tubereuse-84030.html,120670,Zara,Eclat Boheme,0.5845,0.6364,0.5000,0.5000,https://www.fragrantica.com/perfume/Zara/Eclat-Boheme-120670.html,105602,Ainash Parfums,Eclat De Mer,0.5816,0.6316,0.5000,0.5000,https://www.fragrantica.com/perfume/Ainash-Parfums/Eclat-De-Mer-105602.html,108917,Fragrance World,Eclat Weekend,0.5674,0.6087,0.5000,0.5000,https://www.fragrantica.com/perfume/Fragrance-World/Eclat-Weekend-108917.html
800-LANV,Me,,55556,REVIEW,0.0000,112304,AENYOE1,Me,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/AENYOE1/Me-112304.html,17764,American Eagle,Me,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/American-Eagle/Me-17764.html,58119,Be Layered,Me,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Be-Layered/Me-58119.html,72225,Cult For,Me,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Cult-For/Me-72225.html,89620,Akke Marije,It s Me,0.7183,0.6667,1.0000,0.5000,https://www.fragrantica.com/perfume/Akke-Marije/It-s-Me-89620.html,38326,Armand Basi,In Me,0.7183,0.6667,1.0000,0.5000,https://www.fragrantica.com/perfume/Armand-Basi/In-Me-38326.html,83430,Appuntamento con i profumi,Me dea,0.6593,0.5714,1.0000,0.5000,https://www.fragrantica.com/perfume/Appuntamento-con-i-profumi/Me-dea-83430.html,121976,Aura Fragrances,Why Me,0.6593,0.5714,1.0000,0.5000,https://www.fragrantica.com/perfume/Aura-Fragrances/Why-Me-121976.html,66972,Black Phoenix Alchemy Lab,Eat Me,0.6593,0.5714,1.0000,0.5000,https://www.fragrantica.com/perfume/Black-Phoenix-Alchemy-Lab/Eat-Me-66972.html,103090,Bruno Perrucci Parfums,Hug Me,0.6593,0.5714,1.0000,0.5000,https://www.fragrantica.com/perfume/Bruno-Perrucci-Parfums/Hug-Me-103090.html
801-LANV,Marry Me,,55556,REVIEW,0.0517,96098,ByBozo,Will You Marry Me,0.7183,0.6667,1.0000,0.5000,https://www.fragrantica.com/perfume/ByBozo/Will-You-Marry-Me-96098.html,59251,All Your Personal Aroma,Marry Me On Thursday,0.6667,0.5833,1.0000,0.5000,https://www.fragrantica.com/perfume/All-Your-Personal-Aroma/Marry-Me-On-Thursday-59251.html,68723,Rabanne,Major Me,0.6329,0.7143,0.5000,0.5000,https://www.fragrantica.com/perfume/Rabanne/Major-Me-68723.html,55184,Rabanne,Crazy Me,0.5443,0.5714,0.5000,0.5000,https://www.fragrantica.com/perfume/Rabanne/Crazy-Me-55184.html,68722,Rabanne,Dandy Me,0.5443,0.5714,0.5000,0.5000,https://www.fragrantica.com/perfume/Rabanne/Dandy-Me-68722.html,112304,AENYOE1,Me,0.5406,0.4444,0.5000,1.0000,https://www.fragrantica.com/perfume/AENYOE1/Me-112304.html,17764,American Eagle,Me,0.5406,0.4444,0.5000,1.0000,https://www.fragrantica.com/perfume/American-Eagle/Me-17764.html,58119,Be Layered,Me,0.5406,0.4444,0.5000,1.0000,https://www.fragrantica.com/perfume/Be-Layered/Me-58119.html,72225,Cult For,Me,0.5406,0.4444,0.5000,1.0000,https://www.fragrantica.com/perfume/Cult-For/Me-72225.html,112210,Atelier Rebul,Cherry Me Up,0.5297,0.5882,0.5000,0.3333,https://www.fragrantica.com/perfume/Atelier-Rebul/Cherry-Me-Up-112210.html
802-LBI,VENEZIA - LAURA BIAGIOTTI,,55556,WEAK,0.0000,4900,Adrienne Vittadini,Venezia,0.5367,0.5000,0.3333,1.0000,https://www.fragrantica.com/perfume/Adrienne-Vittadini/Venezia-4900.html,130238,Cornerland,Venezia,0.5367,0.5000,0.3333,1.0000,https://www.fragrantica.com/perfume/Cornerland/Venezia-130238.html,101588,Duomo Perfume House,Venezia,0.5367,0.5000,0.3333,1.0000,https://www.fragrantica.com/perfume/Duomo-Perfume-House/Venezia-101588.html,18601,Abdes Salaam Attars Perfumes,Venezia Giardini Secreti,0.4727,0.5581,0.3333,0.3333,https://www.fragrantica.com/perfume/Abdes-Salaam-Attars-Perfumes/Venezia-Giardini-Secreti-18601.html,20084,Al Rehab,Laura,0.4651,0.3846,0.3333,1.0000,https://www.fragrantica.com/perfume/Al-Rehab/Laura-20084.html,44841,Black Phoenix Alchemy Lab,Laura,0.4651,0.3846,0.3333,1.0000,https://www.fragrantica.com/perfume/Black-Phoenix-Alchemy-Lab/Laura-44841.html,57431,Al Musbah,Oud Venezia,0.4317,0.4516,0.3333,0.5000,https://www.fragrantica.com/perfume/Al-Musbah/Oud-Venezia-57431.html,6550,DSH Perfumes,Acqua di Venezia Italian Journey No 1,0.3934,0.4706,0.3333,0.1667,https://www.fragrantica.com/perfume/DSH-Perfumes/Acqua-di-Venezia-Italian-Journey-No-1-6550.html,62949,Tiziana Terenzi,Moro Di Venezia,0.3820,0.4118,0.3333,0.3333,https://www.fragrantica.com/perfume/Tiziana-Terenzi/Moro-Di-Venezia-62949.html,27001,Acque di Italia,Ambra di Venezia,0.3747,0.4000,0.3333,0.3333,https://www.fragrantica.com/perfume/Acque-di-Italia/Ambra-di-Venezia-27001.html
805-LOL,L DE LOLITA LEMPICKA,,55556,WEAK,0.0000,94766,MAISON ASRAR,Lolita,0.6370,0.6000,0.5000,1.0000,https://www.fragrantica.com/perfume/MAISON-ASRAR/Lolita-94766.html,15854,Black Phoenix Alchemy Lab,Lolita,0.6370,0.6000,0.5000,1.0000,https://www.fragrantica.com/perfume/Black-Phoenix-Alchemy-Lab/Lolita-15854.html,134668,Atelier Segall Barutti,Lolita Cherry Plum,0.4957,0.5333,0.5000,0.3333,https://www.fragrantica.com/perfume/Atelier-Segall-Barutti/Lolita-Cherry-Plum-134668.html,26974,Christine Lavoisier Parfums,Burlesk Lolita,0.4656,0.4444,0.5000,0.5000,https://www.fragrantica.com/perfume/Christine-Lavoisier-Parfums/Burlesk-Lolita-26974.html,79016,Chio Skin Care,Lolita Acqua Profumata,0.4568,0.4706,0.5000,0.3333,https://www.fragrantica.com/perfume/Chio-Skin-Care/Lolita-Acqua-Profumata-79016.html,41149,Xerjoff,Italica,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Xerjoff/Italica-41149.html,66333,Black Paw,Little Milk Cat,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Black-Paw/Little-Milk-Cat-66333.html,41592,David LISS Parfums,Oriental Epice,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/David-LISS-Parfums/Oriental-Epice-41592.html,39580,Alkemia Perfumes,Porta Alchemica,0.3986,0.6429,0.0000,0.0000,https://www.fragrantica.com/perfume/Alkemia-Perfumes/Porta-Alchemica-39580.html,96592,Ajmal,Little Prince,0.3815,0.6154,0.0000,0.0000,https://www.fragrantica.com/perfume/Ajmal/Little-Prince-96592.html
806-LOL,L Eau Jolie,,55556,REVIEW,0.0000,44369,Bahoma London,Jolie,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Bahoma-London/Jolie-44369.html,13363,Cerchi Nell Acqua,Jolie,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Cerchi-Nell-Acqua/Jolie-13363.html,42811,Dans un Jardin,Jolie,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Dans-un-Jardin/Jolie-42811.html,14946,Azzaro,Jolie Rose,0.7479,0.7143,1.0000,0.5000,https://www.fragrantica.com/perfume/Azzaro/Jolie-Rose-14946.html,131767,Caline,Tres Jolie,0.7479,0.7143,1.0000,0.5000,https://www.fragrantica.com/perfume/Caline/Tres-Jolie-131767.html,119562,Cerchi Nell Acqua,Tres Jolie,0.7479,0.7143,1.0000,0.5000,https://www.fragrantica.com/perfume/Cerchi-Nell-Acqua/Tres-Jolie-119562.html,129912,Adopt Parfums,Jolie Paris,0.7183,0.6667,1.0000,0.5000,https://www.fragrantica.com/perfume/Adopt-Parfums/Jolie-Paris-129912.html,129913,Adopt Parfums,Jolie Paris,0.7183,0.6667,1.0000,0.5000,https://www.fragrantica.com/perfume/Adopt-Parfums/Jolie-Paris-129913.html,20337,Charrier Parfums,Jolie Valse,0.7183,0.6667,1.0000,0.5000,https://www.fragrantica.com/perfume/Charrier-Parfums/Jolie-Valse-20337.html,3817,Balmain Beauty,Jolie Madame,0.6925,0.6250,1.0000,0.5000,https://www.fragrantica.com/perfume/Balmain-Beauty/Jolie-Madame-3817.html
807-LOL,LOLITA - LOLITA LEMPICKA,,55556,WEAK,0.0000,94766,MAISON ASRAR,Lolita,0.5512,0.4615,0.5000,1.0000,https://www.fragrantica.com/perfume/MAISON-ASRAR/Lolita-94766.html,15854,Black Phoenix Alchemy Lab,Lolita,0.5512,0.4615,0.5000,1.0000,https://www.fragrantica.com/perfume/Black-Phoenix-Alchemy-Lab/Lolita-15854.html,79016,Chio Skin Care,Lolita Acqua Profumata,0.4440,0.4500,0.5000,0.3333,https://www.fragrantica.com/perfume/Chio-Skin-Care/Lolita-Acqua-Profumata-79016.html,134668,Atelier Segall Barutti,Lolita Cherry Plum,0.4406,0.4444,0.5000,0.3333,https://www.fragrantica.com/perfume/Atelier-Segall-Barutti/Lolita-Cherry-Plum-134668.html,26974,Christine Lavoisier Parfums,Burlesk Lolita,0.4155,0.3636,0.5000,0.5000,https://www.fragrantica.com/perfume/Christine-Lavoisier-Parfums/Burlesk-Lolita-26974.html,66333,Black Paw,Little Milk Cat,0.3758,0.6061,0.0000,0.0000,https://www.fragrantica.com/perfume/Black-Paw/Little-Milk-Cat-66333.html,39580,Alkemia Perfumes,Porta Alchemica,0.3647,0.5882,0.0000,0.0000,https://www.fragrantica.com/perfume/Alkemia-Perfumes/Porta-Alchemica-39580.html,96592,Ajmal,Little Prince,0.3488,0.5625,0.0000,0.0000,https://www.fragrantica.com/perfume/Ajmal/Little-Prince-96592.html,41592,David LISS Parfums,Oriental Epice,0.3382,0.5455,0.0000,0.0000,https://www.fragrantica.com/perfume/David-LISS-Parfums/Oriental-Epice-41592.html,25352,Agent Provocateur,Fatale Pink,0.3307,0.5333,0.0000,0.0000,https://www.fragrantica.com/perfume/Agent-Provocateur/Fatale-Pink-25352.html
808-LOL,Sweet,,55556,REVIEW,0.0000,16570,Zara,Sweet,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Zara/Sweet-16570.html,27065,Apple Parfums,Sweet,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Apple-Parfums/Sweet-27065.html,27045,Apple Parfums,My Sweet,0.8217,0.8333,1.0000,0.5000,https://www.fragrantica.com/perfume/Apple-Parfums/My-Sweet-27045.html,47047,Aquolina,Sweet Me,0.8217,0.8333,1.0000,0.5000,https://www.fragrantica.com/perfume/Aquolina/Sweet-Me-47047.html,26795,Al Rehab,Sweet Oud,0.7819,0.7692,1.0000,0.5000,https://www.fragrantica.com/perfume/Al-Rehab/Sweet-Oud-26795.html,3542,Bath Body Works,Sweet Pea,0.7819,0.7692,1.0000,0.5000,https://www.fragrantica.com/perfume/Bath-Body-Works/Sweet-Pea-3542.html,77529,Bath Body Works,Sweet Pea,0.7819,0.7692,1.0000,0.5000,https://www.fragrantica.com/perfume/Bath-Body-Works/Sweet-Pea-77529.html,92001,Demeter Fragrance,Sweet Tea,0.7819,0.7692,1.0000,0.5000,https://www.fragrantica.com/perfume/Demeter-Fragrance/Sweet-Tea-92001.html,17919,Demeter Fragrance,Sweet Pea,0.7819,0.7692,1.0000,0.5000,https://www.fragrantica.com/perfume/Demeter-Fragrance/Sweet-Pea-17919.html,1295,Dior,Sweet Sun,0.7819,0.7692,1.0000,0.5000,https://www.fragrantica.com/perfume/Dior/Sweet-Sun-1295.html
816-MAX,MAX MARA,,55556,REVIEW,0.0789,85350,Dzintars,Mara,0.7159,0.7273,0.5000,1.0000,https://www.fragrantica.com/perfume/Dzintars/Mara-85350.html,19814,Al Haramain Perfumes,Max d,0.6370,0.6000,0.5000,1.0000,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Max-d-19814.html,55558,Natura,K Max,0.6370,0.6000,0.5000,1.0000,https://www.fragrantica.com/perfume/Natura/K-Max-55558.html,95697,Rabanne,Armure Mara,0.5547,0.5882,0.5000,0.5000,https://www.fragrantica.com/perfume/Rabanne/Armure-Mara-95697.html,122624,French Avenue,Marmara,0.5314,0.8571,0.0000,0.0000,https://www.fragrantica.com/perfume/French-Avenue/Marmara-122624.html,90196,Dana,Marmara,0.5314,0.8571,0.0000,0.0000,https://www.fragrantica.com/perfume/Dana/Marmara-90196.html,83989,Van Cleef Arpels,The Amara,0.5167,0.8333,0.0000,0.0000,https://www.fragrantica.com/perfume/Van-Cleef-Arpels/The-Amara-83989.html,56204,Cultus Artem,Amara,0.5167,0.8333,0.0000,0.0000,https://www.fragrantica.com/perfume/Cultus-Artem/Amara-56204.html,57114,Avon,Maxima,0.4769,0.7692,0.0000,0.0000,https://www.fragrantica.com/perfume/Avon/Maxima-57114.html,85273,Adyan by Anfar,Samara,0.4769,0.7692,0.0000,0.0000,https://www.fragrantica.com/perfume/Adyan-by-Anfar/Samara-85273.html
