shobi_code,shobi_name,old_classification,old_brand_hint,old_brand_source,old_cand1_id,fallback_classification,fallback_margin,cand1_id,cand1_brand,cand1_name,cand1_score,cand1_url,cand2_id,cand2_brand,cand2_name,cand2_score,cand2_url,cand3_id,cand3_brand,cand3_name,cand3_score,cand3_url,cand4_id,cand4_brand,cand4_name,cand4_score,cand4_url,cand5_id,cand5_brand,cand5_name,cand5_score,cand5_url
1641-KHAL,Aloha Parfum,WEAK_REVIEW,,,39996,GLOBAL_STRONG,0.3333,39996,Alfaroma,Aloha,1.0000,https://www.fragrantica.com/perfume/Alfaroma/Aloha-39996.html,12651,Comptoir Sud Pacifique,Aloha Tiare Eau de Parfum,0.6667,https://www.fragrantica.com/perfume/Comptoir-Sud-Pacifique/Aloha-Tiare-Eau-de-Parfum-12651.html,105048,Capri Blue,Aloha Orchid,0.6667,https://www.fragrantica.com/perfume/Capri-Blue/Aloha-Orchid-105048.html,1731,Comptoir Sud Pacifique,Aloha Tiare Eau de Toilette,0.6667,https://www.fragrantica.com/perfume/Comptoir-Sud-Pacifique/Aloha-Tiare-Eau-de-Toilette-1731.html,135601,Rayhaan,Pacific Aloha,0.6667,https://www.fragrantica.com/perfume/Rayhaan/Pacific-Aloha-135601.html
1654-ACQ,Colonia 1916,WEAK_REVIEW,Acqua di Parma,verified_suffix,39468,GLOBAL_WEAK,0.0251,82187,Avon,Colonia 7,0.7619,https://www.fragrantica.com/perfume/Avon/Colonia-7-82187.html,10625,Antonio Miro,Colonia,0.7368,https://www.fragrantica.com/perfume/Antonio-Miro/Colonia-10625.html,5811,Compagnia Delle Indie,Colonia,0.7368,https://www.fragrantica.com/perfume/Compagnia-Delle-Indie/Colonia-5811.html,84180,Bocca Felice,Colonia,0.7368,https://www.fragrantica.com/perfume/Bocca-Felice/Colonia-84180.html,98439,Benegas,Colonia,0.7368,https://www.fragrantica.com/perfume/Benegas/Colonia-98439.html
1701-TOSC,TOSCA,WEAK_REVIEW,,,32191,GLOBAL_WEAK,0.0000,32191,Xerjoff,La Tosca,0.7692,https://www.fragrantica.com/perfume/Xerjoff/La-Tosca-32191.html,32191,Casamorati 1888,La Tosca,0.7692,https://www.fragrantica.com/perfume/Casamorati-1888/La-Tosca-32191.html,,,,,,,,,,,,,,,
1756-LBI,ROMA - LAURA BIAGIOTTI,WEAK_REVIEW,,,123580,GLOBAL_WEAK,0.0000,128642,ARO FAC Aroma Factory,Roma,1.0000,https://www.fragrantica.com/perfume/ARO-FAC-Aroma-Factory/Roma-128642.html,123580,Duomo Perfume House,Roma,1.0000,https://www.fragrantica.com/perfume/Duomo-Perfume-House/Roma-123580.html,136377,Dubai Niche,Roma,1.0000,https://www.fragrantica.com/perfume/Dubai-Niche/Roma-136377.html,35159,Natura,Avela e Roma,0.6667,https://www.fragrantica.com/perfume/Natura/Avela-e-Roma-35159.html,79783,Avon,Aquavibe Roma,0.6667,https://www.fragrantica.com/perfume/Avon/Aquavibe-Roma-79783.html
1763-JILS,SUN,WEAK_REVIEW,,,92410,GLOBAL_WEAK,0.0000,92410,Al Majed Oud,Sun,1.0000,https://www.fragrantica.com/perfume/Al-Majed-Oud/Sun-92410.html,17620,Lush,Sun,1.0000,https://www.fragrantica.com/perfume/Lush/Sun-17620.html,83766,Alchemist Perfumery,The Sun,1.0000,https://www.fragrantica.com/perfume/Alchemist-Perfumery/The-Sun-83766.html,65390,Betty Barclay,Pure Sun,0.6667,https://www.fragrantica.com/perfume/Betty-Barclay/Pure-Sun-65390.html,136150,Brown Girl Jane,Kola Sun,0.6667,https://www.fragrantica.com/perfume/Brown-Girl-Jane/Kola-Sun-136150.html
1769-LTN,the fragrance notes Roses,WEAK_REVIEW,Louis Vuitton,verified_suffix,55040,GLOBAL_WEAK,0.0000,86761,The Dua Brand,Fragrance No 1,0.6667,https://www.fragrantica.com/perfume/The-Dua-Brand/Fragrance-No-1-86761.html,1672,Bill Blass,The Fragrance from Bill Blass,0.6667,https://www.fragrantica.com/perfume/Bill-Blass/The-Fragrance-from-Bill-Blass-1672.html,,,,,,,,,,,,,,,
1781-LAC,TOUCH OF SUN,NO_CANDIDATE,Christian Lacroix,code_signature,357,GLOBAL_ALTERNATIVE,0.0333,130342,ARO FAC Aroma Factory,Touch of Oud,0.8333,https://www.fragrantica.com/perfume/ARO-FAC-Aroma-Factory/Touch-of-Oud-130342.html,31783,Christina Aguilera,Touch of Seduction,0.8000,https://www.fragrantica.com/perfume/Christina-Aguilera/Touch-of-Seduction-31783.html,28094,Beverly Hills 90210,Touch Of Pink,0.8000,https://www.fragrantica.com/perfume/Beverly-Hills-90210/Touch-Of-Pink-28094.html,77045,Ahmed Al Maghribi,Touch Oud,0.7619,https://www.fragrantica.com/perfume/Ahmed-Al-Maghribi/Touch-Oud-77045.html,28095,Beverly Hills 90210,Touch Of Red,0.7500,https://www.fragrantica.com/perfume/Beverly-Hills-90210/Touch-Of-Red-28095.html
1784-ESC,Summer-festival-eau-de-toilette,NO_CANDIDATE,Damien Escobar,code_signature,,GLOBAL_WEAK,0.0290,14598,Ralph Lauren,Romance Summer Blossom Eau de Toilette,0.6957,https://www.fragrantica.com/perfume/Ralph-Lauren/Romance-Summer-Blossom-Eau-de-Toilette-14598.html,40824,Zara,Summer Edition,0.6667,https://www.fragrantica.com/perfume/Zara/Summer-Edition-40824.html,38783,Bourbon French Parfums,Festival,0.6667,https://www.fragrantica.com/perfume/Bourbon-French-Parfums/Festival-38783.html,26755,Alan Bray,Festival,0.6667,https://www.fragrantica.com/perfume/Alan-Bray/Festival-26755.html,65922,Zara,Summer 5 0,0.6667,https://www.fragrantica.com/perfume/Zara/Summer-5-0-65922.html
1885-WID,LONDON,NO_CANDIDATE,Black Widow,code_signature,65856,GLOBAL_WEAK,0.0000,15957,Victoria s Secret,London,1.0000,https://www.fragrantica.com/perfume/Victoria-s-Secret/London-15957.html,139335,Dicora Urban Fit,London,1.0000,https://www.fragrantica.com/perfume/Dicora-Urban-Fit/London-139335.html,139342,Dicora Urban Fit,London,1.0000,https://www.fragrantica.com/perfume/Dicora-Urban-Fit/London-139342.html,74370,Al Jazeera Perfumes,London,1.0000,https://www.fragrantica.com/perfume/Al-Jazeera-Perfumes/London-74370.html,813,Burberry,London,1.0000,https://www.fragrantica.com/perfume/Burberry/London-813.html
1896-ESC,Cherry-in-japan,NO_CANDIDATE,Damien Escobar,code_signature,122599,GLOBAL_WEAK,0.0057,78278,Lorenzo Pazzaglia,Cherry Ink,0.7200,https://www.fragrantica.com/perfume/Lorenzo-Pazzaglia/Cherry-Ink-78278.html,126759,Gulf Orchid,Cherry On Top,0.7143,https://www.fragrantica.com/perfume/Gulf-Orchid/Cherry-On-Top-126759.html,73398,Dilis Parfum,Cherry Lips,0.6923,https://www.fragrantica.com/perfume/Dilis-Parfum/Cherry-Lips-73398.html,128648,Dolce Nude,Cherry Pink,0.6923,https://www.fragrantica.com/perfume/Dolce-Nude/Cherry-Pink-128648.html,101240,Fragrance World,Cherry Incense,0.6897,https://www.fragrantica.com/perfume/Fragrance-World/Cherry-Incense-101240.html
1899-ZARK,The-muse,WEAK_REVIEW,,,139992,GLOBAL_WEAK,0.0000,38395,Coty,Muse,1.0000,https://www.fragrantica.com/perfume/Coty/Muse-38395.html,15859,Black Phoenix Alchemy Lab,Muse,1.0000,https://www.fragrantica.com/perfume/Black-Phoenix-Alchemy-Lab/Muse-15859.html,14513,DI SER,Muse,1.0000,https://www.fragrantica.com/perfume/DI-SER/Muse-14513.html,107113,Andrea Maack,Muse,1.0000,https://www.fragrantica.com/perfume/Andrea-Maack/Muse-107113.html,99795,French Avenue,Muse,1.0000,https://www.fragrantica.com/perfume/French-Avenue/Muse-99795.html
1921-VIV,Boudoir-,NO_CANDIDATE,Amazonia Viva,code_signature,24612,GLOBAL_WEAK,0.7368,30417,Bi es,Pink Boudoir,0.7368,https://www.fragrantica.com/perfume/Bi-es/Pink-Boudoir-30417.html,,,,,,,,,,,,,,,,,,,,
1926-KOS,No. 4 Après l’Amour Eau de Parfum,WEAK_REVIEW,,,72252,GLOBAL_WEAK,0.6800,72252,Czech Speake,No 88 Eau de Parfum,0.6800,https://www.fragrantica.com/perfume/Czech-Speake/No-88-Eau-de-Parfum-72252.html,,,,,,,,,,,,,,,,,,,,
1977-SHIS,Ginza (2021),WEAK_REVIEW,,,97784,GLOBAL_STRONG,1.0000,97784,Hermes,Eau de Ginza,1.0000,https://www.fragrantica.com/perfume/Hermes/Eau-de-Ginza-97784.html,,,,,,,,,,,,,,,,,,,,
1980-HIND,Emarati Musk Parfum,WEAK_REVIEW,,,38162,GLOBAL_WEAK,0.0000,38162,Avon,Musk for Men,0.6667,https://www.fragrantica.com/perfume/Avon/Musk-for-Men-38162.html,14392,Alyssa Ashley,Musk for Men,0.6667,https://www.fragrantica.com/perfume/Alyssa-Ashley/Musk-for-Men-14392.html,130921,Assala Prime,X Musk,0.6667,https://www.fragrantica.com/perfume/Assala-Prime/X-Musk-130921.html,130333,BYNOMADS,K Musk,0.6667,https://www.fragrantica.com/perfume/BYNOMADS/K-Musk-130333.html,57177,Demeter Fragrance,Musk 7,0.6667,https://www.fragrantica.com/perfume/Demeter-Fragrance/Musk-7-57177.html
1985-WID,GOLD II SAHARA - WIDIAN,NO_CANDIDATE,Black Widow,code_signature,,GLOBAL_WEAK,0.0357,64130,Al Aneeq,Oud Sahara,0.7500,https://www.fragrantica.com/perfume/Al-Aneeq/Oud-Sahara-64130.html,27962,Ana Hickmann,Gold in Shadow,0.7143,https://www.fragrantica.com/perfume/Ana-Hickmann/Gold-in-Shadow-27962.html,16661,Aquolina,Gold Sugar,0.6667,https://www.fragrantica.com/perfume/Aquolina/Gold-Sugar-16661.html,51829,Atkinsons,Gold Fair In Mayfair,0.6471,https://www.fragrantica.com/perfume/Atkinsons/Gold-Fair-In-Mayfair-51829.html,103402,Bujairami,Gold Coast Shiraz,0.6452,https://www.fragrantica.com/perfume/Bujairami/Gold-Coast-Shiraz-103402.html
1987-SON,Le Parfum,WEAK_REVIEW,,,50659,GLOBAL_WEAK,0.0000,713,Mugler,Le Parfum,1.0000,https://www.fragrantica.com/perfume/Mugler/Le-Parfum-713.html,6210,Barbara Bui,Le Parfum,1.0000,https://www.fragrantica.com/perfume/Barbara-Bui/Le-Parfum-6210.html,50659,Claus Porto,Le Parfum,1.0000,https://www.fragrantica.com/perfume/Claus-Porto/Le-Parfum-50659.html,119236,Agnes B,Le Parfum,1.0000,https://www.fragrantica.com/perfume/Agnes-B/Le-Parfum-119236.html,62493,Viktor Rolf,Le Parfum,1.0000,https://www.fragrantica.com/perfume/Viktor-Rolf/Le-Parfum-62493.html
1988-THEVE,Arabesque,WEAK_REVIEW,,,21591,GLOBAL_WEAK,0.0000,21591,Arabian Oud,Arabesque,1.0000,https://www.fragrantica.com/perfume/Arabian-Oud/Arabesque-21591.html,93255,Aurora Scents,Arabesque,1.0000,https://www.fragrantica.com/perfume/Aurora-Scents/Arabesque-93255.html,53938,Alkemia Perfumes,Arabesque,1.0000,https://www.fragrantica.com/perfume/Alkemia-Perfumes/Arabesque-53938.html,33679,Arabesque,Arabesque Gold,0.7826,https://www.fragrantica.com/perfume/Arabesque/Arabesque-Gold-33679.html,36885,And Other Stories,Arabesque Wood,0.7826,https://www.fragrantica.com/perfume/And-Other-Stories/Arabesque-Wood-36885.html
1989-VERT,NARCOS'IS,WEAK_REVIEW,,,132958,GLOBAL_WEAK,0.8000,132958,Bargello,Narcos,0.8000,https://www.fragrantica.com/perfume/Bargello/Narcos-132958.html,,,,,,,,,,,,,,,,,,,,
1998-LTN,Citrus fragrance for women and men,NO_CANDIDATE,Louis Vuitton,verified_suffix,51016,GLOBAL_WEAK,0.0000,38055,Dame Perfumery,Citrus Man,0.6667,https://www.fragrantica.com/perfume/Dame-Perfumery/Citrus-Man-38055.html,93228,Bath Body Works,Citrus,0.6667,https://www.fragrantica.com/perfume/Bath-Body-Works/Citrus-93228.html,22372,Botanique,Citrus,0.6667,https://www.fragrantica.com/perfume/Botanique/Citrus-22372.html,140490,Celio,Citrus,0.6667,https://www.fragrantica.com/perfume/Celio/Citrus-140490.html,,,,,
2012-DOL,Q QUEEN,NO_CANDIDATE,Dolce Gabbana,verified_suffix,4494,GLOBAL_WEAK,0.0000,34054,Al Battash Classic,Queen,1.0000,https://www.fragrantica.com/perfume/Al-Battash-Classic/Queen-34054.html,127684,Denise Quinones,Queen,1.0000,https://www.fragrantica.com/perfume/Denise-Quinones/Queen-127684.html,28954,Swiss Arabian,Queen,1.0000,https://www.fragrantica.com/perfume/Swiss-Arabian/Queen-28954.html,22115,Amordad,Queen,1.0000,https://www.fragrantica.com/perfume/Amordad/Queen-22115.html,110733,Dkhoon Emirates,QUEEN,1.0000,https://www.fragrantica.com/perfume/Dkhoon-Emirates/QUEEN-110733.html
2016-PARELM,Elixir d'Amour,WEAK_REVIEW,,,35222,GLOBAL_WEAK,0.0500,35222,Kenzo,Jeu d Amour l Elixir,0.8000,https://www.fragrantica.com/perfume/Kenzo/Jeu-d-Amour-l-Elixir-35222.html,100003,Azha Perfumes,Elixir Oud,0.7500,https://www.fragrantica.com/perfume/Azha-Perfumes/Elixir-Oud-100003.html,121702,Cavalinho,Fleur d Amour,0.7407,https://www.fragrantica.com/perfume/Cavalinho/Fleur-d-Amour-121702.html,42750,Dans un Jardin,Belle d Amour,0.7407,https://www.fragrantica.com/perfume/Dans-un-Jardin/Belle-d-Amour-42750.html,4549,Aubusson,Histoire D Amour,0.7333,https://www.fragrantica.com/perfume/Aubusson/Histoire-D-Amour-4549.html
2028-ZARK,Youth,WEAK_REVIEW,,,555,GLOBAL_WEAK,0.0476,555,Estee Lauder,Youth Dew,0.7143,https://www.fragrantica.com/perfume/Estee-Lauder/Youth-Dew-555.html,92098,Rasasi,Youth Ikon,0.6667,https://www.fragrantica.com/perfume/Rasasi/Youth-Ikon-92098.html,17435,Estee Lauder,Youth Dew Limited Edition,0.6667,https://www.fragrantica.com/perfume/Estee-Lauder/Youth-Dew-Limited-Edition-17435.html,,,,,,,,,,
2044-LORV,TEINT DE NEIGE,WEAK_REVIEW,,,123786,GLOBAL_WEAK,0.7692,123786,Fragrance World,Eau de Neige,0.7692,https://www.fragrantica.com/perfume/Fragrance-World/Eau-de-Neige-123786.html,,,,,,,,,,,,,,,,,,,,
2051-PRFRO,Acqua Di Sale,WEAK_REVIEW,,,97884,GLOBAL_WEAK,0.0000,97884,Bottega Veneta,Acqua Sale,0.8696,https://www.fragrantica.com/perfume/Bottega-Veneta/Acqua-Sale-97884.html,91786,Apiarium,Acqua Sale,0.8696,https://www.fragrantica.com/perfume/Apiarium/Acqua-Sale-91786.html,136601,ARZENI,Acqua di Luce,0.8462,https://www.fragrantica.com/perfume/ARZENI/Acqua-di-Luce-136601.html,127724,Borsari,Acqua di Voile,0.8148,https://www.fragrantica.com/perfume/Borsari/Acqua-di-Voile-127724.html,85745,The Dua Brand,Acqua di Dua,0.8000,https://www.fragrantica.com/perfume/The-Dua-Brand/Acqua-di-Dua-85745.html
2085-CLIV,X NEROLI LIMITED EDITION - CLIVE CHRISTIAN,NO_CANDIDATE,Clive Christian,verified_suffix,59178,GLOBAL_WEAK,0.0000,6426,Czech Speake,Neroli Cologne,1.0000,https://www.fragrantica.com/perfume/Czech-Speake/Neroli-Cologne-6426.html,121923,Aimee,NEROLI,1.0000,https://www.fragrantica.com/perfume/Aimee/NEROLI-121923.html,112049,Granado,Neroli,1.0000,https://www.fragrantica.com/perfume/Granado/Neroli-112049.html,140439,AlBidaa,Neroli,1.0000,https://www.fragrantica.com/perfume/AlBidaa/Neroli-140439.html,70632,ARKET,Neroli,1.0000,https://www.fragrantica.com/perfume/ARKET/Neroli-70632.html
2094-SHIS,Ever Bloom,WEAK_REVIEW,,,122643,GLOBAL_WEAK,0.0356,122643,Ayond,Vesper Bloom,0.8182,https://www.fragrantica.com/perfume/Ayond/Vesper-Bloom-122643.html,102544,Ajmal,Feather Bloom,0.7826,https://www.fragrantica.com/perfume/Ajmal/Feather-Bloom-102544.html,70162,Aeropostale,Eletric Bloom,0.7826,https://www.fragrantica.com/perfume/Aeropostale/Eletric-Bloom-70162.html,128178,We Pink,VF Bloom,0.7778,https://www.fragrantica.com/perfume/We-Pink/VF-Bloom-128178.html,90528,We Pink,VF Bloom,0.7778,https://www.fragrantica.com/perfume/We-Pink/VF-Bloom-90528.html
2098-MIC,Twilight Shimmer,NO_CANDIDATE,Michael Kors,verified_suffix,,GLOBAL_WEAK,0.0234,53279,Zara,Twilight Mauve Summer,0.7568,https://www.fragrantica.com/perfume/Zara/Twilight-Mauve-Summer-53279.html,36909,Zara,Twilight Mauve,0.7333,https://www.fragrantica.com/perfume/Zara/Twilight-Mauve-36909.html,132138,Daniel s Truth,Twilight Dew,0.7143,https://www.fragrantica.com/perfume/Daniel-s-Truth/Twilight-Dew-132138.html,35110,Demeter Fragrance,Twilight Orchid,0.7097,https://www.fragrantica.com/perfume/Demeter-Fragrance/Twilight-Orchid-35110.html,121951,Aura Fragrances,Twilight Elixir,0.7097,https://www.fragrantica.com/perfume/Aura-Fragrances/Twilight-Elixir-121951.html
2185-DRC,Eau Sauvage Extrme Intense,WEAK_REVIEW,Dior,verified_suffix,232,GLOBAL_WEAK,0.0400,232,Dior,Eau Sauvage Extreme,0.8000,https://www.fragrantica.com/perfume/Dior/Eau-Sauvage-Extreme-232.html,72771,Dior,Eau Sauvage Extreme 2010,0.7600,https://www.fragrantica.com/perfume/Dior/Eau-Sauvage-Extreme-2010-72771.html,138704,Dior,Sauvage Extrait,0.6829,https://www.fragrantica.com/perfume/Dior/Sauvage-Extrait-138704.html,79243,Yves Saint Laurent,Y Eau de Parfum Intense,0.6531,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Y-Eau-de-Parfum-Intense-79243.html,83977,Giorgio Armani,Si Eau de Parfum Intense,0.6400,https://www.fragrantica.com/perfume/Giorgio-Armani/Si-Eau-de-Parfum-Intense-83977.html
2311-YVRO,PLAIN SOLEIL - YVES ROCHER,WEAK_REVIEW,,,132745,GLOBAL_WEAK,0.0553,132745,Bharara,King Soleil,0.7826,https://www.fragrantica.com/perfume/Bharara/King-Soleil-132745.html,36564,Biotherm,Eau Soleil,0.7273,https://www.fragrantica.com/perfume/Biotherm/Eau-Soleil-36564.html,123152,Amberfig,Citron Soleil,0.7200,https://www.fragrantica.com/perfume/Amberfig/Citron-Soleil-123152.html,57698,Versace,Jasmin au Soleil,0.7143,https://www.fragrantica.com/perfume/Versace/Jasmin-au-Soleil-57698.html,139666,Aroma Concepts,Echelon Soleil,0.6923,https://www.fragrantica.com/perfume/Aroma-Concepts/Echelon-Soleil-139666.html
2374-MICA,GN TONIC - MICALLEF,WEAK_REVIEW,,,86762,GLOBAL_WEAK,0.0000,86762,The Dua Brand,Gin Tonic,0.9412,https://www.fragrantica.com/perfume/The-Dua-Brand/Gin-Tonic-86762.html,7713,Demeter Fragrance,Gin Tonic,0.9412,https://www.fragrantica.com/perfume/Demeter-Fragrance/Gin-Tonic-7713.html,97945,Dilis Parfum,4 gin tonic,0.8421,https://www.fragrantica.com/perfume/Dilis-Parfum/4-gin-tonic-97945.html,86232,The Dua Brand,Green Tonic,0.8421,https://www.fragrantica.com/perfume/The-Dua-Brand/Green-Tonic-86232.html,1250,Azzaro,Pink Tonic,0.7778,https://www.fragrantica.com/perfume/Azzaro/Pink-Tonic-1250.html
2415-ESC,SEXY GRAFFITY - ESCADA,NO_CANDIDATE,Damien Escobar,code_signature,,GLOBAL_WEAK,0.0000,118690,Beverly Hills Polo Club,Sexy,0.6667,https://www.fragrantica.com/perfume/Beverly-Hills-Polo-Club/Sexy-118690.html,26571,City Parfum,Sexy,0.6667,https://www.fragrantica.com/perfume/City-Parfum/Sexy-26571.html,,,,,,,,,,,,,,,
2439-ZEG,INDONESIAN OUD,NO_CANDIDATE,Cremo,verified_suffix,49042,GLOBAL_STRONG,0.2632,74591,PARIS CORNER,Oud Indonesian,1.0000,https://www.fragrantica.com/perfume/PARIS-CORNER/Oud-Indonesian-74591.html,116257,Khadlaj Perfumes,Wild Indonesian Oud Pure,0.7368,https://www.fragrantica.com/perfume/Khadlaj-Perfumes/Wild-Indonesian-Oud-Pure-116257.html,74198,Zara,Bohemian Oud,0.6923,https://www.fragrantica.com/perfume/Zara/Bohemian-Oud-74198.html,83201,Areej Le Dore,The History of Indonesian Oud,0.6667,https://www.fragrantica.com/perfume/Areej-Le-Dore/The-History-of-Indonesian-Oud-83201.html,25981,Cartier,Oud Oud,0.6667,https://www.fragrantica.com/perfume/Cartier/Oud-Oud-25981.html
2552-SOR,NIGHT HORSE,WEAK_REVIEW,,,86417,GLOBAL_WEAK,0.0119,86417,The Dua Brand,Night Rosa,0.7619,https://www.fragrantica.com/perfume/The-Dua-Brand/Night-Rosa-86417.html,40550,Avon,Night Odyssey,0.7500,https://www.fragrantica.com/perfume/Avon/Night-Odyssey-40550.html,58746,Al Rehab,White Horse,0.7273,https://www.fragrantica.com/perfume/Al-Rehab/White-Horse-58746.html,136517,Deux Trois,Night Rider,0.7273,https://www.fragrantica.com/perfume/Deux-Trois/Night-Rider-136517.html,58746,ALREHAB PERFUMES,White Horse,0.7273,https://www.fragrantica.com/perfume/ALREHAB-PERFUMES/White-Horse-58746.html
2600-TMU,Angel Lily,WEAK_REVIEW,Mugler,verified_suffix,78581,GLOBAL_WEAK,0.0119,90546,Victoria s Secret,Jungle Lily,0.7619,https://www.fragrantica.com/perfume/Victoria-s-Secret/Jungle-Lily-90546.html,103761,Dzintars,Dangerous Lily,0.7500,https://www.fragrantica.com/perfume/Dzintars/Dangerous-Lily-103761.html,64958,Victoria s Secret,Neon Lily,0.7368,https://www.fragrantica.com/perfume/Victoria-s-Secret/Neon-Lily-64958.html,50982,Alexander McQueen,Blazing Lily,0.7273,https://www.fragrantica.com/perfume/Alexander-McQueen/Blazing-Lily-50982.html,78581,Mugler,Angel Elixir,0.7273,https://www.fragrantica.com/perfume/Mugler/Angel-Elixir-78581.html
2609-TMFO,Opaline Hyacinth,WEAK_REVIEW,Tom Ford,verified_suffix,15916,GLOBAL_WEAK,0.0253,42347,Jo Malone London,Blue Hyacinth,0.7586,https://www.fragrantica.com/perfume/Jo-Malone-London/Blue-Hyacinth-42347.html,56832,Victoria s Secret,Peach Hyacinth,0.7333,https://www.fragrantica.com/perfume/Victoria-s-Secret/Peach-Hyacinth-56832.html,92823,Demeter Fragrance,Hyacinth,0.6667,https://www.fragrantica.com/perfume/Demeter-Fragrance/Hyacinth-92823.html,15916,Tom Ford,Ombre de Hyacinth,0.6667,https://www.fragrantica.com/perfume/Tom-Ford/Ombre-de-Hyacinth-15916.html,139007,Ahmed Al Maghribi,Opaline Wave,0.6429,https://www.fragrantica.com/perfume/Ahmed-Al-Maghribi/Opaline-Wave-139007.html
2692-SOL,Cheirosa-87-rio-radiance-tan-lines,WEAK_REVIEW,Sol de Janeiro,verified_suffix,76319,GLOBAL_WEAK,0.6923,76319,Sol de Janeiro,Cheirosa Tan Lines,0.6923,https://www.fragrantica.com/perfume/Sol-de-Janeiro/Cheirosa-Tan-Lines-76319.html,,,,,,,,,,,,,,,,,,,,
2697-RIT,Karma Rituals,NO_CANDIDATE,Avgerinos,verified_suffix,63376,GLOBAL_WEAK,0.0000,112789,Lush,Karma,0.6667,https://www.fragrantica.com/perfume/Lush/Karma-112789.html,4367,Lush,Karma,0.6667,https://www.fragrantica.com/perfume/Lush/Karma-4367.html,,,,,,,,,,,,,,,
2701-DIP,Cafe Verlet,NO_CANDIDATE,Diptyque,verified_suffix,3835,GLOBAL_WEAK,0.0000,20172,Cafe Parfums,Cafe Men,0.6667,https://www.fragrantica.com/perfume/Cafe-Parfums/Cafe-Men-20172.html,446,Cafe Parfums,Cafe Cafe,0.6667,https://www.fragrantica.com/perfume/Cafe-Parfums/Cafe-Cafe-446.html,20173,Cafe Parfums,Cafe Men 2,0.6667,https://www.fragrantica.com/perfume/Cafe-Parfums/Cafe-Men-2-20173.html,87020,ALT Fragrances,Cafe,0.6667,https://www.fragrantica.com/perfume/ALT-Fragrances/Cafe-87020.html,3866,Cafe Parfums,Cafe,0.6667,https://www.fragrantica.com/perfume/Cafe-Parfums/Cafe-3866.html
2773-RIT,The Rituals of Mehr,NO_CANDIDATE,Avgerinos,verified_suffix,63389,GLOBAL_WEAK,0.0000,12856,Bonny Doon Farm,The Spirits of Lavender,0.6667,https://www.fragrantica.com/perfume/Bonny-Doon-Farm/The-Spirits-of-Lavender-12856.html,111767,Goldfield Banks Australia,Tales of Amber,0.6667,https://www.fragrantica.com/perfume/Goldfield-Banks-Australia/Tales-of-Amber-111767.html,,,,,,,,,,,,,,,
