shobi_code,shobi_name,old_classification,old_brand_hint,old_brand_source,old_cand1_id,fallback_classification,fallback_margin,cand1_id,cand1_brand,cand1_name,cand1_score,cand1_url,cand2_id,cand2_brand,cand2_name,cand2_score,cand2_url,cand3_id,cand3_brand,cand3_name,cand3_score,cand3_url,cand4_id,cand4_brand,cand4_name,cand4_score,cand4_url,cand5_id,cand5_brand,cand5_name,cand5_score,cand5_url
896-RCAV,Splendid-vanilla,WEAK_REVIEW,,,47949,GLOBAL_GOOD,0.1375,47949,Alexandria Fragrances,Splendid Vanille,0.9375,https://www.fragrantica.com/perfume/Alexandria-Fragrances/Splendid-Vanille-47949.html,89044,Victoria s Secret,Spiced Vanilla,0.8000,https://www.fragrantica.com/perfume/Victoria-s-Secret/Spiced-Vanilla-89044.html,115577,Al Rehab,Spanish Vanilla,0.7742,https://www.fragrantica.com/perfume/Al-Rehab/Spanish-Vanilla-115577.html,75680,Angel Schlesser,Opulent Vanilla,0.7742,https://www.fragrantica.com/perfume/Angel-Schlesser/Opulent-Vanilla-75680.html,115577,ALREHAB PERFUMES,Spanish Vanilla,0.7742,https://www.fragrantica.com/perfume/ALREHAB-PERFUMES/Spanish-Vanilla-115577.html
897-RCAV,Tiger Oud,WEAK_REVIEW,,,106098,GLOBAL_WEAK,0.0222,106098,Byermia,Tiger Rouge,0.8000,https://www.fragrantica.com/perfume/Byermia/Tiger-Rouge-106098.html,87111,d grayi,Alter Oud,0.7778,https://www.fragrantica.com/perfume/d-grayi/Alter-Oud-87111.html,81840,Roja Dove,The Oud,0.7500,https://www.fragrantica.com/perfume/Roja-Dove/The-Oud-81840.html,99960,Ahmed Al Maghribi,Ignite Oud,0.7368,https://www.fragrantica.com/perfume/Ahmed-Al-Maghribi/Ignite-Oud-99960.html,86960,ALT Fragrances,Fierce Oud,0.7368,https://www.fragrantica.com/perfume/ALT-Fragrances/Fierce-Oud-86960.html
898-ROC,AQUA WOMAN - ROCHAS,NO_CANDIDATE,Camille Rochelle,code_signature,136718,GLOBAL_WEAK,0.0000,44574,Denim,Aqua,1.0000,https://www.fragrantica.com/perfume/Denim/Aqua-44574.html,118680,Beverly Hills Polo Club,Aqua,1.0000,https://www.fragrantica.com/perfume/Beverly-Hills-Polo-Club/Aqua-118680.html,21388,Abdul Samad Al Qurashi,Aqua,1.0000,https://www.fragrantica.com/perfume/Abdul-Samad-Al-Qurashi/Aqua-21388.html,25028,Botanique,Aqua,1.0000,https://www.fragrantica.com/perfume/Botanique/Aqua-25028.html,82166,Avon,Aqua,1.0000,https://www.fragrantica.com/perfume/Avon/Aqua-82166.html
901-ROG,ROSE,WEAK_REVIEW,,,41865,GLOBAL_WEAK,0.0000,24161,Candora,Rose,1.0000,https://www.fragrantica.com/perfume/Candora/Rose-24161.html,41865,Alicia Milor,Rose,1.0000,https://www.fragrantica.com/perfume/Alicia-Milor/Rose-41865.html,7432,Caron,Rose,1.0000,https://www.fragrantica.com/perfume/Caron/Rose-7432.html,42490,All Good Scents,Rose,1.0000,https://www.fragrantica.com/perfume/All-Good-Scents/Rose-42490.html,49068,Caron,Rose,1.0000,https://www.fragrantica.com/perfume/Caron/Rose-49068.html
905-SFER,AMO - S.FERRAGAMO,WEAK_REVIEW,,,33356,GLOBAL_WEAK,0.0000,33356,Natura,Amo,1.0000,https://www.fragrantica.com/perfume/Natura/Amo-33356.html,33357,Natura,Amo,1.0000,https://www.fragrantica.com/perfume/Natura/Amo-33357.html,41197,Chlorophylla,Te Amo,0.6667,https://www.fragrantica.com/perfume/Chlorophylla/Te-Amo-41197.html,28656,Cindy C,Ti Amo,0.6667,https://www.fragrantica.com/perfume/Cindy-C/Ti-Amo-28656.html,34996,Roja Dove,Ti Amo,0.6667,https://www.fragrantica.com/perfume/Roja-Dove/Ti-Amo-34996.html
906-SFER,EMOZIONE - S.FERRAGAMO,WEAK_REVIEW,,,38202,GLOBAL_WEAK,0.7619,38202,Carlo Colucci,Emozione Uomo,0.7619,https://www.fragrantica.com/perfume/Carlo-Colucci/Emozione-Uomo-38202.html,,,,,,,,,,,,,,,,,,,,
907-SFER,SIGNORINA - FERRAGAMO,WEAK_REVIEW,,,117950,GLOBAL_WEAK,0.0300,117950,Alan Bray,Signorina Candy,0.7500,https://www.fragrantica.com/perfume/Alan-Bray/Signorina-Candy-117950.html,117952,Alan Bray,Signorina Divina,0.7200,https://www.fragrantica.com/perfume/Alan-Bray/Signorina-Divina-117952.html,117953,Alan Bray,Signorina Assoluta,0.6667,https://www.fragrantica.com/perfume/Alan-Bray/Signorina-Assoluta-117953.html,117951,Alan Bray,Signorina Allettante,0.6667,https://www.fragrantica.com/perfume/Alan-Bray/Signorina-Allettante-117951.html,,,,,
908-SFER,SIGNORINA MISTERIOSA - FERRAGAMO,WEAK_REVIEW,,,117952,GLOBAL_WEAK,0.0380,117952,Alan Bray,Signorina Divina,0.7222,https://www.fragrantica.com/perfume/Alan-Bray/Signorina-Divina-117952.html,117953,Alan Bray,Signorina Assoluta,0.6842,https://www.fragrantica.com/perfume/Alan-Bray/Signorina-Assoluta-117953.html,,,,,,,,,,,,,,,
910-SARJ,LOVELY,WEAK_REVIEW,,,20103,GLOBAL_WEAK,0.0000,20103,Al Rehab,Lovely,1.0000,https://www.fragrantica.com/perfume/Al-Rehab/Lovely-20103.html,127616,Arabian Oud,Lovely,1.0000,https://www.fragrantica.com/perfume/Arabian-Oud/Lovely-127616.html,26572,City Parfum,Lovely,1.0000,https://www.fragrantica.com/perfume/City-Parfum/Lovely-26572.html,20103,ALREHAB PERFUMES,Lovely,1.0000,https://www.fragrantica.com/perfume/ALREHAB-PERFUMES/Lovely-20103.html,20678,Dina Cosmetics,Lovely Me,0.8000,https://www.fragrantica.com/perfume/Dina-Cosmetics/Lovely-Me-20678.html
911-SEPH,Fleur de Coton / Cotton Flower,NO_CANDIDATE,Disney Jasmine Collection by Sephora,code_signature,20523,GLOBAL_WEAK,0.0000,42803,Dans un Jardin,Fleur de Coton,0.6667,https://www.fragrantica.com/perfume/Dans-un-Jardin/Fleur-de-Coton-42803.html,34790,Adopt Parfums,Fleur de Coton,0.6667,https://www.fragrantica.com/perfume/Adopt-Parfums/Fleur-de-Coton-34790.html,136044,biblioteka aromatov,Cotton flower,0.6667,https://www.fragrantica.com/perfume/biblioteka-aromatov/Cotton-flower-136044.html,15568,Durance en Provence,Cotton flower,0.6667,https://www.fragrantica.com/perfume/Durance-en-Provence/Cotton-flower-15568.html,,,,,
912-SHIS,ZEN,WEAK_REVIEW,,,31476,GLOBAL_WEAK,0.0000,31476,Auphorie,Zen,1.0000,https://www.fragrantica.com/perfume/Auphorie/Zen-31476.html,106249,AMD Perfumes,Zen,1.0000,https://www.fragrantica.com/perfume/AMD-Perfumes/Zen-106249.html,45721,Areej Le Dore,Oud Zen,0.6667,https://www.fragrantica.com/perfume/Areej-Le-Dore/Oud-Zen-45721.html,98226,Besoin,Zen Mind,0.6667,https://www.fragrantica.com/perfume/Besoin/Zen-Mind-98226.html,122712,Victoria s Secret,Ginger Zen,0.6667,https://www.fragrantica.com/perfume/Victoria-s-Secret/Ginger-Zen-122712.html
913-SIS,Eau du Soir,WEAK_REVIEW,,,5304,GLOBAL_WEAK,0.0182,5304,Van Cleef Arpels,Eau du Tsar,0.8182,https://www.fragrantica.com/perfume/Van-Cleef-Arpels/Eau-du-Tsar-5304.html,49621,Cathy Carden,Space Eau du Soir,0.8000,https://www.fragrantica.com/perfume/Cathy-Carden/Space-Eau-du-Soir-49621.html,10769,Le Labo,Belle Du Soir,0.8000,https://www.fragrantica.com/perfume/Le-Labo/Belle-Du-Soir-10769.html,103596,Alex Simone,Chanceux du Soir,0.8000,https://www.fragrantica.com/perfume/Alex-Simone/Chanceux-du-Soir-103596.html,82744,Coup de Coeur,Harmonie du Soir,0.8000,https://www.fragrantica.com/perfume/Coup-de-Coeur/Harmonie-du-Soir-82744.html
914-SIS,Eau Tropicale,WEAK_REVIEW,,,106635,GLOBAL_WEAK,0.0667,106635,Calaj,Delizia Tropicale,0.8000,https://www.fragrantica.com/perfume/Calaj/Delizia-Tropicale-106635.html,77574,Bioleanes,Emotion Tropicale,0.7333,https://www.fragrantica.com/perfume/Bioleanes/Emotion-Tropicale-77574.html,,,,,,,,,,,,,,,
916-SOF,Love,WEAK_REVIEW,,,40317,GLOBAL_WEAK,0.0000,27062,Apple Parfums,Love,1.0000,https://www.fragrantica.com/perfume/Apple-Parfums/Love-27062.html,40317,Accessorize,Love,1.0000,https://www.fragrantica.com/perfume/Accessorize/Love-40317.html,4741,Ralph Lauren,Love,1.0000,https://www.fragrantica.com/perfume/Ralph-Lauren/Love-4741.html,64557,Auric Blends,Love,1.0000,https://www.fragrantica.com/perfume/Auric-Blends/Love-64557.html,23797,Christine Darvin,Love,1.0000,https://www.fragrantica.com/perfume/Christine-Darvin/Love-23797.html
917-SWA,Aura,WEAK_REVIEW,,,137200,GLOBAL_WEAK,0.0000,103829,Ardent Parfums,Aura,1.0000,https://www.fragrantica.com/perfume/Ardent-Parfums/Aura-103829.html,121379,Assaf,Aura,1.0000,https://www.fragrantica.com/perfume/Assaf/Aura-121379.html,118363,Asad Siddiki,Aura,1.0000,https://www.fragrantica.com/perfume/Asad-Siddiki/Aura-118363.html,18981,Loewe,Aura,1.0000,https://www.fragrantica.com/perfume/Loewe/Aura-18981.html,82689,Arcadia,Aura,1.0000,https://www.fragrantica.com/perfume/Arcadia/Aura-82689.html
926-TOM,Tommy Girl,NO_CANDIDATE,Tom Ford,code_signature,45192,GLOBAL_WEAK,0.0059,6900,Carolina Gynning,Go Girl,0.7059,https://www.fragrantica.com/perfume/Carolina-Gynning/Go-Girl-6900.html,9296,Blue Q,Dirty Girl,0.7000,https://www.fragrantica.com/perfume/Blue-Q/Dirty-Girl-9296.html,2083,Anna Sui,Dolly Girl,0.7000,https://www.fragrantica.com/perfume/Anna-Sui/Dolly-Girl-2083.html,32559,Alyssa Ashley,B Girl,0.6667,https://www.fragrantica.com/perfume/Alyssa-Ashley/B-Girl-32559.html,32611,Clayeux,Girl,0.6667,https://www.fragrantica.com/perfume/Clayeux/Girl-32611.html
927-TOUZ,Rosa,WEAK_REVIEW,,,82760,GLOBAL_WEAK,0.0000,20136,ALREHAB PERFUMES,Rosa,1.0000,https://www.fragrantica.com/perfume/ALREHAB-PERFUMES/Rosa-20136.html,83676,Castelbel,Rosa,1.0000,https://www.fragrantica.com/perfume/Castelbel/Rosa-83676.html,26691,Companhia da Terra,Rosa,1.0000,https://www.fragrantica.com/perfume/Companhia-da-Terra/Rosa-26691.html,82760,Alen Mak,Rosa,1.0000,https://www.fragrantica.com/perfume/Alen-Mak/Rosa-82760.html,56207,Cultus Artem,Rosa,1.0000,https://www.fragrantica.com/perfume/Cultus-Artem/Rosa-56207.html
942-VERW,Princess,WEAK_REVIEW,,,97503,GLOBAL_WEAK,0.0000,97503,Rasasi,Princess,1.0000,https://www.fragrantica.com/perfume/Rasasi/Princess-97503.html,22116,Amordad,Princess,1.0000,https://www.fragrantica.com/perfume/Amordad/Princess-22116.html,139087,DKHOUN,Princess,1.0000,https://www.fragrantica.com/perfume/DKHOUN/Princess-139087.html,90174,By Kilian,Princess,1.0000,https://www.fragrantica.com/perfume/By-Kilian/Princess-90174.html,94420,Beautimatic,Princess,1.0000,https://www.fragrantica.com/perfume/Beautimatic/Princess-94420.html
992-ZAD,Girls Can Do Anything,NO_CANDIDATE,Zadig Voltaire,verified_suffix,,GLOBAL_WEAK,0.6875,70795,American Eagle,Do Anything,0.6875,https://www.fragrantica.com/perfume/American-Eagle/Do-Anything-70795.html,,,,,,,,,,,,,,,,,,,,
993-ZAD,JUST ROCK FOR HER - ZADIG & VOLTAIRE,NO_CANDIDATE,Zadig Voltaire,verified_suffix,39359,GLOBAL_WEAK,0.0095,55604,Adidas,Unlock For Her,0.7742,https://www.fragrantica.com/perfume/Adidas/Unlock-For-Her-55604.html,5659,Avon,Just Play for Her,0.7647,https://www.fragrantica.com/perfume/Avon/Just-Play-for-Her-5659.html,69788,Adam Powell,Juicy For Her,0.7333,https://www.fragrantica.com/perfume/Adam-Powell/Juicy-For-Her-69788.html,86079,The Dua Brand,Dua s Touch for Her,0.7222,https://www.fragrantica.com/perfume/The-Dua-Brand/Dua-s-Touch-for-Her-86079.html,88757,We Pink,Fusion For Her,0.7097,https://www.fragrantica.com/perfume/We-Pink/Fusion-For-Her-88757.html
994-ZAD,This Is Her,WEAK_REVIEW,Zadig Voltaire,verified_suffix,39359,GLOBAL_WEAK,0.0000,137143,Atelier Verno,This Is Me,0.8571,https://www.fragrantica.com/perfume/Atelier-Verno/This-Is-Me-137143.html,84971,Custo Barcelona,This is Me,0.8571,https://www.fragrantica.com/perfume/Custo-Barcelona/This-is-Me-84971.html,39359,Zadig Voltaire,This is Him,0.8182,https://www.fragrantica.com/perfume/Zadig-Voltaire/This-is-Him-39359.html,93796,The Dua Brand,This Is You Me,0.7200,https://www.fragrantica.com/perfume/The-Dua-Brand/This-Is-You-Me-93796.html,18416,Disney Jasmine Collection by Sephora,So This Is Love,0.6923,https://www.fragrantica.com/perfume/Disney-Jasmine-Collection-by-Sephora/So-This-Is-Love-18416.html
1014-AZZ,CLASSIC,NO_CANDIDATE,Azzaro,verified_suffix,37912,GLOBAL_WEAK,0.0000,20062,ALREHAB PERFUMES,Classic,1.0000,https://www.fragrantica.com/perfume/ALREHAB-PERFUMES/Classic-20062.html,118686,Beverly Hills Polo Club,Classic,1.0000,https://www.fragrantica.com/perfume/Beverly-Hills-Polo-Club/Classic-118686.html,11683,Banana Republic,Classic,1.0000,https://www.fragrantica.com/perfume/Banana-Republic/Classic-11683.html,85937,The Dua Brand,Classic,1.0000,https://www.fragrantica.com/perfume/The-Dua-Brand/Classic-85937.html,139649,Dolce,Classic,1.0000,https://www.fragrantica.com/perfume/Dolce/Classic-139649.html
1021-BOG,One Man Show Eau de Toilette,WEAK_REVIEW,,,46273,GLOBAL_WEAK,0.0784,46273,Dolce Gabbana,The One Eau de Toilette,0.7451,https://www.fragrantica.com/perfume/Dolce-Gabbana/The-One-Eau-de-Toilette-46273.html,121024,Dolce Gabbana,The One Pour Homme Eau de Parfum,0.6667,https://www.fragrantica.com/perfume/Dolce-Gabbana/The-One-Pour-Homme-Eau-de-Parfum-121024.html,31909,Dolce Gabbana,The One for Men Eau de Parfum,0.6667,https://www.fragrantica.com/perfume/Dolce-Gabbana/The-One-for-Men-Eau-de-Parfum-31909.html,4494,Dolce Gabbana,L eau The One,0.6667,https://www.fragrantica.com/perfume/Dolce-Gabbana/L-eau-The-One-4494.html,91350,Carlo Corinto,One Man,0.6667,https://www.fragrantica.com/perfume/Carlo-Corinto/One-Man-91350.html
1034-BLG,AQUA - BVLGARI,WEAK_REVIEW,Bvlgari,verified_suffix,2094,GLOBAL_WEAK,0.0000,44574,Denim,Aqua,1.0000,https://www.fragrantica.com/perfume/Denim/Aqua-44574.html,118680,Beverly Hills Polo Club,Aqua,1.0000,https://www.fragrantica.com/perfume/Beverly-Hills-Polo-Club/Aqua-118680.html,21388,Abdul Samad Al Qurashi,Aqua,1.0000,https://www.fragrantica.com/perfume/Abdul-Samad-Al-Qurashi/Aqua-21388.html,25028,Botanique,Aqua,1.0000,https://www.fragrantica.com/perfume/Botanique/Aqua-25028.html,82166,Avon,Aqua,1.0000,https://www.fragrantica.com/perfume/Avon/Aqua-82166.html
1094-DOL,K KING (2019),NO_CANDIDATE,Dolce Gabbana,verified_suffix,59129,GLOBAL_WEAK,0.0000,121374,Assaf,King,1.0000,https://www.fragrantica.com/perfume/Assaf/King-121374.html,114120,Areej,King,1.0000,https://www.fragrantica.com/perfume/Areej/King-114120.html,127683,Denise Quinones,King,1.0000,https://www.fragrantica.com/perfume/Denise-Quinones/King-127683.html,22120,Amordad,King,1.0000,https://www.fragrantica.com/perfume/Amordad/King-22120.html,98725,Armaf,King,1.0000,https://www.fragrantica.com/perfume/Armaf/King-98725.html
1116-ZEG,UOMO ABSOLUT - ERMENEGILDO ZEGNA,NO_CANDIDATE,Cremo,verified_suffix,135779,GLOBAL_WEAK,0.0952,136007,Caneza,Uomo Bold,0.7619,https://www.fragrantica.com/perfume/Caneza/Uomo-Bold-136007.html,137083,Alain Aregon,Absolut Man,0.6667,https://www.fragrantica.com/perfume/Alain-Aregon/Absolut-Man-137083.html,68370,Avellaneda Perfumes,Uomo Parfum,0.6667,https://www.fragrantica.com/perfume/Avellaneda-Perfumes/Uomo-Parfum-68370.html,122705,Caneza,Uomo,0.6667,https://www.fragrantica.com/perfume/Caneza/Uomo-122705.html,33370,Antonio Fusco,Uomo,0.6667,https://www.fragrantica.com/perfume/Antonio-Fusco/Uomo-33370.html
1118-FAB,BRUT 1964,NO_CANDIDATE,Fabbrica Della Musa,code_signature,,GLOBAL_WEAK,0.0000,15303,Brut Parfums Prestige,Brut,0.6667,https://www.fragrantica.com/perfume/Brut-Parfums-Prestige/Brut-15303.html,15311,Brut Parfums Prestige,Eau de Brut,0.6667,https://www.fragrantica.com/perfume/Brut-Parfums-Prestige/Eau-de-Brut-15311.html,,,,,,,,,,,,,,,
1121-GFE,FERRE MAN,WEAK_REVIEW,,,52617,GLOBAL_WEAK,0.6667,52617,Al Ambra,Irish Ferre,0.6667,https://www.fragrantica.com/perfume/Al-Ambra/Irish-Ferre-52617.html,,,,,,,,,,,,,,,,,,,,
1122-GFE,In the Mood for Love,WEAK_REVIEW,,,49396,GLOBAL_STRONG,0.0782,49396,Stephane Humbert Lucas 777,In The Wood For Love,0.9500,https://www.fragrantica.com/perfume/Stephane-Humbert-Lucas-777/In-The-Wood-For-Love-49396.html,56033,Juliette Has A Gun,In The Mood For Oud,0.8718,https://www.fragrantica.com/perfume/Juliette-Has-A-Gun/In-The-Mood-For-Oud-56033.html,24085,Calzedonia,In Love,0.8000,https://www.fragrantica.com/perfume/Calzedonia/In-Love-24085.html,54339,Acidica Perfumes,In Love,0.8000,https://www.fragrantica.com/perfume/Acidica-Perfumes/In-Love-54339.html,133184,Cyzone,In Love,0.8000,https://www.fragrantica.com/perfume/Cyzone/In-Love-133184.html
1151-HAL,Halston Z-14 Cologne,WEAK_REVIEW,,,85708,GLOBAL_WEAK,0.6667,85708,The Dua Brand,3 14,0.6667,https://www.fragrantica.com/perfume/The-Dua-Brand/3-14-85708.html,,,,,,,,,,,,,,,,,,,,
1172-ISS,EAU D'ISSEY HOMME - ISSEY MIYAKE,WEAK_REVIEW,Issey Miyake,verified_suffix,721,GLOBAL_WEAK,0.0000,721,Issey Miyake,L Eau d Issey Pour Homme,1.0000,https://www.fragrantica.com/perfume/Issey-Miyake/L-Eau-d-Issey-Pour-Homme-721.html,720,Issey Miyake,L eau d Issey,1.0000,https://www.fragrantica.com/perfume/Issey-Miyake/L-eau-d-Issey-720.html,37742,Issey Miyake,L Eau d Issey Parfum,1.0000,https://www.fragrantica.com/perfume/Issey-Miyake/L-Eau-d-Issey-Parfum-37742.html,103573,Issey Miyake,L Eau d Issey Pour Homme Eau de Parfum,1.0000,https://www.fragrantica.com/perfume/Issey-Miyake/L-Eau-d-Issey-Pour-Homme-Eau-de-Parfum-103573.html,66099,Issey Miyake,L Eau d Issey Pour Homme Limited Edition,1.0000,https://www.fragrantica.com/perfume/Issey-Miyake/L-Eau-d-Issey-Pour-Homme-Limited-Edition-66099.html
1186-JOO,WOW - JOOP,WEAK_REVIEW,,,23001,GLOBAL_WEAK,0.0000,23001,Anfasic,Wow,1.0000,https://www.fragrantica.com/perfume/Anfasic/Wow-23001.html,109978,Anfasic,Wow,1.0000,https://www.fragrantica.com/perfume/Anfasic/Wow-109978.html,121944,Aura Fragrances,Wow Oud,0.6667,https://www.fragrantica.com/perfume/Aura-Fragrances/Wow-Oud-121944.html,55873,Agatha Ruiz de la Prada,Wow Girl,0.6667,https://www.fragrantica.com/perfume/Agatha-Ruiz-de-la-Prada/Wow-Girl-55873.html,109983,Anfasic,Wow Mist,0.6667,https://www.fragrantica.com/perfume/Anfasic/Wow-Mist-109983.html
1187-JOV,White Musk for Women,NO_CANDIDATE,Jovoy Paris,code_signature,,GLOBAL_WEAK,0.0000,3770,Montale,White Musk,1.0000,https://www.fragrantica.com/perfume/Montale/White-Musk-3770.html,21668,Arabian Oud,White Musk,1.0000,https://www.fragrantica.com/perfume/Arabian-Oud/White-Musk-21668.html,20150,Al Rehab,White Musk,1.0000,https://www.fragrantica.com/perfume/Al-Rehab/White-Musk-20150.html,20150,ALREHAB PERFUMES,White Musk,1.0000,https://www.fragrantica.com/perfume/ALREHAB-PERFUMES/White-Musk-20150.html,5783,Alyssa Ashley,White Musk,1.0000,https://www.fragrantica.com/perfume/Alyssa-Ashley/White-Musk-5783.html
1196-LAC,L.12.12 MAGNETIC,NO_CANDIDATE,Christian Lacroix,code_signature,357,GLOBAL_WEAK,0.0000,85684,The Dua Brand,Magnetic,0.6667,https://www.fragrantica.com/perfume/The-Dua-Brand/Magnetic-85684.html,40748,Victoria s Secret,Magnetic,0.6667,https://www.fragrantica.com/perfume/Victoria-s-Secret/Magnetic-40748.html,87868,Akbari,Magnetic,0.6667,https://www.fragrantica.com/perfume/Akbari/Magnetic-87868.html,52155,Besties,Magnetic,0.6667,https://www.fragrantica.com/perfume/Besties/Magnetic-52155.html,136751,Bujairami,Magnetic,0.6667,https://www.fragrantica.com/perfume/Bujairami/Magnetic-136751.html
1201-LBI,Venezia Uomo,WEAK_REVIEW,,,2585,GLOBAL_WEAK,0.0500,2585,Valentino,Vendetta Uomo,0.8000,https://www.fragrantica.com/perfume/Valentino/Vendetta-Uomo-2585.html,67070,Acqua dell Elba,Essenza Uomo,0.7500,https://www.fragrantica.com/perfume/Acqua-dell-Elba/Essenza-Uomo-67070.html,130238,Cornerland,Venezia,0.7368,https://www.fragrantica.com/perfume/Cornerland/Venezia-130238.html,101588,Duomo Perfume House,Venezia,0.7368,https://www.fragrantica.com/perfume/Duomo-Perfume-House/Venezia-101588.html,4900,Adrienne Vittadini,Venezia,0.7368,https://www.fragrantica.com/perfume/Adrienne-Vittadini/Venezia-4900.html
1251-ROM,ROYAL BLUE,WEAK_REVIEW,,,127642,GLOBAL_WEAK,0.0000,79193,Arte Profumi,Royal Blue,1.0000,https://www.fragrantica.com/perfume/Arte-Profumi/Royal-Blue-79193.html,127642,Arabian Oud,Royal Blue,1.0000,https://www.fragrantica.com/perfume/Arabian-Oud/Royal-Blue-127642.html,41901,Brooksfield,Royal Blue,1.0000,https://www.fragrantica.com/perfume/Brooksfield/Royal-Blue-41901.html,22378,Rasasi,Royale Blue,0.9524,https://www.fragrantica.com/perfume/Rasasi/Royale-Blue-22378.html,22379,Rasasi,Royale Blue,0.9524,https://www.fragrantica.com/perfume/Rasasi/Royale-Blue-22379.html
1254-RCAV,JUST HIM - ROBERTO CAVALLI,WEAK_REVIEW,,,5658,GLOBAL_WEAK,0.0941,5658,Avon,Just Play for Him,0.8000,https://www.fragrantica.com/perfume/Avon/Just-Play-for-Him-5658.html,18635,Avon,Just Move,0.7059,https://www.fragrantica.com/perfume/Avon/Just-Move-18635.html,98276,Rasasi,Jubilant Him,0.7000,https://www.fragrantica.com/perfume/Rasasi/Jubilant-Him-98276.html,41589,David LISS Parfums,Just For Women,0.6667,https://www.fragrantica.com/perfume/David-LISS-Parfums/Just-For-Women-41589.html,73323,Dilis Parfum,For Him,0.6667,https://www.fragrantica.com/perfume/Dilis-Parfum/For-Him-73323.html
1259-SHU,OLD SPICE,NO_CANDIDATE,Stephane Humbert Lucas 777,code_signature,72381,GLOBAL_GOOD,0.0468,68516,Acqua di Parma,Oud Spice,0.8889,https://www.fragrantica.com/perfume/Acqua-di-Parma/Oud-Spice-68516.html,129809,Cricket Avenue,Wood Spice,0.8421,https://www.fragrantica.com/perfume/Cricket-Avenue/Wood-Spice-129809.html,29924,AXE,Wild Spice,0.8421,https://www.fragrantica.com/perfume/AXE/Wild-Spice-29924.html,4544,Penhaligon s,Lily Spice,0.7368,https://www.fragrantica.com/perfume/Penhaligon-s/Lily-Spice-4544.html,122555,Batlah,Snow Spice,0.7368,https://www.fragrantica.com/perfume/Batlah/Snow-Spice-122555.html
1494-BOD,RED MUSK OUD,WEAK_REVIEW,,,86502,GLOBAL_GOOD,0.0462,86502,The Dua Brand,Regal Musk Oud,0.8462,https://www.fragrantica.com/perfume/The-Dua-Brand/Regal-Musk-Oud-86502.html,18904,By Kilian,Musk Oud,0.8000,https://www.fragrantica.com/perfume/By-Kilian/Musk-Oud-18904.html,86446,The Dua Brand,Oud Musk,0.8000,https://www.fragrantica.com/perfume/The-Dua-Brand/Oud-Musk-86446.html,36098,Dar Al Oud,Oud Musk,0.8000,https://www.fragrantica.com/perfume/Dar-Al-Oud/Oud-Musk-36098.html,23008,Roja Dove,Musk Aoud,0.7619,https://www.fragrantica.com/perfume/Roja-Dove/Musk-Aoud-23008.html
1526-AL HAR,MUKHALLAT AL EMIRATES,WEAK_REVIEW,Al Haramain Perfumes,verified_suffix,3903,GLOBAL_WEAK,0.0085,26890,Ajmal,Mukhallat Amiri,0.7778,https://www.fragrantica.com/perfume/Ajmal/Mukhallat-Amiri-26890.html,21638,Arabian Oud,Mukhallat Al Dewan,0.7692,https://www.fragrantica.com/perfume/Arabian-Oud/Mukhallat-Al-Dewan-21638.html,21639,Arabian Oud,Mukhallat Al Qaser,0.7692,https://www.fragrantica.com/perfume/Arabian-Oud/Mukhallat-Al-Qaser-21639.html,48276,Al Rehab,Mukhallat Al Wazeer,0.7500,https://www.fragrantica.com/perfume/Al-Rehab/Mukhallat-Al-Wazeer-48276.html,48276,ALREHAB PERFUMES,Mukhallat Al Wazeer,0.7500,https://www.fragrantica.com/perfume/ALREHAB-PERFUMES/Mukhallat-Al-Wazeer-48276.html
1550-YAN,HOME SWEET HOME - YANKEE,NO_CANDIDATE,Daddy Yankee,name_tail,,GLOBAL_WEAK,0.0000,120005,Butterfly Thai Perfume,Home Sweet Home,1.0000,https://www.fragrantica.com/perfume/Butterfly-Thai-Perfume/Home-Sweet-Home-120005.html,55345,Brocard,Sweet Home,1.0000,https://www.fragrantica.com/perfume/Brocard/Sweet-Home-55345.html,47047,Aquolina,Sweet Me,0.6957,https://www.fragrantica.com/perfume/Aquolina/Sweet-Me-47047.html,52250,Lush,I m Home,0.6667,https://www.fragrantica.com/perfume/Lush/I-m-Home-52250.html,27065,Apple Parfums,Sweet,0.6667,https://www.fragrantica.com/perfume/Apple-Parfums/Sweet-27065.html
1629-AL HAR,MUSK MALIKI,WEAK_REVIEW,Al Haramain Perfumes,verified_suffix,48224,GLOBAL_WEAK,0.0000,48224,Al Haramain Perfumes,Musk Maliki,1.0000,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Musk-Maliki-48224.html,70385,Al Haramain Perfumes,Musk Maliki,1.0000,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Musk-Maliki-70385.html,43759,Chopard,Musk Malaki,0.9091,https://www.fragrantica.com/perfume/Chopard/Musk-Malaki-43759.html,54148,Swiss Arabian,Musk Malaki,0.9091,https://www.fragrantica.com/perfume/Swiss-Arabian/Musk-Malaki-54148.html,24731,Ayala Moriel,Musk Malabi,0.8182,https://www.fragrantica.com/perfume/Ayala-Moriel/Musk-Malabi-24731.html
